,Constant,len,dia,hei,w_wei,s_wei,v_wei,sh_wei,y_pred,y_act
1028,1.0,0.555,0.4,0.13,0.7075,0.332,0.1585,0.18,8.10423267824037,7
1032,1.0,0.415,0.3,0.1,0.3355,0.1545,0.0685,0.095,7.712400037660408,7
1040,1.0,0.385,0.3,0.09,0.308,0.1525,0.0559999999999999,0.0835,7.442716631215093,8
1044,1.0,0.5,0.385,0.135,0.6425,0.3195,0.129,0.1535,8.09597530780368,7
1045,1.0,0.44,0.35,0.14,0.451,0.171,0.0705,0.184,11.290822426489507,16
1049,1.0,0.6,0.455,0.155,0.945,0.4365,0.2085,0.25,9.833584903273984,8
1050,1.0,0.4,0.32,0.095,0.303,0.1335,0.06,0.1,7.9871399992276535,7
1051,1.0,0.49,0.385,0.125,0.5395,0.2175,0.128,0.165,9.498186915732147,11
1053,1.0,0.405,0.305,0.105,0.3625,0.1565,0.0705,0.125,8.879804830830283,10
1054,1.0,0.44,0.35,0.135,0.435,0.1815,0.083,0.125,9.529345400797487,12
1055,1.0,0.475,0.355,0.125,0.4865,0.2155,0.1105,0.142,8.520564432544168,9
1058,1.0,0.49,0.37,0.11,0.5379999999999999,0.271,0.1035,0.139,7.22225773653825,8
1069,1.0,0.44,0.35,0.12,0.375,0.1425,0.0965,0.115,8.872067948717667,9
1071,1.0,0.465,0.355,0.115,0.4705,0.1955,0.118,0.126,8.55917206160474,7
1076,1.0,0.56,0.425,0.145,0.688,0.3095,0.1305,0.2165,9.483550650539765,9
1080,1.0,0.6,0.47,0.15,0.928,0.4225,0.183,0.275,10.494975328557905,8
1087,1.0,0.45,0.345,0.11,0.47,0.2355,0.0855,0.1135,7.536926480204826,7
1089,1.0,0.52,0.375,0.135,0.5375,0.221,0.1169999999999999,0.17,9.264871122171858,8
1090,1.0,0.46,0.35,0.125,0.5165,0.1885,0.1145,0.185,11.007204525695625,9
1091,1.0,0.495,0.375,0.12,0.589,0.3075,0.1215,0.1405,6.958250363797717,8
1093,1.0,0.42,0.315,0.11,0.4025,0.1855,0.083,0.1015,8.173516124475174,8
1095,1.0,0.515,0.42,0.15,0.6725,0.2555,0.1335,0.235,12.169522549341698,10
1098,1.0,0.425,0.325,0.095,0.3785,0.1705,0.08,0.1,7.778327441732174,7
1101,1.0,0.575,0.445,0.17,0.8015,0.3475,0.1465,0.25,11.270284783116164,9
1103,1.0,0.505,0.385,0.15,0.6415,0.246,0.152,0.215,11.439063395098872,12
1104,1.0,0.535,0.41,0.15,0.8105,0.345,0.187,0.24,11.164093836718633,11
1107,1.0,0.55,0.415,0.15,0.7915,0.3535,0.176,0.236,10.219829592624711,10
1115,1.0,0.42,0.32,0.1,0.34,0.1745,0.05,0.0945,7.227075119102896,8
1117,1.0,0.5,0.375,0.14,0.5495,0.248,0.1119999999999999,0.1585,8.900417854499542,7
1120,1.0,0.545,0.435,0.135,0.7715,0.372,0.148,0.2269999999999999,9.08811557598866,8
1121,1.0,0.625,0.49,0.145,0.92,0.437,0.1735,0.28,9.393272820642405,10
1122,1.0,0.44,0.34,0.125,0.4895,0.1735,0.0875,0.2,11.824913461158472,13
1125,1.0,0.505,0.38,0.12,0.594,0.2595,0.1435,0.18,8.863567065882261,7
1128,1.0,0.465,0.355,0.105,0.4795,0.2269999999999999,0.124,0.125,7.265395111224038,8
1132,1.0,0.525,0.415,0.14,0.7240000000000001,0.3475,0.173,0.175,8.294685849384898,8
1136,1.0,0.48,0.365,0.1,0.461,0.2205,0.0835,0.135,7.4403507247506,8
1141,1.0,0.385,0.255,0.1,0.3175,0.1369999999999999,0.068,0.092,8.462599792078484,8
1149,1.0,0.405,0.25,0.09,0.2875,0.128,0.063,0.0805,7.480213065284797,7
1150,1.0,0.58,0.44,0.145,0.7905,0.3525,0.1645,0.242,9.858917045904382,10
1154,1.0,0.4,0.325,0.12,0.3185,0.134,0.0565,0.095,8.846787509649156,8
1155,1.0,0.515,0.38,0.12,0.625,0.3265,0.1295,0.16,6.906038298056294,7
1164,1.0,0.465,0.375,0.12,0.471,0.222,0.119,0.14,7.736015849398912,9
1167,1.0,0.5,0.405,0.15,0.5965,0.253,0.126,0.185,10.1336472866261,12
1169,1.0,0.605,0.485,0.165,0.9515,0.4535,0.193,0.2765,9.936347165217748,11
1171,1.0,0.48,0.37,0.135,0.6315,0.3445,0.1015,0.161,7.706180293127921,7
1172,1.0,0.51,0.405,0.125,0.6925,0.327,0.155,0.1805,8.592646294629434,7
1173,1.0,0.47,0.35,0.115,0.487,0.1955,0.127,0.155,9.085585395385317,8
1179,1.0,0.55,0.385,0.13,0.7275,0.3429999999999999,0.1625,0.19,8.346666117333907,8
1184,1.0,0.595,0.455,0.15,0.8859999999999999,0.4315,0.201,0.223,8.303654066901956,10
1187,1.0,0.51,0.4,0.145,0.5775,0.231,0.143,0.177,9.886990375095428,9
1188,1.0,0.535,0.405,0.145,0.6845,0.2725,0.171,0.205,10.497861870695214,10
1191,1.0,0.53,0.405,0.125,0.6515,0.2715,0.1605,0.186,9.335904706960312,7
1193,1.0,0.425,0.325,0.11,0.3335,0.173,0.045,0.1,7.359074042463528,7
1202,1.0,0.495,0.4,0.12,0.6605,0.2605,0.161,0.19,10.512948443241399,15
1203,1.0,0.425,0.3,0.095,0.3515,0.141,0.0775,0.12,8.523596583662947,8
1205,1.0,0.475,0.36,0.12,0.578,0.2825,0.12,0.17,8.338157893505276,8
1208,1.0,0.5,0.385,0.155,0.762,0.3795,0.161,0.19,9.136263996903201,14
1209,1.0,0.565,0.46,0.155,0.8715,0.3755,0.215,0.25,10.74910995152377,10
1211,1.0,0.41,0.325,0.1,0.3555,0.146,0.072,0.105,8.655654467044666,9
1213,1.0,0.505,0.385,0.11,0.655,0.3185,0.15,0.185,7.90142500043979,9
1216,1.0,0.415,0.305,0.1,0.325,0.156,0.0505,0.091,7.617954217601863,6
1221,1.0,0.5,0.385,0.15,0.6265,0.2605,0.1665,0.16,9.735744745680845,10
1224,1.0,0.415,0.335,0.1,0.358,0.1689999999999999,0.067,0.105,7.806346500776474,7
1225,1.0,0.475,0.38,0.14,0.6890000000000001,0.3165,0.1315,0.1955,10.34797626153648,7
1226,1.0,0.44,0.34,0.105,0.402,0.1305,0.0955,0.165,10.3287191117582,10
1231,1.0,0.52,0.43,0.15,0.728,0.302,0.1575,0.235,11.31913841694582,11
1240,1.0,0.5,0.4,0.145,0.6025,0.216,0.138,0.21,11.722609112238402,11
1247,1.0,0.44,0.34,0.1,0.407,0.209,0.0735,0.103,6.985041708541321,7
1252,1.0,0.5,0.37,0.115,0.5745,0.306,0.1119999999999999,0.141,6.628281216644128,7
1255,1.0,0.47,0.375,0.12,0.487,0.196,0.099,0.135,9.354287172767775,8
1256,1.0,0.445,0.325,0.125,0.455,0.1785,0.1125,0.14,9.624486891287212,9
1270,1.0,0.465,0.355,0.11,0.474,0.23,0.1005,0.12,7.42520934846699,7
1273,1.0,0.57,0.435,0.13,0.7535,0.349,0.1755,0.1939999999999999,8.216564804155976,10
1275,1.0,0.55,0.435,0.14,0.7535,0.3285,0.1555,0.2325,10.26964392382717,10
1280,1.0,0.585,0.46,0.14,0.7635,0.326,0.153,0.265,10.410972516282758,9
1291,1.0,0.44,0.34,0.135,0.3975,0.1505,0.0945,0.135,9.700631356557103,8
1292,1.0,0.505,0.395,0.105,0.551,0.248,0.103,0.171,8.430987379738614,8
1296,1.0,0.485,0.37,0.14,0.5725,0.204,0.1415,0.175,11.171130633446484,10
1297,1.0,0.575,0.43,0.155,0.7955,0.3485,0.1925,0.22,9.747488700556286,9
1300,1.0,0.48,0.35,0.135,0.5465,0.2735,0.0995,0.158,8.292741074552039,8
1304,1.0,0.51,0.375,0.1,0.5785,0.238,0.1225,0.175,9.124534779956244,7
1318,1.0,0.54,0.42,0.155,0.7385,0.3515,0.152,0.215,9.324409753730448,12
1319,1.0,0.45,0.35,0.13,0.46,0.174,0.111,0.135,9.87350700191768,8
1320,1.0,0.5,0.42,0.135,0.6765,0.302,0.1415,0.2065,9.977304422139824,9
1321,1.0,0.505,0.39,0.115,0.66,0.3045,0.1555,0.175,8.469137018214475,8
1324,1.0,0.475,0.37,0.125,0.649,0.347,0.136,0.142,7.193142950897458,8
1326,1.0,0.47,0.375,0.105,0.441,0.1669999999999999,0.0865,0.145,9.306342771568497,10
1328,1.0,0.395,0.29,0.095,0.319,0.138,0.08,0.0819999999999999,7.844374729356214,7
1330,1.0,0.525,0.415,0.15,0.7055,0.3289999999999999,0.147,0.1989999999999999,9.403855673059818,10
1333,1.0,0.525,0.41,0.135,0.7085,0.293,0.1525,0.235,10.906517386090384,11
1335,1.0,0.37,0.27,0.095,0.2319999999999999,0.1325,0.0409999999999999,0.0615,6.634245091816099,6
1338,1.0,0.555,0.455,0.135,0.8370000000000001,0.382,0.171,0.235,9.926930698576772,9
1342,1.0,0.59,0.445,0.135,0.7715,0.3279999999999999,0.1745,0.23,9.665982470266625,9
1346,1.0,0.465,0.375,0.135,0.6,0.2225,0.129,0.23,12.180523194693222,16
1350,1.0,0.49,0.395,0.135,0.5545,0.213,0.0925,0.215,11.351592486871645,14
1357,1.0,0.455,0.35,0.125,0.4485,0.1585,0.102,0.1335,10.129723336441243,16
1363,1.0,0.485,0.37,0.13,0.526,0.2485,0.105,0.1555,8.40683969702808,6
1365,1.0,0.43,0.345,0.115,0.3045,0.0925,0.055,0.12,9.779480331349827,11
1368,1.0,0.495,0.38,0.13,0.5125,0.2185,0.1159999999999999,0.16,8.918000397442814,7
1369,1.0,0.45,0.365,0.115,0.5885,0.318,0.121,0.1325,7.105543242476328,8
1370,1.0,0.465,0.36,0.125,0.4365,0.1689999999999999,0.1075,0.145,9.264355898715495,11
1374,1.0,0.58,0.47,0.15,0.907,0.444,0.1855,0.2445,9.062378756212398,11
1376,1.0,0.5,0.39,0.13,0.5075,0.2115,0.104,0.1755,9.323345233565691,9
1381,1.0,0.45,0.355,0.11,0.4585,0.1939999999999999,0.067,0.14,9.422709834750071,8
1387,1.0,0.41,0.335,0.115,0.4405,0.19,0.085,0.135,9.542623698064956,8
1390,1.0,0.59,0.47,0.15,0.861,0.413,0.1639999999999999,0.249,9.304824020761528,8
1403,1.0,0.36,0.275,0.095,0.217,0.084,0.0435,0.09,8.55573883601549,7
1405,1.0,0.49,0.385,0.115,0.6829999999999999,0.3265,0.1615,0.165,8.257222149850673,13
1407,1.0,0.385,0.3,0.115,0.3435,0.1645,0.085,0.1025,8.120261968601444,6
1409,1.0,0.515,0.415,0.135,0.7125,0.285,0.152,0.245,11.592141276228034,10
1412,1.0,0.555,0.395,0.13,0.5585,0.222,0.1245,0.17,8.956815904962589,9
1426,1.0,0.55,0.425,0.135,0.6559999999999999,0.257,0.17,0.203,9.884848051731346,10
1434,1.0,0.48,0.37,0.12,0.514,0.2075,0.131,0.155,9.157879954443304,13
1435,1.0,0.45,0.34,0.105,0.4385,0.21,0.0925,0.12,7.580013396221417,8
1437,1.0,0.45,0.35,0.14,0.474,0.21,0.109,0.1275,8.977982008401872,16
1438,1.0,0.53,0.415,0.14,0.7240000000000001,0.3105,0.1675,0.205,10.069630760297583,10
1441,1.0,0.44,0.325,0.11,0.4965,0.258,0.1195,0.1075,6.934159642591064,8
1444,1.0,0.375,0.28,0.09,0.215,0.084,0.06,0.055,7.512829230694662,6
1449,1.0,0.475,0.37,0.125,0.5095,0.2165,0.1125,0.165,9.272182034021968,9
1450,1.0,0.495,0.385,0.135,0.6625,0.3005,0.1635,0.185,9.22476063192595,11
1453,1.0,0.455,0.35,0.135,0.5365,0.2855,0.0855,0.1325,7.917833220994533,7
1456,1.0,0.41,0.31,0.09,0.3335,0.1635,0.061,0.091,7.258052029806505,6
1457,1.0,0.385,0.305,0.105,0.3315,0.1365,0.0745,0.1,8.840470534243659,7
1459,1.0,0.545,0.41,0.115,0.6765,0.29,0.158,0.22,9.230280699586086,9
1462,1.0,0.42,0.325,0.1,0.368,0.1675,0.0625,0.1135,8.225961976115071,11
1467,1.0,0.54,0.43,0.17,0.836,0.3725,0.1815,0.24,11.115031703745384,9
1469,1.0,0.485,0.365,0.125,0.426,0.163,0.0965,0.151,9.134522894359938,8
1478,1.0,0.56,0.455,0.155,0.797,0.34,0.19,0.2425,10.601551031460879,11
1482,1.0,0.5,0.385,0.105,0.498,0.1795,0.1095,0.17,9.70324386373435,17
1483,1.0,0.43,0.325,0.12,0.445,0.165,0.0995,0.155,10.40775343069953,8
1484,1.0,0.34,0.255,0.085,0.204,0.0969999999999999,0.021,0.05,7.8043132749365265,6
1489,1.0,0.5,0.375,0.145,0.5795,0.239,0.1375,0.185,10.006072339123369,9
1493,1.0,0.6,0.48,0.17,0.9175,0.38,0.2225,0.29,11.773490342168069,8
1501,1.0,0.495,0.395,0.12,0.5529999999999999,0.2239999999999999,0.1375,0.1669999999999999,9.271441614959896,8
1502,1.0,0.455,0.35,0.12,0.4835,0.1815,0.144,0.16,9.659680957578278,11
1506,1.0,0.53,0.42,0.13,0.6579999999999999,0.296,0.1245,0.198,9.329309338176076,8
1510,1.0,0.51,0.38,0.135,0.6809999999999999,0.3435,0.142,0.17,7.979719182085223,9
1516,1.0,0.5,0.36,0.12,0.439,0.1875,0.1055,0.1305,7.8213746896444,8
1517,1.0,0.47,0.385,0.135,0.5895,0.2765,0.12,0.17,9.199206436478365,8
1518,1.0,0.41,0.325,0.1,0.3939999999999999,0.208,0.0655,0.106,7.356617690664681,6
1525,1.0,0.46,0.35,0.1,0.471,0.252,0.077,0.123,6.79615553295292,8
1529,1.0,0.445,0.34,0.145,0.434,0.1945,0.0905,0.13,9.058134233482564,7
1532,1.0,0.565,0.4,0.13,0.6975,0.3075,0.1665,0.18,8.508737529726695,8
1538,1.0,0.455,0.355,0.13,0.515,0.2,0.1275,0.175,10.370951018835822,11
1545,1.0,0.475,0.35,0.115,0.452,0.1715,0.092,0.155,9.591233686913315,11
1546,1.0,0.52,0.405,0.12,0.627,0.2645,0.1415,0.181,9.287141917786053,11
1548,1.0,0.545,0.42,0.145,0.778,0.3745,0.1545,0.205,9.035772613223388,7
1551,1.0,0.5,0.385,0.12,0.516,0.1969999999999999,0.1305,0.165,9.386876443516405,8
1556,1.0,0.47,0.365,0.12,0.5429999999999999,0.2295,0.1495,0.15,8.874517894642636,9
1558,1.0,0.545,0.405,0.135,0.5945,0.27,0.1185,0.185,8.522812224544005,8
1560,1.0,0.44,0.33,0.115,0.4005,0.143,0.113,0.12,9.2438002444741,8
1561,1.0,0.415,0.315,0.12,0.4015,0.1989999999999999,0.087,0.0969999999999999,7.781195491705862,8
1562,1.0,0.485,0.365,0.14,0.6195,0.2595,0.1445,0.177,10.213744949409806,14
1564,1.0,0.485,0.37,0.13,0.4579999999999999,0.181,0.113,0.136,8.927154493333784,10
1566,1.0,0.42,0.34,0.125,0.4495,0.165,0.1125,0.144,10.429606113057021,11
1570,1.0,0.46,0.35,0.115,0.46,0.2025,0.1115,0.1165,8.103577068924656,6
1571,1.0,0.435,0.345,0.12,0.3215,0.13,0.0559999999999999,0.1185,8.743166524356038,7
1573,1.0,0.485,0.37,0.1,0.513,0.2189999999999999,0.1075,0.13,8.325448406709393,7
1578,1.0,0.4,0.3,0.11,0.2985,0.1375,0.071,0.075,7.589350871907479,6
1579,1.0,0.58,0.46,0.14,0.8295,0.3915,0.165,0.238,9.173285064758891,10
1589,1.0,0.53,0.41,0.14,0.7545,0.3495,0.1715,0.2105,9.347295660990756,8
1590,1.0,0.45,0.34,0.12,0.4925,0.241,0.1075,0.12,7.826373331950513,6
1591,1.0,0.55,0.425,0.15,0.8059999999999999,0.376,0.171,0.245,9.881012444325783,14
1592,1.0,0.44,0.345,0.12,0.487,0.1965,0.108,0.16,9.995981221473583,14
1595,1.0,0.505,0.41,0.135,0.657,0.291,0.133,0.195,9.846495035964345,15
1596,1.0,0.505,0.39,0.12,0.653,0.3315,0.1385,0.1669999999999999,7.516719943702776,9
1598,1.0,0.575,0.455,0.165,0.867,0.3765,0.1805,0.268,11.381466524989657,8
1600,1.0,0.52,0.41,0.16,0.7120000000000001,0.2845,0.153,0.225,11.775250693593277,10
1609,1.0,0.56,0.44,0.135,0.8025,0.35,0.1615,0.259,10.632158545641547,9
1610,1.0,0.52,0.41,0.145,0.6459999999999999,0.2965,0.1595,0.165,8.544673377544266,9
1614,1.0,0.43,0.35,0.105,0.366,0.1705,0.0855,0.11,7.541137151120038,6
1616,1.0,0.505,0.405,0.13,0.599,0.2245,0.1175,0.225,11.4136055320078,11
1619,1.0,0.39,0.315,0.09,0.3095,0.147,0.05,0.09,7.756826786986819,7
1620,1.0,0.465,0.37,0.115,0.534,0.261,0.098,0.143,8.14011802346273,7
1623,1.0,0.47,0.36,0.11,0.4965,0.237,0.127,0.13,7.331309998193896,6
1624,1.0,0.415,0.31,0.105,0.3595,0.1669999999999999,0.083,0.0915,7.658874757576733,6
1629,1.0,0.445,0.355,0.095,0.3615,0.1415,0.0785,0.12,8.332146558831598,8
1630,1.0,0.475,0.36,0.145,0.6325,0.2825,0.1369999999999999,0.19,10.183082756555526,8
1635,1.0,0.4,0.29,0.11,0.3289999999999999,0.188,0.0455,0.0825,6.923094290209025,6
1639,1.0,0.52,0.395,0.125,0.5805,0.2445,0.146,0.165,8.722632608405933,9
1640,1.0,0.46,0.365,0.125,0.4785,0.206,0.1045,0.141,8.993777691996529,8
1642,1.0,0.52,0.41,0.14,0.5995,0.242,0.1375,0.182,9.899245778625637,11
1653,1.0,0.41,0.315,0.095,0.2805,0.114,0.0345,0.11,8.526069410006528,7
1654,1.0,0.455,0.375,0.125,0.4579999999999999,0.1985,0.111,0.12,8.484197982424993,10
1659,1.0,0.375,0.29,0.08,0.282,0.1405,0.0725,0.08,6.915720134196214,7
1662,1.0,0.525,0.405,0.125,0.657,0.2985,0.1505,0.168,8.473422849880448,10
1664,1.0,0.435,0.34,0.11,0.407,0.1685,0.073,0.13,9.137799738735449,10
1667,1.0,0.42,0.315,0.115,0.355,0.1895,0.065,0.087,7.007985231674033,6
1668,1.0,0.42,0.305,0.11,0.28,0.094,0.0785,0.0955,8.572659805646584,9
1671,1.0,0.555,0.435,0.14,0.765,0.3945,0.15,0.206,7.7165009060062335,8
1672,1.0,0.475,0.365,0.105,0.4175,0.1645,0.099,0.127,8.331632835864866,7
1675,1.0,0.405,0.31,0.09,0.312,0.138,0.06,0.087,7.7457615854331365,8
1686,1.0,0.44,0.34,0.12,0.4379999999999999,0.2115,0.083,0.12,8.111655167657222,9
1688,1.0,0.405,0.31,0.095,0.3425,0.1785,0.064,0.0855,6.977047237927952,8
1693,1.0,0.55,0.42,0.13,0.636,0.294,0.144,0.1755,7.9535174201820436,8
1695,1.0,0.46,0.35,0.12,0.4885,0.193,0.105,0.155,9.834031641916553,11
1700,1.0,0.56,0.445,0.15,0.8225,0.3685,0.187,0.236,10.053617543327238,10
1701,1.0,0.31,0.24,0.105,0.2885,0.118,0.065,0.083,9.73275477485295,6
1704,1.0,0.38,0.29,0.1,0.237,0.108,0.0395,0.0819999999999999,7.866498381067899,6
1705,1.0,0.48,0.365,0.13,0.5305,0.2405,0.127,0.139,8.39339469680427,8
1708,1.0,0.525,0.4,0.14,0.654,0.305,0.16,0.1689999999999999,8.296798991800038,7
1709,1.0,0.48,0.355,0.115,0.4725,0.2065,0.1119999999999999,0.132,8.10108431138891,8
1712,1.0,0.51,0.4,0.125,0.5575,0.2615,0.1195,0.1525,7.904221953583161,9
1713,1.0,0.45,0.34,0.125,0.4045,0.171,0.07,0.1345,9.118139387520655,8
1714,1.0,0.505,0.41,0.15,0.6345,0.243,0.1335,0.215,11.628749434602506,17
1718,1.0,0.42,0.32,0.11,0.309,0.115,0.0645,0.0945,8.698741568758532,6
1719,1.0,0.525,0.4,0.115,0.6295,0.2555,0.144,0.18,9.48378045740379,11
1722,1.0,0.415,0.305,0.13,0.32,0.1305,0.0755,0.105,8.80866617815519,8
1725,1.0,0.51,0.395,0.12,0.6175,0.262,0.122,0.193,9.758888252092994,12
1726,1.0,0.415,0.345,0.135,0.3865,0.128,0.07,0.148,11.22169309188566,13
1729,1.0,0.415,0.33,0.1,0.3905,0.1925,0.0755,0.1025,7.581944254690524,7
1730,1.0,0.57,0.435,0.14,0.8585,0.3905,0.196,0.2295,9.582083869230773,8
1732,1.0,0.59,0.45,0.155,0.8740000000000001,0.369,0.2135,0.24,10.59671214153549,8
1738,1.0,0.54,0.42,0.135,0.8075,0.3485,0.1795,0.235,10.629493136309332,11
1743,1.0,0.57,0.435,0.15,0.8295,0.3875,0.156,0.245,9.94624424503217,10
1749,1.0,0.525,0.38,0.125,0.65,0.303,0.155,0.159,7.9881397336983255,7
1750,1.0,0.51,0.4,0.13,0.6435,0.27,0.1665,0.205,9.722592087597965,12
1751,1.0,0.56,0.455,0.165,0.86,0.4015,0.1695,0.245,10.394782726004372,11
1753,1.0,0.48,0.39,0.15,0.6275,0.276,0.134,0.185,10.26499505300958,13
1754,1.0,0.55,0.405,0.125,0.6509999999999999,0.2965,0.1369999999999999,0.2,8.553645211769481,9
1756,1.0,0.315,0.25,0.09,0.203,0.0615,0.037,0.0795,9.733141786868163,11
1757,1.0,0.46,0.375,0.135,0.4935,0.186,0.0845,0.17,10.975570042709004,12
1758,1.0,0.465,0.37,0.115,0.4075,0.1515,0.0935,0.1455,9.211925308195902,9
1759,1.0,0.625,0.47,0.145,0.984,0.475,0.2,0.265,9.025551239446166,11
1766,1.0,0.55,0.425,0.155,0.8725,0.412,0.187,0.2425,10.022752631998873,10
1768,1.0,0.395,0.3,0.105,0.3375,0.1435,0.0755,0.098,8.53300204953757,12
1769,1.0,0.48,0.37,0.1,0.5135,0.243,0.1015,0.135,7.633717320664073,8
1770,1.0,0.395,0.295,0.1,0.2715,0.134,0.0325,0.085,7.646022824304784,10
1773,1.0,0.41,0.305,0.09,0.3535,0.157,0.0745,0.1,7.921664192070633,7
1778,1.0,0.55,0.42,0.145,0.7385,0.321,0.1485,0.252,10.61596533784977,11
1785,1.0,0.445,0.35,0.14,0.5905,0.2025,0.158,0.19,12.276259822410845,14
1787,1.0,0.46,0.38,0.13,0.639,0.3,0.1525,0.16,9.016455068463673,11
1793,1.0,0.52,0.41,0.14,0.6625,0.2775,0.1555,0.196,10.019063209200928,11
1795,1.0,0.68,0.53,0.185,1.1095,0.439,0.245,0.34,13.56759462248666,10
1796,1.0,0.51,0.405,0.13,0.599,0.3065,0.1155,0.1485,7.34003571147013,8
1799,1.0,0.55,0.43,0.145,0.7895,0.3745,0.171,0.223,9.16687897026936,11
1800,1.0,0.52,0.41,0.12,0.595,0.2385,0.111,0.19,10.046226271504837,8
1801,1.0,0.475,0.385,0.12,0.562,0.289,0.0905,0.153,7.915901101238911,8
1804,1.0,0.5,0.38,0.155,0.6675,0.2745,0.156,0.18,10.748496713381124,12
1810,1.0,0.5,0.42,0.125,0.62,0.255,0.15,0.205,9.991831805438157,11
1812,1.0,0.525,0.385,0.13,0.607,0.2355,0.125,0.195,10.458986598013297,8
1815,1.0,0.575,0.45,0.13,0.785,0.318,0.193,0.2265,10.21047054013663,9
1819,1.0,0.415,0.305,0.12,0.336,0.165,0.076,0.0805,7.4150213123859405,7
1823,1.0,0.445,0.33,0.11,0.358,0.1525,0.067,0.1185,8.311692991563522,8
1827,1.0,0.45,0.345,0.12,0.4165,0.1655,0.095,0.135,9.144117795207437,9
1830,1.0,0.595,0.465,0.145,0.7955,0.3425,0.1795,0.2425,9.85854724009129,10
1832,1.0,0.51,0.41,0.145,0.7959999999999999,0.3865,0.1815,0.1955,9.08294242062234,8
1837,1.0,0.57,0.425,0.14,0.7655,0.331,0.14,0.24,10.509027594898123,10
1838,1.0,0.57,0.44,0.12,0.8029999999999999,0.382,0.1525,0.2339999999999999,8.821352713056138,9
1840,1.0,0.415,0.325,0.105,0.38,0.1595,0.0785,0.12,8.840830435092126,12
1843,1.0,0.515,0.385,0.11,0.5785,0.253,0.16,0.14,7.6527509866915935,8
1846,1.0,0.615,0.465,0.15,0.923,0.4615,0.1825,0.2415,8.255471874278438,9
1847,1.0,0.51,0.39,0.135,0.6335,0.231,0.179,0.2,10.841143535181237,9
1848,1.0,0.545,0.4,0.13,0.6859999999999999,0.3285,0.1455,0.18,8.050902687260553,9
1849,1.0,0.5,0.375,0.145,0.6215,0.2739999999999999,0.166,0.1485,8.883320319826277,7
1852,1.0,0.41,0.305,0.1,0.363,0.1735,0.065,0.11,7.979109632372714,11
1858,1.0,0.51,0.4,0.125,0.545,0.261,0.115,0.1385,7.518913223333325,6
1859,1.0,0.385,0.305,0.09,0.2775,0.109,0.0515,0.1,8.58628440277439,9
1862,1.0,0.42,0.34,0.115,0.4215,0.175,0.093,0.135,9.333399044349772,8
1864,1.0,0.4,0.31,0.115,0.3465,0.1475,0.0695,0.115,8.986501635580453,10
1869,1.0,0.455,0.34,0.115,0.486,0.261,0.0655,0.1315,7.499565709761859,8
1877,1.0,0.465,0.35,0.14,0.5755,0.2015,0.1505,0.19,11.721409356116215,15
1880,1.0,0.5,0.39,0.125,0.5215,0.2485,0.1169999999999999,0.131,7.45911866163481,6
1881,1.0,0.52,0.38,0.115,0.6645,0.3285,0.17,0.1425,6.840434707975885,7
1882,1.0,0.415,0.315,0.115,0.3895,0.2015,0.065,0.103,7.693254352750002,9
1886,1.0,0.445,0.335,0.11,0.411,0.1985,0.0935,0.109,7.362093166073304,8
1888,1.0,0.545,0.43,0.15,0.7285,0.302,0.1315,0.2545,11.55689935328106,10
1890,1.0,0.37,0.275,0.1,0.2225,0.093,0.026,0.08,8.456153135097995,8
1892,1.0,0.46,0.375,0.12,0.4605,0.1775,0.11,0.15,9.53162007421567,7
1893,1.0,0.36,0.26,0.09,0.1785,0.0645,0.037,0.075,8.18412171185578,7
1894,1.0,0.515,0.4,0.125,0.615,0.2865,0.123,0.1765,8.550627634507594,8
1895,1.0,0.395,0.28,0.08,0.266,0.0995,0.066,0.09,8.003931970750065,12
1898,1.0,0.445,0.345,0.09,0.3795,0.143,0.074,0.125,8.7901590906478,10
1903,1.0,0.48,0.375,0.12,0.5895,0.2535,0.128,0.172,9.5558497017447,11
1905,1.0,0.415,0.325,0.115,0.3455,0.1405,0.0765,0.11,8.798890530345792,9
1906,1.0,0.435,0.32,0.12,0.3785,0.152,0.0915,0.125,8.912960479247042,11
1908,1.0,0.58,0.44,0.16,0.8295,0.3365,0.2005,0.2485,11.279796577687156,9
1909,1.0,0.425,0.325,0.135,0.382,0.1465,0.079,0.14,10.02377525143883,12
1911,1.0,0.385,0.31,0.1,0.2845,0.1065,0.075,0.1,8.672276815345015,11
1918,1.0,0.485,0.365,0.12,0.5885,0.27,0.131,0.175,8.806444011452138,9
1921,1.0,0.435,0.345,0.12,0.4475,0.221,0.1119999999999999,0.125,7.648684673641972,7
1926,1.0,0.475,0.375,0.15,0.5589999999999999,0.1955,0.1215,0.1945,12.028688638491943,12
1928,1.0,0.465,0.36,0.13,0.5265,0.2105,0.1185,0.165,10.127871238430886,10
1930,1.0,0.55,0.42,0.115,0.6679999999999999,0.2925,0.1369999999999999,0.209,9.03230565241412,11
1931,1.0,0.48,0.36,0.125,0.542,0.2795,0.1025,0.147,7.564848692358477,7
1933,1.0,0.42,0.345,0.105,0.43,0.175,0.096,0.13,9.25184042876541,7
1937,1.0,0.47,0.36,0.13,0.472,0.182,0.114,0.15,9.64785361554365,10
1940,1.0,0.495,0.38,0.12,0.512,0.233,0.1205,0.136,7.8152579439289065,7
1942,1.0,0.585,0.45,0.15,0.8915,0.3975,0.2035,0.253,10.227304188323888,8
1945,1.0,0.51,0.395,0.105,0.5525,0.2339999999999999,0.127,0.165,8.484447184643257,8
1948,1.0,0.495,0.385,0.125,0.585,0.2755,0.1235,0.165,8.413898454235984,8
