,Constant,len,dia,hei,w_wei,s_wei,v_wei,sh_wei,y_pred,y_act
2719,1.0,0.55,0.415,0.175,1.042,0.3295,0.2325,0.2905,12.82036990454174,15
2728,1.0,0.625,0.43,0.175,1.411,0.5720000000000001,0.297,0.395,11.957608442584938,12
2734,1.0,0.775,0.57,0.22,2.032,0.735,0.4755,0.6585,16.283274461238026,17
2748,1.0,0.55,0.41,0.125,0.7605,0.2505,0.1635,0.195,11.595206082792194,14
2749,1.0,0.72,0.575,0.195,2.1505,1.0745,0.382,0.585,11.861416967058899,10
2758,1.0,0.52,0.395,0.18,0.64,0.158,0.11,0.245,13.213762013311472,22
2764,1.0,0.535,0.405,0.175,1.2705,0.5479999999999999,0.3265,0.337,10.553867140113645,13
2791,1.0,0.315,0.23,0.0,0.134,0.0575,0.0285,0.3505,9.247132083254805,6
2845,1.0,0.425,0.325,0.1,0.3979999999999999,0.1185,0.0645,0.0945,9.932905230394473,6
2846,1.0,0.455,0.435,0.11,0.4265,0.195,0.09,0.1205,10.611838078032777,8
2857,1.0,0.435,0.395,0.105,0.3635,0.136,0.098,0.13,10.543839392486126,9
2867,1.0,0.62,0.485,0.205,1.219,0.3875,0.2505,0.385,14.787650000506384,14
2883,1.0,0.67,0.525,0.165,1.6085,0.682,0.3145,0.4005,12.632321044737672,11
2905,1.0,0.655,0.51,0.215,1.7835,0.8885,0.4095,0.4195,10.385797524810858,11
2911,1.0,0.69,0.54,0.195,1.2525,0.73,0.3975,0.462,10.308015256421099,12
2922,1.0,0.725,0.58,0.185,1.523,0.8045,0.3595,0.4375,11.278074905863043,9
2925,1.0,0.655,0.46,0.16,1.494,0.6895,0.331,0.1825,9.233003207412478,9
2936,1.0,0.64,0.575,0.175,1.4585,0.625,0.266,0.4395,13.962918468449871,11
2955,1.0,0.62,0.47,0.225,1.115,0.3779999999999999,0.2145,0.36,14.331820669715894,15
2956,1.0,0.685,0.525,0.175,1.71,0.5415,0.309,0.58,16.706450865262653,16
2958,1.0,0.595,0.495,0.235,1.366,0.5065,0.2189999999999999,0.52,15.453220128612903,13
2974,1.0,0.59,0.455,0.165,1.161,0.38,0.2455,0.28,13.071778513484809,12
2986,1.0,0.695,0.55,0.22,1.5515,0.5660000000000001,0.3835,0.445,14.730509317242516,13
3004,1.0,0.645,0.51,0.18,1.6195,0.7815,0.322,0.4675,11.601233022970899,12
3016,1.0,0.65,0.495,0.18,1.793,0.8005,0.3389999999999999,0.53,12.461796724670187,14
3035,1.0,0.67,0.505,0.175,1.0145,0.4375,0.271,0.3745,12.70939692637626,10
3036,1.0,0.68,0.5,0.185,1.741,0.7665,0.3255,0.4685,12.40801062629837,12
3053,1.0,0.755,0.625,0.21,2.505,1.1965,0.513,0.6785,12.806696015473026,11
3058,1.0,0.7,0.545,0.13,1.556,0.6725,0.374,0.195,10.585377351290235,12
3073,1.0,0.695,0.535,0.175,1.8385,0.8035,0.396,0.503,12.645827939505468,10
3076,1.0,0.62,0.45,0.2,0.858,0.4285,0.1525,0.2405,11.135801645631545,8
3085,1.0,0.485,0.365,0.14,0.4475,0.1895,0.0925,0.2305,10.896754484454762,8
3086,1.0,0.375,0.245,0.1,0.3939999999999999,0.166,0.091,0.1125,8.080210666523254,6
3090,1.0,0.55,0.465,0.15,1.082,0.3575,0.1939999999999999,0.19,12.610392579374622,14
3100,1.0,0.54,0.44,0.135,0.959,0.2385,0.221,0.3,13.82308963296413,17
3104,1.0,0.465,0.405,0.135,0.7775,0.436,0.1715,0.1455,8.571921926305045,10
3108,1.0,0.66,0.505,0.19,1.4385,0.6775,0.285,0.178,10.213081757875344,11
3112,1.0,0.47,0.37,0.12,0.5795,0.293,0.2269999999999999,0.14,8.552920794837117,9
3139,1.0,0.695,0.525,0.205,1.8185,0.8190000000000001,0.4025,0.4525,12.012813849194357,13
3145,1.0,0.55,0.415,0.18,1.1655,0.502,0.301,0.311,10.774126216702163,9
3169,1.0,0.705,0.55,0.21,1.4385,0.655,0.3255,0.462,13.171649888958575,11
3183,1.0,0.735,0.565,0.225,2.037,0.87,0.5145,0.5675,13.400614500673479,13
3192,1.0,0.59,0.445,0.13,1.1325,0.3825,0.2339999999999999,0.32,12.79937894731435,13
3206,1.0,0.725,0.55,0.2,1.51,0.8735,0.4265,0.5085,10.02145279369516,9
3224,1.0,0.77,0.6,0.215,2.1945,1.0515,0.482,0.584,12.355022444478987,10
3228,1.0,0.64,0.525,0.215,1.779,0.4535,0.2855,0.55,18.65075438148137,22
3235,1.0,0.6,0.46,0.155,0.6655,0.285,0.149,0.2689999999999999,12.124301469542141,11
3242,1.0,0.5,0.385,0.13,0.768,0.2625,0.095,0.27,12.121286517468045,13
3249,1.0,0.605,0.495,0.19,1.4369999999999998,0.469,0.2655,0.41,14.938330690565461,15
3258,1.0,0.655,0.545,0.165,1.6225,0.6555,0.299,0.513,14.293330854390131,12
3263,1.0,0.655,0.53,0.19,1.4280000000000002,0.493,0.318,0.565,15.838185109495765,18
3266,1.0,0.68,0.56,0.195,1.664,0.58,0.3855,0.545,15.811797290432775,11
3293,1.0,0.73,0.555,0.18,1.6895,0.6555,0.1965,0.4935,15.423674755385505,10
3332,1.0,0.71,0.575,0.175,1.555,0.6465,0.3705,0.52,14.160361760802257,15
3333,1.0,0.535,0.4,0.15,1.224,0.618,0.275,0.2875,8.929341522622869,10
3343,1.0,0.65,0.52,0.195,1.676,0.693,0.44,0.47,12.791216588480717,15
3344,1.0,0.7,0.6,0.23,2.003,0.8105,0.4045,0.5755,15.325662325271033,10
3349,1.0,0.62,0.495,0.195,1.5145,0.579,0.346,0.5195,14.12640119072223,15
3364,1.0,0.65,0.545,0.23,1.7519999999999998,0.5605,0.2895,0.815,19.248977871462056,16
3379,1.0,0.72,0.6,0.235,2.2385,0.984,0.411,0.621,14.46382579403861,12
3381,1.0,0.72,0.565,0.19,2.081,1.0815,0.4305,0.503,10.287400316392588,11
3385,1.0,0.635,0.495,0.155,1.3635,0.583,0.2985,0.295,11.508774417277618,10
3399,1.0,0.75,0.57,0.21,2.236,1.109,0.5195,0.545,10.779062626579051,11
3401,1.0,0.58,0.455,0.195,1.859,0.945,0.426,0.441,9.1133864318852,9
3427,1.0,0.58,0.46,0.155,1.4395,0.6715,0.273,0.2955,10.317393407362271,10
3446,1.0,0.405,0.31,0.11,0.91,0.416,0.2075,0.0995,7.541565908321809,8
3451,1.0,0.28,0.12,0.075,0.1169999999999999,0.0455,0.0289999999999999,0.0345,6.1293887948634795,4
3456,1.0,0.51,0.37,0.21,1.183,0.508,0.292,0.3429999999999999,10.70820086825181,9
3462,1.0,0.77,0.62,0.195,2.5155,1.1155,0.6415,0.642,12.8134551903002,12
3464,1.0,0.7,0.525,0.175,1.7585,0.8745,0.3615,0.47,10.977795646775643,10
3466,1.0,0.705,0.545,0.17,1.58,0.6435,0.4565,0.265,11.50207813166516,11
3481,1.0,0.71,0.5,0.15,1.3165,0.6835,0.2815,0.28,9.791064886034558,10
3482,1.0,0.475,0.365,0.1,0.1315,0.2025,0.0875,0.123,7.803722745201991,7
3500,1.0,0.72,0.565,0.145,1.187,0.691,0.1945,0.2685,10.23737714830524,8
3505,1.0,0.68,0.57,0.205,1.842,0.625,0.408,0.65,17.02400235845461,20
3506,1.0,0.375,0.28,0.08,0.2165,0.0935,0.0925,0.07,8.121239313171351,7
3509,1.0,0.71,0.56,0.22,2.015,0.9215,0.4539999999999999,0.5660000000000001,12.762056512634802,11
3514,1.0,0.49,0.365,0.13,0.6835,0.165,0.1315,0.205,12.095335770650484,21
3532,1.0,0.67,0.525,0.2,1.7405,0.6205,0.297,0.657,16.570923578400976,11
3540,1.0,0.625,0.505,0.215,1.4455,0.496,0.287,0.435,14.995898358291996,22
3556,1.0,0.715,0.525,0.2,1.89,0.95,0.436,0.4305,10.094865858472408,10
3570,1.0,0.695,0.57,0.2,2.033,0.7509999999999999,0.4255,0.685,16.37563784794348,15
3573,1.0,0.61,0.5,0.18,1.4380000000000002,0.5185,0.3735,0.3345,12.99532357680526,9
3589,1.0,0.705,0.56,0.22,1.981,0.8175,0.3085,0.76,16.394760560276737,14
3599,1.0,0.7,0.555,0.2,1.858,0.73,0.3665,0.595,15.176130221144604,11
3619,1.0,0.67,0.53,0.225,1.5615,0.63,0.487,0.3725,12.457012679266704,11
3620,1.0,0.48,0.375,0.145,0.777,0.216,0.13,0.17,11.898644840140953,9
3624,1.0,0.65,0.485,0.16,1.7395,0.5715,0.2785,0.3075,13.942112649483649,10
3630,1.0,0.595,0.455,0.195,1.3305,0.4595,0.3235,0.345,13.13352120196061,19
3646,1.0,0.655,0.515,0.18,1.412,0.6195,0.2485,0.497,13.522750356504014,11
3647,1.0,0.56,0.455,0.125,0.943,0.344,0.129,0.375,13.41394573229502,21
3650,1.0,0.71,0.555,0.175,2.14,1.2455,0.3725,0.434,7.7988868883365035,11
3653,1.0,0.705,0.535,0.18,1.685,0.693,0.42,0.4045,12.566134731107558,12
3655,1.0,0.735,0.59,0.225,1.756,0.637,0.3405,0.58,16.70216505090655,21
3656,1.0,0.63,0.465,0.15,1.027,0.537,0.188,0.176,9.603460328352678,8
3658,1.0,0.465,0.325,0.14,0.7615,0.362,0.1535,0.209,9.080858651029628,10
3662,1.0,0.61,0.46,0.17,1.278,0.41,0.257,0.37,14.002296165580221,17
3665,1.0,0.455,0.33,0.1,0.372,0.358,0.0775,0.11,6.378452686331644,8
3666,1.0,0.72,0.575,0.23,2.2695,0.8835,0.3985,0.665,16.12561311686763,16
3670,1.0,0.64,0.5,0.175,1.394,0.4935,0.291,0.4,14.049426949313654,10
3681,1.0,0.485,0.365,0.155,1.029,0.4235,0.2285,0.313,10.693865805988436,8
3683,1.0,0.635,0.495,0.015,1.1565,0.5115,0.308,0.2885,10.078240889230305,9
3695,1.0,0.7,0.545,0.215,1.9125,0.8825,0.4385,0.506,12.153251184260352,10
3721,1.0,0.56,0.46,0.235,0.8395,0.3325,0.157,0.305,13.31501951073722,12
3731,1.0,0.69,0.515,0.18,1.8445,0.9815,0.4655,0.341,8.229279547286096,13
3744,1.0,0.72,0.575,0.17,1.9335,0.913,0.389,0.51,12.186022412866912,13
3756,1.0,0.655,0.485,0.195,1.62,0.6275,0.358,0.485,13.556621060543051,17
