,Constant,len,dia,hei,w_wei,s_wei,v_wei,sh_wei,y_pred,y_act
2195,1.0,0.33,0.265,0.09,0.18,0.068,0.036,0.06,7.71982342825669,6
2202,1.0,0.37,0.28,0.09,0.218,0.0995,0.0545,0.0615,6.730216597281389,7
2204,1.0,0.37,0.28,0.09,0.233,0.0905,0.0545,0.07,7.638220986057748,11
2206,1.0,0.4,0.295,0.095,0.252,0.1105,0.0575,0.066,7.027795150679591,6
2208,1.0,0.28,0.21,0.085,0.1065,0.039,0.0295,0.03,6.127379716398847,4
2230,1.0,0.36,0.27,0.085,0.2185,0.1065,0.038,0.062,6.5326739199185555,6
2231,1.0,0.39,0.29,0.09,0.2625,0.1169999999999999,0.054,0.077,7.296037802623302,7
2232,1.0,0.305,0.23,0.075,0.1455,0.0595,0.0305,0.05,6.601498501378302,6
2233,1.0,0.2,0.15,0.04,0.046,0.021,0.0069999999999999,0.0065,4.053196092907207,4
2248,1.0,0.315,0.245,0.085,0.1435,0.053,0.0475,0.05,6.947422131094646,8
2256,1.0,0.28,0.21,0.055,0.106,0.0415,0.0265,0.031,5.51509817233297,5
2263,1.0,0.38,0.3,0.1,0.286,0.1305,0.0559999999999999,0.09,7.9616256895879784,7
2265,1.0,0.275,0.2,0.08,0.099,0.037,0.024,0.03,5.978306404269576,5
2270,1.0,0.375,0.29,0.085,0.2385,0.118,0.045,0.0695,6.752814058340698,7
2271,1.0,0.16,0.12,0.035,0.021,0.0075,0.0045,0.005,3.9127568617668333,5
2272,1.0,0.37,0.28,0.085,0.217,0.1095,0.035,0.062,6.540416760268333,6
2284,1.0,0.35,0.255,0.08,0.1915,0.08,0.0385,0.063,7.028529517500959,9
2315,1.0,0.35,0.27,0.09,0.2055,0.075,0.0575,0.062,7.4825294068439145,6
2319,1.0,0.425,0.315,0.08,0.303,0.131,0.0585,0.095,7.935150307473237,7
2320,1.0,0.335,0.26,0.09,0.1965,0.0875,0.0409999999999999,0.0559999999999999,6.792900470664286,7
2321,1.0,0.215,0.155,0.06,0.0525,0.021,0.0165,0.015,4.7501468359666195,5
2322,1.0,0.355,0.26,0.09,0.1985,0.0715,0.0495,0.0579999999999999,7.31814413317736,7
2325,1.0,0.375,0.28,0.08,0.2235,0.115,0.043,0.055,5.852138393228251,6
2331,1.0,0.32,0.255,0.1,0.1755,0.073,0.0415,0.065,7.693259012009599,7
2332,1.0,0.235,0.175,0.065,0.0615,0.0205,0.02,0.019,5.296437864698222,6
2333,1.0,0.175,0.125,0.04,0.0279999999999999,0.0095,0.008,0.009,4.137279883432863,4
2337,1.0,0.265,0.195,0.055,0.084,0.0365,0.0175,0.025,5.179180194244337,7
2338,1.0,0.36,0.275,0.11,0.2335,0.095,0.0525,0.085,8.509736914127272,10
2350,1.0,0.285,0.215,0.07,0.1075,0.051,0.0225,0.027,5.390206105226729,6
2356,1.0,0.295,0.22,0.07,0.126,0.0515,0.0275,0.035,5.887816280520746,6
2357,1.0,0.31,0.225,0.08,0.1345,0.054,0.024,0.05,6.790163031115789,7
2368,1.0,0.365,0.27,0.09,0.2155,0.1005,0.049,0.0655,6.79275712927809,6
2373,1.0,0.41,0.3,0.09,0.304,0.129,0.071,0.0955,7.904708978198394,8
2396,1.0,0.375,0.28,0.085,0.2145,0.0855,0.0485,0.072,7.669117257778203,7
2399,1.0,0.345,0.255,0.095,0.183,0.075,0.0385,0.06,7.31800356171159,6
2403,1.0,0.415,0.325,0.1,0.313,0.139,0.0625,0.0965,8.330599001030256,7
2411,1.0,0.31,0.225,0.05,0.1445,0.0675,0.0385,0.045,5.337270923411894,6
2412,1.0,0.265,0.2,0.065,0.0975,0.04,0.0205,0.0279999999999999,5.557769707426336,7
2416,1.0,0.365,0.275,0.085,0.223,0.098,0.0375,0.075,7.543934602603748,7
2419,1.0,0.35,0.265,0.09,0.1855,0.0745,0.0415,0.06,7.346578214416426,7
2420,1.0,0.295,0.225,0.09,0.1385,0.048,0.046,0.05,7.009484888982762,9
2429,1.0,0.38,0.285,0.1,0.2665,0.115,0.061,0.075,7.403133063209262,11
2433,1.0,0.17,0.105,0.035,0.034,0.012,0.0085,0.005,3.560373782635009,4
2440,1.0,0.3,0.23,0.075,0.127,0.052,0.03,0.0345,6.042748321883502,6
2443,1.0,0.405,0.305,0.085,0.2605,0.1145,0.0595,0.085,7.6813109033983675,8
2462,1.0,0.37,0.28,0.105,0.2239999999999999,0.0815,0.0575,0.075,8.355486167655952,8
2463,1.0,0.405,0.3,0.09,0.2885,0.138,0.0635,0.0765,6.679024112213517,6
2470,1.0,0.375,0.26,0.08,0.2075,0.09,0.0415,0.07,7.031879330929832,6
2480,1.0,0.275,0.2,0.065,0.1165,0.0565,0.013,0.035,5.496603937061104,7
2487,1.0,0.375,0.275,0.1,0.2325,0.1165,0.042,0.065,6.669559500211385,6
2490,1.0,0.36,0.27,0.09,0.2189999999999999,0.0969999999999999,0.0405,0.065,7.108854181133767,6
2492,1.0,0.27,0.195,0.065,0.1065,0.0475,0.0225,0.0285,5.259956581278929,5
2493,1.0,0.36,0.27,0.09,0.2319999999999999,0.12,0.0435,0.0559999999999999,5.912645927748806,8
2510,1.0,0.355,0.265,0.085,0.2435,0.122,0.0525,0.06,5.856181924166429,6
2511,1.0,0.365,0.275,0.09,0.2345,0.108,0.051,0.0625,6.63725888766347,7
2518,1.0,0.385,0.29,0.08,0.2485,0.122,0.0495,0.065,6.304809670543398,7
2524,1.0,0.32,0.235,0.08,0.1485,0.064,0.031,0.045,6.336942411261798,6
2541,1.0,0.275,0.2,0.07,0.096,0.037,0.0225,0.03,5.766545489888404,6
2544,1.0,0.27,0.19,0.06,0.099,0.0445,0.017,0.03,5.26532283899392,5
2551,1.0,0.325,0.24,0.07,0.152,0.0565,0.0305,0.054,6.925759383288469,8
2560,1.0,0.4,0.31,0.1,0.2875,0.1145,0.0635,0.095,8.772410842062822,10
2571,1.0,0.315,0.235,0.055,0.151,0.065,0.027,0.039,5.658924553370394,6
2572,1.0,0.315,0.21,0.06,0.125,0.06,0.0375,0.035,4.940260266609778,5
2573,1.0,0.24,0.175,0.065,0.0665,0.031,0.0135,0.017,4.927185344499745,3
2578,1.0,0.28,0.21,0.085,0.1075,0.0415,0.024,0.034,6.296001942489676,5
2581,1.0,0.365,0.295,0.095,0.25,0.1075,0.0545,0.08,7.937298291232729,9
2585,1.0,0.28,0.205,0.07,0.1015,0.0409999999999999,0.03,0.03,5.60745319669489,6
2606,1.0,0.405,0.305,0.1,0.271,0.0965,0.061,0.091,9.062289566411375,7
2625,1.0,0.325,0.24,0.075,0.152,0.065,0.0305,0.045,6.2978824332983905,6
2633,1.0,0.295,0.21,0.08,0.1,0.038,0.026,0.031,6.0149673266884776,8
2648,1.0,0.32,0.245,0.08,0.1585,0.0635,0.0325,0.05,6.817516429154934,13
2650,1.0,0.39,0.3,0.09,0.3055,0.143,0.0645,0.085,7.106216173416778,9
2654,1.0,0.36,0.275,0.085,0.1975,0.0745,0.0415,0.07,7.9226674120506395,9
2659,1.0,0.27,0.195,0.07,0.102,0.045,0.0135,0.034,5.779635713936515,8
2662,1.0,0.375,0.285,0.09,0.2545,0.119,0.0595,0.0675,6.623296935119452,6
2671,1.0,0.335,0.22,0.07,0.17,0.076,0.0365,0.05,5.75690950615774,6
2675,1.0,0.21,0.15,0.05,0.042,0.0175,0.0125,0.015,4.576025627963786,4
2677,1.0,0.365,0.26,0.115,0.218,0.0935,0.0445,0.07,7.714966762980117,9
2678,1.0,0.335,0.25,0.095,0.185,0.0795,0.0495,0.055,6.751420520762898,8
2695,1.0,0.295,0.225,0.09,0.1105,0.0405,0.0245,0.032,6.527987484417685,7
2696,1.0,0.365,0.27,0.085,0.196,0.0825,0.0375,0.06,7.11871422204533,7
2697,1.0,0.365,0.27,0.085,0.1875,0.081,0.042,0.0579999999999999,6.92017197551233,6
2710,1.0,0.375,0.29,0.1,0.2189999999999999,0.0925,0.038,0.075,8.179143065206787,6
2722,1.0,0.225,0.17,0.07,0.0565,0.024,0.013,0.016,5.147510811037199,4
2745,1.0,0.32,0.255,0.085,0.1745,0.072,0.033,0.057,7.211007450477541,8
2752,1.0,0.335,0.235,0.085,0.1545,0.066,0.0345,0.045,6.303831462839297,6
2762,1.0,0.3,0.24,0.09,0.161,0.0725,0.039,0.05,6.606746782000025,6
2769,1.0,0.305,0.245,0.075,0.156,0.0675,0.038,0.045,6.299258432509382,7
2771,1.0,0.375,0.275,0.085,0.22,0.109,0.05,0.0605,6.203778836442017,7
2774,1.0,0.175,0.125,0.04,0.024,0.0095,0.006,0.005,3.947689448525726,4
2797,1.0,0.33,0.255,0.08,0.205,0.0895,0.0395,0.055,6.547923493105532,7
2805,1.0,0.34,0.245,0.085,0.2015,0.1005,0.038,0.053,5.906336858426665,6
2818,1.0,0.18,0.125,0.05,0.023,0.0085,0.0055,0.01,4.37275761245751,3
2820,1.0,0.31,0.23,0.07,0.1245,0.0505,0.0265,0.038,6.130096087301489,6
2829,1.0,0.235,0.17,0.065,0.0625,0.023,0.0139999999999999,0.022,5.356146724215453,6
2832,1.0,0.365,0.27,0.085,0.205,0.078,0.0485,0.07,7.6682854192487175,7
2838,1.0,0.385,0.315,0.11,0.286,0.1225,0.0635,0.0835,8.283001873346407,10
2848,1.0,0.295,0.215,0.075,0.129,0.05,0.0295,0.04,6.19383072409438,7
2858,1.0,0.185,0.135,0.045,0.032,0.011,0.0065,0.01,4.391011215812387,4
2862,1.0,0.37,0.275,0.08,0.2325,0.093,0.0559999999999999,0.072,7.322662395190844,6
2863,1.0,0.275,0.2,0.055,0.0925,0.038,0.021,0.026,5.237629881934874,4
2877,1.0,0.345,0.255,0.085,0.2005,0.105,0.037,0.05,5.724091977916861,5
2880,1.0,0.375,0.275,0.095,0.2465,0.11,0.0415,0.0775,7.545554382928813,6
2888,1.0,0.325,0.25,0.08,0.1735,0.0765,0.0345,0.049,6.455225226321857,7
2889,1.0,0.305,0.225,0.09,0.1465,0.063,0.034,0.0415,6.278338803833535,6
2932,1.0,0.38,0.29,0.105,0.257,0.099,0.051,0.085,8.685239623078823,10
2943,1.0,0.075,0.055,0.01,0.002,0.001,0.0005,0.0015,2.803002478652628,1
2951,1.0,0.335,0.26,0.085,0.192,0.0969999999999999,0.03,0.054,6.342122521859721,6
2952,1.0,0.365,0.285,0.085,0.2205,0.0855,0.0515,0.07,7.731013758163478,9
2970,1.0,0.315,0.24,0.085,0.1715,0.071,0.0345,0.0535,6.843840214677473,7
2971,1.0,0.345,0.265,0.09,0.163,0.0615,0.037,0.0485,7.193029692953189,10
2975,1.0,0.36,0.265,0.095,0.2315,0.105,0.046,0.075,7.310551759848269,7
2977,1.0,0.35,0.26,0.09,0.195,0.0745,0.0409999999999999,0.0655,7.632340857857876,9
2978,1.0,0.39,0.29,0.1,0.2225,0.095,0.0465,0.073,7.833388833181651,7
2997,1.0,0.305,0.225,0.07,0.1485,0.0585,0.0335,0.045,6.244131465064038,7
2998,1.0,0.33,0.245,0.065,0.1445,0.0579999999999999,0.032,0.0505,6.551765986517117,6
3001,1.0,0.37,0.28,0.095,0.2655,0.122,0.052,0.08,7.338646346660002,7
3006,1.0,0.42,0.325,0.115,0.314,0.1295,0.0635,0.1,9.13216378448192,8
3012,1.0,0.35,0.28,0.075,0.196,0.0819999999999999,0.04,0.064,7.292087786897658,8
3023,1.0,0.385,0.3,0.1,0.2725,0.1115,0.057,0.08,8.090032552637327,6
3034,1.0,0.4,0.315,0.085,0.2675,0.1159999999999999,0.0585,0.0765,7.527727148880682,6
3044,1.0,0.385,0.295,0.085,0.2535,0.103,0.0575,0.085,8.035310591690576,7
3045,1.0,0.34,0.26,0.085,0.1885,0.0815,0.0335,0.06,7.100545689205316,6
3052,1.0,0.355,0.27,0.1,0.2255,0.11,0.042,0.064,6.823127317327604,7
3054,1.0,0.37,0.29,0.09,0.2445,0.089,0.0655,0.075,8.030590967338744,7
3057,1.0,0.155,0.11,0.04,0.0155,0.0065,0.003,0.005,3.884671432798441,3
3059,1.0,0.25,0.185,0.065,0.071,0.027,0.0185,0.0225,5.401168061435869,5
3062,1.0,0.35,0.275,0.065,0.205,0.0745,0.0465,0.07,7.587344701820949,10
3069,1.0,0.23,0.17,0.05,0.057,0.026,0.013,0.016,4.652901483292558,5
3089,1.0,0.42,0.31,0.1,0.2865,0.115,0.0735,0.085,8.06161194259971,8
3097,1.0,0.415,0.31,0.09,0.2815,0.1245,0.0615,0.085,7.630590162778812,6
3110,1.0,0.345,0.25,0.09,0.203,0.078,0.059,0.055,6.737190492175569,6
3116,1.0,0.35,0.25,0.075,0.1695,0.0835,0.0355,0.0409999999999999,5.549310006881522,6
3118,1.0,0.27,0.205,0.05,0.084,0.03,0.0185,0.0289999999999999,5.620381172978174,6
3120,1.0,0.335,0.25,0.09,0.181,0.0755,0.0415,0.06,7.1019544994907315,7
3121,1.0,0.28,0.2,0.08,0.0915,0.033,0.0215,0.03,6.062206070892713,5
3122,1.0,0.37,0.28,0.1,0.252,0.1065,0.0595,0.074,7.521332406412874,8
3124,1.0,0.335,0.26,0.075,0.22,0.0855,0.04,0.085,8.122089384817697,6
3148,1.0,0.385,0.29,0.09,0.2319999999999999,0.0855,0.0495,0.08,8.409169913684622,7
3164,1.0,0.3,0.23,0.075,0.15,0.0605,0.042,0.045,6.247767471712389,5
3172,1.0,0.295,0.22,0.065,0.1295,0.052,0.0279999999999999,0.035,5.803415153027605,6
3177,1.0,0.37,0.27,0.09,0.1855,0.07,0.0425,0.065,7.704975944598648,7
3191,1.0,0.415,0.32,0.115,0.3045,0.1215,0.0735,0.094,8.875297587207822,7
3204,1.0,0.2,0.155,0.04,0.0435,0.0155,0.009,0.0069999999999999,4.3074512448361135,4
3208,1.0,0.35,0.25,0.07,0.18,0.0655,0.048,0.054,6.664468867388185,6
3214,1.0,0.395,0.3,0.12,0.2995,0.1265,0.068,0.0895,8.405143655279394,8
3217,1.0,0.18,0.13,0.045,0.0275,0.0125,0.01,0.009,4.129332885659642,3
3221,1.0,0.42,0.31,0.1,0.2805,0.1125,0.0615,0.0925,8.596010256713422,8
3222,1.0,0.37,0.275,0.08,0.2269999999999999,0.093,0.0625,0.07,7.069656322117423,8
3232,1.0,0.36,0.26,0.08,0.1795,0.074,0.0315,0.06,7.128339790726849,5
3239,1.0,0.395,0.295,0.1,0.293,0.14,0.062,0.0819999999999999,7.08516129479294,7
3241,1.0,0.335,0.25,0.08,0.1695,0.0695,0.044,0.0495,6.514560284265694,6
3243,1.0,0.285,0.22,0.065,0.096,0.0405,0.0205,0.03,5.805208060895243,5
3250,1.0,0.3,0.22,0.08,0.121,0.0475,0.042,0.035,5.938367764469086,5
3251,1.0,0.275,0.2,0.065,0.1035,0.0475,0.0205,0.03,5.368704184954606,7
3253,1.0,0.215,0.165,0.055,0.059,0.0265,0.0125,0.0185,4.868976628214998,5
3256,1.0,0.285,0.21,0.055,0.1009999999999999,0.0415,0.017,0.0335,5.684468441905176,5
3269,1.0,0.34,0.26,0.09,0.179,0.076,0.0525,0.055,6.796844000152269,6
3271,1.0,0.255,0.19,0.07,0.0815,0.0279999999999999,0.016,0.031,6.041555445066375,5
3278,1.0,0.39,0.285,0.1,0.281,0.1275,0.062,0.077,7.101672764798937,7
3279,1.0,0.165,0.11,0.02,0.019,0.0065,0.0025,0.005,3.490647484741427,4
3302,1.0,0.325,0.24,0.075,0.155,0.0475,0.0355,0.06,7.602601283845597,9
3307,1.0,0.4,0.31,0.1,0.306,0.13,0.06,0.094,8.387381078982196,6
3311,1.0,0.135,0.13,0.04,0.0289999999999999,0.0125,0.0065,0.008,4.272882205901133,4
3315,1.0,0.245,0.19,0.06,0.086,0.042,0.0139999999999999,0.025,5.157552790664385,4
3342,1.0,0.175,0.13,0.055,0.0315,0.0105,0.0065,0.0125,4.684532566820795,5
3359,1.0,0.37,0.27,0.095,0.2175,0.0969999999999999,0.046,0.065,7.057566729839748,6
3361,1.0,0.24,0.175,0.055,0.0705,0.025,0.0139999999999999,0.021,5.181861046786015,5
3386,1.0,0.37,0.29,0.1,0.25,0.1025,0.0505,0.085,8.415864264579705,10
3392,1.0,0.35,0.26,0.09,0.1765,0.072,0.0355,0.0575,7.248794775977485,7
3396,1.0,0.31,0.235,0.075,0.1515,0.0559999999999999,0.0315,0.05,6.849190847586121,7
3397,1.0,0.37,0.28,0.095,0.2225,0.0805,0.051,0.075,8.279130285421981,7
3398,1.0,0.365,0.265,0.085,0.213,0.0945,0.049,0.06,6.59362435840948,7
3402,1.0,0.36,0.265,0.085,0.1895,0.0725,0.0515,0.055,6.9597105177003655,6
3404,1.0,0.235,0.175,0.04,0.0705,0.0335,0.015,0.02,4.509050476290433,5
3408,1.0,0.275,0.215,0.075,0.1155,0.0485,0.0289999999999999,0.035,5.977644166472645,7
3416,1.0,0.345,0.26,0.09,0.207,0.0775,0.0435,0.0765,8.115671165563498,10
3421,1.0,0.33,0.25,0.095,0.2085,0.102,0.0395,0.052,6.184800729839786,7
3433,1.0,0.315,0.24,0.07,0.1369999999999999,0.0545,0.0315,0.04,6.2542339307297015,8
3437,1.0,0.37,0.29,0.08,0.2545,0.108,0.0565,0.07,7.116598235721559,6
3442,1.0,0.165,0.12,0.03,0.0215,0.0069999999999999,0.005,0.005,3.8082235808169225,3
3458,1.0,0.24,0.185,0.07,0.0715,0.026,0.018,0.025,5.709051535339059,6
3468,1.0,0.265,0.21,0.06,0.0965,0.0425,0.022,0.03,5.556362260025161,5
3473,1.0,0.34,0.26,0.08,0.2,0.08,0.0555,0.055,6.647216133615336,6
3474,1.0,0.3,0.225,0.075,0.1345,0.057,0.0279999999999999,0.044,6.298819859100685,5
3476,1.0,0.35,0.265,0.095,0.1989999999999999,0.073,0.049,0.06,7.554347387430908,5
3478,1.0,0.175,0.125,0.05,0.0235,0.008,0.0035,0.008,4.367530625963186,5
3479,1.0,0.335,0.25,0.075,0.1825,0.0705,0.044,0.055,6.769563825938576,7
3480,1.0,0.355,0.265,0.09,0.168,0.05,0.0409999999999999,0.063,8.22819100643605,8
3483,1.0,0.335,0.25,0.08,0.183,0.0735,0.04,0.0575,6.923728251747952,6
3493,1.0,0.3,0.23,0.085,0.1169999999999999,0.05,0.0175,0.0415,6.693141617148027,6
3495,1.0,0.335,0.245,0.09,0.2015,0.096,0.0405,0.048,5.956242293490582,7
3503,1.0,0.3,0.215,0.05,0.1185,0.048,0.0225,0.042,5.820379555501845,4
3512,1.0,0.28,0.215,0.07,0.124,0.063,0.0215,0.03,5.278051862066746,6
3526,1.0,0.18,0.135,0.08,0.033,0.0145,0.0069999999999999,0.01,4.973434193312276,5
3531,1.0,0.28,0.22,0.08,0.1315,0.066,0.024,0.03,5.482586113264661,5
3546,1.0,0.205,0.155,0.045,0.0425,0.017,0.0055,0.0155,4.729745196920333,7
3549,1.0,0.305,0.22,0.07,0.141,0.062,0.031,0.037,5.634006041770281,5
3550,1.0,0.33,0.235,0.09,0.163,0.0615,0.034,0.055,7.147601565489764,10
3553,1.0,0.395,0.295,0.095,0.2725,0.115,0.0625,0.085,7.859423538414142,8
3555,1.0,0.21,0.15,0.05,0.0385,0.0155,0.0085,0.01,4.460530330756688,3
3564,1.0,0.255,0.185,0.06,0.088,0.0365,0.021,0.023,5.0872419353243155,5
3579,1.0,0.34,0.25,0.09,0.179,0.0775,0.033,0.055,6.890119800187706,6
3584,1.0,0.35,0.26,0.075,0.18,0.09,0.0245,0.055,6.334850515640692,5
3603,1.0,0.2,0.145,0.05,0.036,0.0125,0.008,0.011,4.574756411649669,4
3606,1.0,0.25,0.175,0.06,0.0635,0.0275,0.008,0.02,5.097946241123535,4
3626,1.0,0.315,0.235,0.075,0.1285,0.051,0.0279999999999999,0.0405,6.392101058295348,4
3642,1.0,0.16,0.12,0.02,0.018,0.0075,0.0045,0.005,3.578653670879003,4
3644,1.0,0.345,0.255,0.09,0.2005,0.094,0.0295,0.063,6.938008550922686,9
3687,1.0,0.285,0.21,0.07,0.109,0.044,0.0265,0.033,5.8112250589314005,5
3688,1.0,0.425,0.31,0.09,0.301,0.1385,0.065,0.08,6.9906143541692245,7
3693,1.0,0.34,0.25,0.075,0.1785,0.0665,0.0455,0.045,6.404820826176292,5
3694,1.0,0.36,0.265,0.075,0.1785,0.0785,0.035,0.054,6.5986851759132,6
3698,1.0,0.39,0.295,0.1,0.2789999999999999,0.1155,0.059,0.08,7.880568550308298,7
3699,1.0,0.255,0.19,0.05,0.083,0.0295,0.0215,0.027,5.346236301184508,6
3705,1.0,0.195,0.135,0.04,0.0325,0.0135,0.005,0.0095,4.151936002578354,4
3707,1.0,0.355,0.255,0.08,0.187,0.078,0.0505,0.0579999999999999,6.630413561202992,7
3724,1.0,0.245,0.18,0.065,0.071,0.03,0.013,0.0215,5.272896510327405,4
3729,1.0,0.225,0.165,0.055,0.059,0.027,0.0125,0.015,4.651173147632549,4
3730,1.0,0.255,0.19,0.06,0.086,0.04,0.0185,0.025,5.120837124377382,5
