Constant,log_P(atm),log_Fuel(%),log_Oxidizer(%),T0/S_H__T,T0/T,training_adj_r2
-6.68,-0.55,0.77,-1.32,-2.66,22.01,0.94
-6.84,-0.58,0.84,-1.43,-6.48,22.83,0.93
-6.66,-0.55,0.78,-1.35,-2.72,22.05,0.94
-6.67,-0.56,0.83,-1.39,-7.2,22.54,0.93
-6.67,-0.55,0.79,-1.36,-2.73,22.1,0.94
-6.64,-0.57,0.81,-1.37,-7.42,22.48,0.93
-6.64,-0.54,0.79,-1.35,-2.8,22.05,0.94
-6.78,-0.55,0.76,-1.32,-2.64,22.12,0.94
-6.67,-0.55,0.84,-1.37,-8.5,22.66,0.95
-6.69,-0.55,0.79,-1.35,-2.73,22.11,0.94
-6.66,-0.55,0.79,-1.35,-2.79,22.09,0.94
-6.73,-0.55,0.78,-1.35,-2.65,22.14,0.94
-6.82,-0.55,0.76,-1.32,-2.53,22.17,0.94
-6.77,-0.56,0.79,-1.36,-2.77,22.26,0.94
-6.75,-0.55,0.78,-1.35,-2.64,22.15,0.94
-6.81,-0.59,0.87,-1.46,-7.13,22.96,0.93
-6.8,-0.55,0.77,-1.34,-2.55,22.18,0.94
-6.67,-0.57,0.85,-1.43,-7.47,22.69,0.93
-6.7,-0.56,0.87,-1.43,-8.08,22.84,0.94
-6.76,-0.55,0.82,-1.37,-7.55,22.67,0.94
-6.65,-0.54,0.78,-1.35,-2.65,22.02,0.94
-6.74,-0.57,0.86,-1.47,-7.16,22.85,0.93
-6.7,-0.55,0.79,-1.35,-2.87,22.16,0.94
-6.63,-0.55,0.78,-1.36,-2.69,22.03,0.94
-6.74,-0.55,0.79,-1.35,-2.71,22.17,0.94
-6.64,-0.55,0.83,-1.39,-7.06,22.5,0.93
-6.68,-0.54,0.79,-1.33,-2.85,22.08,0.94
-6.7,-0.56,0.82,-1.39,-7.55,22.63,0.93
-6.77,-0.55,0.78,-1.34,-2.58,22.15,0.94
-6.67,-0.57,0.87,-1.47,-7.5,22.78,0.93
-6.68,-0.55,0.79,-1.36,-2.75,22.13,0.94
-6.69,-0.55,0.79,-1.35,-2.76,22.1,0.94
-6.71,-0.55,0.78,-1.35,-2.66,22.13,0.94
-6.78,-0.55,0.79,-1.35,-2.76,22.26,0.94
-6.71,-0.55,0.79,-1.34,-2.84,22.14,0.94
-6.84,-0.55,0.79,-1.35,-2.66,22.3,0.94
-6.77,-0.55,0.79,-1.36,-2.66,22.25,0.94
-6.67,-0.55,0.79,-1.36,-2.73,22.09,0.94
-6.7,-0.55,0.78,-1.34,-2.7,22.09,0.94
-6.62,-0.56,0.83,-1.4,-7.41,22.52,0.93
-6.73,-0.55,0.81,-1.37,-3.01,22.27,0.94
-6.84,-0.55,0.81,-1.36,-2.98,22.4,0.95
-6.71,-0.58,0.82,-1.4,-7.17,22.62,0.93
-6.75,-0.55,0.76,-1.31,-2.6,22.06,0.94
-6.74,-0.56,0.84,-1.39,-6.9,22.68,0.94
-6.7,-0.57,0.81,-1.37,-7.04,22.55,0.93
-6.67,-0.55,0.8,-1.37,-2.65,22.1,0.94
-6.74,-0.58,0.82,-1.39,-7.04,22.65,0.93
-6.75,-0.54,0.78,-1.35,-2.65,22.16,0.94
-6.69,-0.57,0.83,-1.41,-7.4,22.65,0.93
-6.76,-0.57,0.82,-1.39,-7.19,22.69,0.94
-6.75,-0.55,0.78,-1.34,-2.76,22.15,0.94
-6.74,-0.58,0.84,-1.43,-7.05,22.73,0.93
-6.7,-0.54,0.79,-1.35,-2.66,22.11,0.94
-6.67,-0.55,0.78,-1.35,-2.73,22.08,0.94
-6.7,-0.56,0.82,-1.39,-7.27,22.6,0.93
-6.7,-0.55,0.78,-1.34,-2.81,22.09,0.94
-6.7,-0.55,0.83,-1.38,-7.99,22.67,0.94
-6.73,-0.56,0.83,-1.39,-3.1,22.35,0.94
-6.73,-0.54,0.79,-1.36,-2.76,22.19,0.94
-6.82,-0.55,0.79,-1.36,-2.71,22.3,0.94
-6.7,-0.55,0.78,-1.34,-2.75,22.09,0.94
-6.73,-0.54,0.78,-1.33,-2.67,22.09,0.95
-6.82,-0.56,0.8,-1.38,-2.62,22.37,0.94
-6.63,-0.56,0.82,-1.38,-7.26,22.49,0.93
-6.88,-0.56,0.86,-1.41,-7.75,23.02,0.95
-6.71,-0.56,0.83,-1.39,-7.09,22.63,0.93
-6.67,-0.54,0.79,-1.37,-2.51,22.07,0.94
-6.63,-0.56,0.8,-1.36,-7.48,22.45,0.94
-6.75,-0.55,0.8,-1.36,-2.91,22.26,0.94
-6.65,-0.55,0.84,-1.39,-8.47,22.67,0.94
-6.68,-0.57,0.83,-1.4,-6.91,22.56,0.93
-6.71,-0.56,0.81,-1.37,-2.82,22.23,0.94
-6.73,-0.56,0.8,-1.37,-2.89,22.25,0.94
-6.57,-0.57,0.85,-1.43,-8.2,22.62,0.93
-6.75,-0.56,0.81,-1.38,-6.8,22.59,0.93
-6.74,-0.55,0.77,-1.33,-2.64,22.08,0.94
-6.69,-0.55,0.78,-1.34,-2.73,22.08,0.94
-6.72,-0.55,0.77,-1.33,-2.65,22.08,0.94
-6.7,-0.55,0.79,-1.36,-2.72,22.15,0.94
-6.69,-0.55,0.78,-1.34,-2.7,22.08,0.94
-6.7,-0.56,0.81,-1.39,-2.82,22.26,0.94
-6.71,-0.55,0.79,-1.35,-2.7,22.12,0.94
-6.67,-0.55,0.83,-1.38,-7.97,22.61,0.94
-6.77,-0.55,0.78,-1.35,-2.73,22.21,0.94
-6.74,-0.56,0.81,-1.37,-2.8,22.27,0.94
-6.83,-0.56,0.85,-1.4,-7.68,22.91,0.95
-6.75,-0.58,0.85,-1.43,-7.49,22.84,0.94
-6.72,-0.55,0.79,-1.36,-2.78,22.19,0.94
-6.64,-0.55,0.84,-1.39,-7.8,22.6,0.94
-6.66,-0.55,0.78,-1.34,-2.72,22.05,0.94
-6.74,-0.55,0.82,-1.38,-2.98,22.34,0.94
-6.79,-0.57,0.84,-1.41,-7.07,22.8,0.94
-6.68,-0.55,0.79,-1.35,-2.76,22.1,0.94
-6.65,-0.55,0.78,-1.35,-2.71,22.04,0.94
-6.84,-0.55,0.75,-1.32,-2.64,22.17,0.94
-6.77,-0.57,0.8,-1.37,-7.07,22.61,0.93
-6.63,-0.54,0.79,-1.35,-2.74,22.01,0.94
-6.63,-0.55,0.78,-1.35,-2.65,21.99,0.94
-6.69,-0.55,0.79,-1.35,-2.83,22.13,0.94
-6.7,-0.55,0.79,-1.35,-2.72,22.12,0.94
-6.56,-0.56,0.81,-1.38,-7.62,22.41,0.93
-6.72,-0.55,0.77,-1.34,-2.57,22.09,0.94
-6.64,-0.55,0.84,-1.38,-7.66,22.56,0.94
-6.79,-0.55,0.79,-1.34,-2.96,22.26,0.95
-6.77,-0.55,0.79,-1.36,-2.72,22.23,0.94
-6.74,-0.55,0.77,-1.34,-2.61,22.12,0.94
-6.79,-0.55,0.78,-1.34,-2.68,22.21,0.94
-6.66,-0.55,0.78,-1.35,-2.7,22.03,0.94
-6.69,-0.55,0.78,-1.34,-2.72,22.07,0.94
-6.77,-0.55,0.85,-1.39,-7.8,22.81,0.94
-6.69,-0.56,0.82,-1.38,-7.39,22.58,0.93
-6.7,-0.55,0.8,-1.37,-2.82,22.19,0.94
-6.77,-0.55,0.77,-1.33,-2.75,22.16,0.94
-6.78,-0.55,0.78,-1.35,-2.58,22.2,0.94
-6.54,-0.56,0.81,-1.38,-7.16,22.35,0.93
-6.71,-0.55,0.77,-1.33,-2.65,22.06,0.94
-6.71,-0.56,0.78,-1.35,-2.76,22.14,0.94
-6.76,-0.56,0.79,-1.36,-2.64,22.22,0.94
-6.81,-0.56,0.78,-1.35,-2.72,22.28,0.94
-6.68,-0.55,0.77,-1.34,-2.68,22.05,0.94
-6.7,-0.56,0.81,-1.38,-7.02,22.55,0.93
-6.72,-0.55,0.79,-1.35,-2.59,22.13,0.94
-6.74,-0.55,0.85,-1.4,-7.74,22.78,0.94
-6.62,-0.55,0.78,-1.35,-2.75,22.01,0.94
-6.8,-0.55,0.78,-1.35,-2.66,22.23,0.94
-6.72,-0.54,0.81,-1.34,-7.67,22.54,0.95
-6.7,-0.55,0.81,-1.36,-2.97,22.2,0.94
-6.72,-0.56,0.78,-1.34,-2.73,22.14,0.94
-6.83,-0.55,0.83,-1.38,-7.66,22.82,0.94
-6.86,-0.58,0.8,-1.39,-6.83,22.76,0.93
-6.69,-0.55,0.79,-1.35,-2.71,22.1,0.94
-6.74,-0.56,0.8,-1.36,-2.73,22.23,0.94
-6.73,-0.55,0.77,-1.34,-2.44,22.09,0.94
-6.68,-0.55,0.79,-1.35,-2.72,22.09,0.94
-6.69,-0.55,0.79,-1.35,-2.69,22.1,0.94
-6.65,-0.54,0.77,-1.32,-2.64,21.94,0.94
-6.72,-0.55,0.79,-1.35,-2.78,22.16,0.94
-6.67,-0.55,0.79,-1.36,-2.65,22.1,0.94
-6.71,-0.6,0.82,-1.43,-6.94,22.65,0.92
-6.61,-0.59,0.84,-1.44,-7.65,22.63,0.92
-6.71,-0.55,0.79,-1.35,-2.72,22.14,0.94
-6.63,-0.54,0.79,-1.36,-2.78,22.04,0.94
-6.87,-0.59,0.86,-1.43,-7.12,22.99,0.93
-6.71,-0.58,0.83,-1.42,-6.96,22.65,0.92
-6.74,-0.56,0.79,-1.35,-6.86,22.5,0.93
-6.71,-0.56,0.83,-1.39,-6.91,22.61,0.94
-6.63,-0.56,0.81,-1.37,-7.56,22.48,0.93
-6.66,-0.57,0.82,-1.38,-7.57,22.56,0.93
-6.6,-0.56,0.79,-1.34,-6.93,22.28,0.94
-6.66,-0.54,0.79,-1.35,-2.72,22.06,0.94
-6.69,-0.57,0.83,-1.39,-7.54,22.65,0.94
-6.75,-0.55,0.83,-1.38,-7.66,22.72,0.94
-6.7,-0.54,0.84,-1.39,-7.73,22.67,0.94
-6.65,-0.55,0.77,-1.33,-2.69,21.99,0.94
-6.72,-0.56,0.83,-1.39,-7.62,22.69,0.94
-6.7,-0.55,0.78,-1.34,-2.74,22.08,0.94
-6.91,-0.56,0.79,-1.36,-2.64,22.42,0.94
-6.66,-0.54,0.78,-1.34,-2.66,22.03,0.94
-6.88,-0.55,0.86,-1.41,-7.58,23.01,0.95
-6.68,-0.55,0.78,-1.34,-2.68,22.05,0.94
-6.72,-0.56,0.83,-1.39,-7.19,22.62,0.93
-6.71,-0.58,0.84,-1.43,-7.12,22.72,0.93
-6.67,-0.55,0.79,-1.35,-2.78,22.09,0.94
-6.74,-0.55,0.77,-1.34,-2.57,22.11,0.94
-6.82,-0.56,0.79,-1.35,-2.6,22.27,0.94
-6.71,-0.57,0.85,-1.43,-7.08,22.72,0.93
-6.73,-0.55,0.83,-1.38,-7.57,22.68,0.94
-6.73,-0.55,0.88,-1.44,-7.52,22.85,0.94
-6.67,-0.55,0.78,-1.34,-2.74,22.04,0.94
-6.7,-0.55,0.78,-1.35,-2.77,22.12,0.94
-6.68,-0.55,0.83,-1.38,-7.76,22.62,0.94
-6.75,-0.55,0.79,-1.36,-2.65,22.21,0.94
-6.67,-0.54,0.79,-1.35,-2.74,22.07,0.94
-6.67,-0.55,0.79,-1.36,-2.79,22.11,0.94
-6.78,-0.55,0.77,-1.33,-2.68,22.16,0.94
-6.75,-0.56,0.82,-1.38,-6.16,22.6,0.94
-6.69,-0.55,0.84,-1.39,-8.06,22.68,0.94
-6.74,-0.55,0.77,-1.34,-2.75,22.14,0.94
-6.78,-0.56,0.79,-1.36,-2.68,22.25,0.94
-6.72,-0.55,0.77,-1.33,-2.51,22.05,0.94
-6.69,-0.56,0.81,-1.37,-7.29,22.53,0.93
-6.69,-0.55,0.78,-1.34,-2.75,22.08,0.94
-6.51,-0.56,0.84,-1.4,-8.36,22.46,0.93
-6.63,-0.56,0.82,-1.38,-7.29,22.47,0.93
-6.72,-0.55,0.78,-1.34,-2.62,22.11,0.94
-6.8,-0.56,0.86,-1.42,-7.39,22.88,0.94
-6.67,-0.54,0.78,-1.35,-2.66,22.07,0.94
-6.71,-0.57,0.83,-1.41,-7.39,22.68,0.93
-6.62,-0.55,0.79,-1.37,-2.7,22.06,0.94
-6.72,-0.55,0.77,-1.34,-2.61,22.09,0.94
-6.68,-0.55,0.79,-1.35,-2.76,22.11,0.94
-6.65,-0.55,0.77,-1.33,-2.58,21.97,0.94
-6.67,-0.55,0.78,-1.35,-2.75,22.06,0.94
-6.64,-0.56,0.82,-1.38,-7.56,22.5,0.93
-6.73,-0.55,0.77,-1.33,-2.58,22.09,0.94
-6.72,-0.54,0.79,-1.34,-2.82,22.13,0.94
-6.82,-0.57,0.79,-1.35,-2.81,22.33,0.95
-6.65,-0.55,0.78,-1.37,-2.51,22.05,0.94
-6.68,-0.56,0.84,-1.39,-8.15,22.68,0.94
-6.77,-0.55,0.77,-1.34,-2.62,22.17,0.94
-6.74,-0.56,0.77,-1.34,-2.68,22.13,0.94
-6.69,-0.57,0.83,-1.41,-7.23,22.63,0.93
-6.77,-0.57,0.83,-1.41,-6.98,22.73,0.93
-6.76,-0.56,0.8,-1.36,-2.78,22.25,0.94
-6.69,-0.54,0.78,-1.35,-2.65,22.08,0.94
-6.63,-0.54,0.8,-1.36,-2.75,22.04,0.94
-6.85,-0.55,0.8,-1.35,-2.8,22.37,0.95
-6.7,-0.55,0.83,-1.38,-8.06,22.66,0.94
-6.76,-0.56,0.83,-1.4,-7.39,22.72,0.93
-6.84,-0.56,0.81,-1.37,-2.88,22.43,0.94
-6.69,-0.57,0.82,-1.38,-7.33,22.58,0.93
-6.66,-0.55,0.83,-1.37,-7.95,22.58,0.95
-6.65,-0.55,0.78,-1.35,-2.62,22.01,0.94
-6.65,-0.55,0.78,-1.34,-2.7,22.01,0.94
-6.75,-0.55,0.76,-1.33,-2.58,22.08,0.94
-6.71,-0.56,0.79,-1.36,-2.81,22.16,0.94
-6.68,-0.55,0.79,-1.35,-2.8,22.1,0.93
-6.64,-0.56,0.88,-1.43,-8.7,22.82,0.94
-6.82,-0.55,0.77,-1.35,-2.48,22.23,0.94
-6.65,-0.56,0.81,-1.37,-7.31,22.49,0.93
-6.76,-0.55,0.78,-1.35,-2.78,22.22,0.94
-6.73,-0.55,0.78,-1.35,-2.69,22.15,0.94
-6.7,-0.55,0.79,-1.35,-2.75,22.12,0.94
-6.72,-0.55,0.79,-1.36,-2.82,22.19,0.94
-6.71,-0.55,0.76,-1.32,-2.64,22.03,0.94
-6.73,-0.55,0.84,-1.39,-7.6,22.72,0.94
-6.68,-0.55,0.79,-1.35,-2.77,22.11,0.94
-6.73,-0.55,0.77,-1.34,-2.62,22.11,0.94
-6.66,-0.56,0.82,-1.39,-7.51,22.58,0.93
-6.66,-0.55,0.77,-1.35,-2.5,22.01,0.94
-6.76,-0.55,0.83,-1.38,-7.49,22.72,0.94
-6.74,-0.55,0.83,-1.38,-7.93,22.72,0.94
-6.71,-0.54,0.77,-1.32,-2.73,22.05,0.94
-6.93,-0.56,0.77,-1.34,-2.59,22.38,0.94
-6.62,-0.55,0.85,-1.42,-7.37,22.58,0.93
-6.79,-0.55,0.83,-1.38,-7.69,22.75,0.94
-6.68,-0.55,0.78,-1.34,-2.67,22.05,0.94
-6.84,-0.56,0.78,-1.34,-2.83,22.31,0.95
-6.69,-0.55,0.79,-1.36,-2.73,22.13,0.94
-6.68,-0.54,0.78,-1.35,-2.61,22.06,0.94
-6.81,-0.56,0.8,-1.36,-2.69,22.3,0.94
-6.76,-0.55,0.77,-1.34,-2.56,22.14,0.94
-6.7,-0.56,0.84,-1.41,-7.61,22.69,0.93
-6.7,-0.55,0.82,-1.37,-7.77,22.63,0.94
-6.83,-0.55,0.77,-1.32,-2.5,22.18,0.94
-6.68,-0.57,0.82,-1.38,-7.39,22.59,0.93
-6.8,-0.56,0.82,-1.39,-2.73,22.4,0.94
-6.74,-0.54,0.78,-1.34,-2.66,22.13,0.94
-6.72,-0.56,0.83,-1.39,-7.27,22.65,0.93
-6.64,-0.55,0.76,-1.32,-2.73,21.95,0.94
-6.7,-0.55,0.78,-1.35,-2.53,22.08,0.94
-6.65,-0.54,0.77,-1.33,-2.69,21.97,0.94
-6.72,-0.55,0.79,-1.35,-2.8,22.15,0.94
-6.69,-0.56,0.86,-1.42,-8.67,22.8,0.93
-6.69,-0.55,0.79,-1.36,-2.77,22.13,0.94
-6.87,-0.56,0.77,-1.34,-2.57,22.29,0.94
-6.69,-0.54,0.79,-1.35,-2.74,22.1,0.94
-6.65,-0.55,0.8,-1.36,-2.87,22.11,0.94
-6.62,-0.56,0.83,-1.4,-7.57,22.55,0.93
-6.63,-0.54,0.79,-1.35,-2.75,22.03,0.94
-6.75,-0.56,0.8,-1.37,-2.73,22.26,0.94
-6.72,-0.57,0.84,-1.43,-7.24,22.72,0.93
-6.66,-0.56,0.85,-1.43,-7.6,22.69,0.93
-6.78,-0.56,0.79,-1.34,-7.03,22.53,0.94
-6.65,-0.54,0.8,-1.35,-2.75,22.07,0.94
-6.81,-0.57,0.81,-1.39,-7.04,22.71,0.93
-6.72,-0.56,0.78,-1.35,-2.75,22.14,0.94
-6.64,-0.55,0.78,-1.35,-2.7,22.04,0.94
-6.67,-0.55,0.79,-1.35,-2.79,22.08,0.94
-6.66,-0.55,0.8,-1.36,-2.77,22.1,0.94
-6.62,-0.55,0.82,-1.38,-7.72,22.51,0.93
-6.69,-0.56,0.82,-1.38,-7.2,22.57,0.93
-6.73,-0.57,0.84,-1.41,-7.25,22.72,0.93
-6.65,-0.55,0.84,-1.39,-8.29,22.65,0.94
-6.71,-0.55,0.78,-1.35,-2.68,22.13,0.94
-6.7,-0.54,0.82,-1.37,-3.02,22.23,0.94
-6.78,-0.56,0.78,-1.35,-2.65,22.21,0.94
-6.76,-0.56,0.81,-1.37,-5.35,22.51,0.93
-6.64,-0.55,0.78,-1.34,-2.66,22,0.93
-6.7,-0.55,0.85,-1.37,-8.23,22.72,0.95
-6.62,-0.54,0.78,-1.34,-2.7,21.96,0.94
-6.67,-0.55,0.79,-1.36,-2.71,22.11,0.94
-6.73,-0.55,0.77,-1.34,-2.54,22.09,0.94
-6.72,-0.55,0.82,-1.37,-7.66,22.64,0.94
-6.76,-0.55,0.78,-1.34,-2.72,22.18,0.94
-6.75,-0.55,0.83,-1.38,-7.83,22.72,0.94
-6.94,-0.57,0.83,-1.38,-7.41,22.95,0.94
-6.7,-0.56,0.83,-1.39,-7.02,22.59,0.93
-6.73,-0.55,0.78,-1.34,-2.66,22.12,0.94
-6.68,-0.58,0.86,-1.46,-7.35,22.78,0.93
-6.7,-0.55,0.78,-1.35,-2.73,22.11,0.94
-6.82,-0.55,0.76,-1.33,-2.55,22.18,0.94
-6.63,-0.54,0.78,-1.34,-2.7,21.99,0.94
-6.71,-0.55,0.82,-1.38,-6.77,22.55,0.94
-6.89,-0.59,0.82,-1.42,-6.47,22.86,0.92
-6.8,-0.56,0.77,-1.34,-2.5,22.2,0.94
-6.71,-0.54,0.78,-1.34,-2.6,22.08,0.94
-6.78,-0.54,0.76,-1.31,-2.72,22.1,0.94
-6.66,-0.54,0.79,-1.35,-2.7,22.04,0.94
-6.7,-0.55,0.84,-1.39,-7.87,22.68,0.94
-6.68,-0.55,0.79,-1.35,-2.87,22.12,0.94
-6.75,-0.55,0.78,-1.35,-2.67,22.19,0.94
-6.64,-0.54,0.79,-1.35,-2.78,22.04,0.94
-6.73,-0.56,0.84,-1.39,-7.73,22.74,0.94
-6.72,-0.55,0.84,-1.4,-7.61,22.7,0.94
-6.65,-0.56,0.82,-1.39,-7.55,22.56,0.93
-6.7,-0.59,0.85,-1.46,-6.66,22.71,0.92
-6.72,-0.55,0.79,-1.35,-2.71,22.15,0.94
-6.76,-0.57,0.83,-1.4,-6.96,22.7,0.93
-6.69,-0.55,0.78,-1.35,-2.74,22.1,0.94
-6.73,-0.55,0.79,-1.36,-2.67,22.18,0.94
-6.69,-0.55,0.78,-1.35,-2.75,22.11,0.94
-6.71,-0.57,0.83,-1.4,-7.21,22.65,0.93
-6.77,-0.55,0.8,-1.35,-2.93,22.28,0.94
-6.69,-0.55,0.8,-1.37,-2.73,22.15,0.94
-6.74,-0.55,0.77,-1.34,-2.6,22.11,0.94
-6.76,-0.56,0.79,-1.36,-2.73,22.23,0.94
-6.71,-0.55,0.79,-1.35,-2.78,22.15,0.94
-6.7,-0.55,0.77,-1.34,-2.64,22.07,0.94
-6.78,-0.56,0.79,-1.35,-7.07,22.56,0.93
-6.75,-0.56,0.79,-1.35,-2.73,22.2,0.94
-6.6,-0.55,0.78,-1.35,-2.66,21.96,0.94
-6.72,-0.56,0.83,-1.4,-7.31,22.67,0.94
-6.69,-0.56,0.79,-1.36,-2.78,22.14,0.94
-6.64,-0.56,0.81,-1.37,-7.23,22.48,0.93
-6.7,-0.56,0.82,-1.37,-7.77,22.63,0.94
-6.66,-0.54,0.79,-1.36,-2.66,22.06,0.94
-6.69,-0.55,0.79,-1.35,-2.78,22.12,0.94
-6.68,-0.55,0.81,-1.37,-2.89,22.19,0.95
-6.71,-0.55,0.79,-1.36,-2.78,22.17,0.94
-6.66,-0.55,0.78,-1.33,-2.74,22.02,0.94
-6.69,-0.55,0.79,-1.34,-2.77,22.1,0.94
-6.71,-0.54,0.78,-1.35,-2.6,22.09,0.94
-6.71,-0.56,0.83,-1.39,-7.98,22.7,0.94
-6.68,-0.55,0.84,-1.39,-7.7,22.65,0.94
-6.68,-0.55,0.85,-1.39,-7.79,22.68,0.94
-6.78,-0.59,0.86,-1.43,-7.46,22.91,0.94
-6.73,-0.55,0.79,-1.35,-2.71,22.17,0.94
-6.81,-0.55,0.79,-1.36,-2.65,22.29,0.94
-6.72,-0.57,0.82,-1.39,-7.18,22.61,0.93
-6.77,-0.55,0.8,-1.36,-2.76,22.26,0.94
-6.68,-0.54,0.78,-1.33,-2.7,22.03,0.94
-6.78,-0.55,0.77,-1.33,-2.71,22.17,0.94
-6.63,-0.54,0.79,-1.35,-2.81,22.04,0.94
-6.71,-0.55,0.77,-1.34,-2.55,22.07,0.94
-6.69,-0.55,0.82,-1.38,-7.02,22.54,0.93
-6.64,-0.55,0.78,-1.35,-2.49,22,0.94
-6.79,-0.55,0.79,-1.34,-2.66,22.22,0.95
-6.63,-0.56,0.82,-1.38,-7.54,22.51,0.93
-6.75,-0.55,0.77,-1.34,-2.68,22.15,0.94
-6.72,-0.55,0.83,-1.38,-7.7,22.68,0.94
-6.7,-0.55,0.78,-1.34,-2.74,22.08,0.94
-6.67,-0.6,0.88,-1.5,-7.3,22.87,0.92
-6.63,-0.56,0.86,-1.43,-8.44,22.74,0.93
-6.7,-0.55,0.76,-1.34,-2.33,22.01,0.94
-6.8,-0.55,0.77,-1.34,-2.5,22.19,0.94
-6.57,-0.56,0.86,-1.45,-7.72,22.63,0.93
-6.8,-0.56,0.79,-1.36,-2.68,22.29,0.94
-6.71,-0.57,0.82,-1.4,-7.03,22.6,0.93
-6.61,-0.55,0.78,-1.35,-2.76,22,0.94
-6.62,-0.54,0.78,-1.35,-2.65,21.99,0.94
-6.65,-0.56,0.85,-1.4,-7.94,22.69,0.94
-6.67,-0.56,0.83,-1.41,-7.08,22.61,0.93
-6.72,-0.55,0.84,-1.4,-7.94,22.75,0.94
-6.71,-0.55,0.8,-1.37,-2.75,22.19,0.94
-6.72,-0.54,0.78,-1.35,-2.58,22.13,0.94
-6.69,-0.54,0.77,-1.32,-2.57,21.99,0.94
-6.72,-0.55,0.78,-1.36,-2.47,22.13,0.94
-6.81,-0.56,0.79,-1.36,-2.7,22.3,0.94
-6.68,-0.55,0.77,-1.34,-2.67,22.03,0.94
-6.61,-0.55,0.84,-1.39,-8.07,22.58,0.94
-6.71,-0.57,0.83,-1.41,-7.12,22.67,0.94
-6.68,-0.55,0.78,-1.35,-2.61,22.08,0.94
-6.71,-0.55,0.82,-1.37,-7.66,22.63,0.94
-6.56,-0.56,0.89,-1.45,-9.32,22.81,0.94
-6.73,-0.55,0.77,-1.34,-2.72,22.13,0.94
-6.71,-0.55,0.78,-1.34,-2.7,22.11,0.94
-6.64,-0.55,0.78,-1.35,-2.68,22.01,0.94
-6.74,-0.55,0.77,-1.34,-2.72,22.14,0.94
-6.69,-0.55,0.8,-1.36,-2.81,22.15,0.94
-6.61,-0.56,0.83,-1.39,-7.69,22.54,0.93
-6.79,-0.58,0.84,-1.42,-7.18,22.84,0.94
-6.75,-0.55,0.79,-1.36,-2.78,22.22,0.94
-6.66,-0.56,0.81,-1.37,-6.97,22.46,0.93
-6.69,-0.57,0.83,-1.4,-7.43,22.63,0.94
-6.72,-0.55,0.77,-1.34,-2.66,22.1,0.94
-6.74,-0.56,0.78,-1.35,-2.71,22.18,0.94
-6.82,-0.56,0.83,-1.39,-7.49,22.83,0.94
-6.71,-0.55,0.76,-1.33,-2.69,22.05,0.94
-6.59,-0.55,0.85,-1.4,-8.36,22.59,0.94
-6.69,-0.55,0.77,-1.33,-2.68,22.05,0.94
-6.75,-0.56,0.8,-1.36,-2.73,22.23,0.94
-6.64,-0.54,0.78,-1.35,-2.5,21.99,0.94
-6.67,-0.55,0.78,-1.35,-2.77,22.08,0.94
-6.71,-0.55,0.86,-1.42,-8.03,22.8,0.94
-6.73,-0.55,0.77,-1.33,-2.68,22.1,0.94
-6.75,-0.55,0.79,-1.36,-2.71,22.21,0.94
-6.72,-0.56,0.85,-1.4,-7.84,22.77,0.94
-6.7,-0.56,0.82,-1.37,-7.66,22.61,0.94
-6.67,-0.55,0.79,-1.35,-2.7,22.09,0.93
-6.59,-0.54,0.77,-1.33,-2.77,21.92,0.94
-6.69,-0.55,0.8,-1.36,-2.86,22.16,0.94
-6.55,-0.55,0.85,-1.4,-8.61,22.56,0.93
-6.69,-0.55,0.79,-1.36,-2.78,22.14,0.94
-6.81,-0.58,0.82,-1.41,-6.75,22.75,0.92
-6.7,-0.56,0.79,-1.35,-2.8,22.15,0.94
-6.58,-0.55,0.83,-1.38,-8.11,22.48,0.94
-6.64,-0.56,0.82,-1.38,-7.86,22.56,0.94
-6.7,-0.57,0.82,-1.4,-6.99,22.58,0.93
-6.59,-0.54,0.79,-1.36,-2.62,21.97,0.94
-6.76,-0.55,0.77,-1.34,-2.61,22.14,0.94
-6.78,-0.55,0.78,-1.34,-2.66,22.18,0.94
-6.71,-0.57,0.8,-1.37,-7.05,22.52,0.93
-6.69,-0.55,0.79,-1.36,-2.7,22.14,0.94
-6.68,-0.56,0.84,-1.4,-7.79,22.68,0.94
-6.77,-0.55,0.8,-1.33,-7.67,22.58,0.95
-6.67,-0.58,0.84,-1.44,-7.09,22.67,0.93
-6.65,-0.54,0.8,-1.36,-2.77,22.09,0.94
-6.72,-0.57,0.83,-1.4,-7.18,22.65,0.93
-6.7,-0.57,0.82,-1.39,-7.43,22.61,0.93
-6.7,-0.55,0.85,-1.4,-7.67,22.72,0.94
-6.62,-0.56,0.82,-1.39,-7.69,22.52,0.93
-6.61,-0.55,0.77,-1.33,-2.77,21.95,0.94
-6.69,-0.56,0.85,-1.42,-7.3,22.71,0.93
-6.58,-0.55,0.85,-1.41,-7.79,22.54,0.93
-6.67,-0.55,0.78,-1.34,-2.72,22.04,0.94
-6.71,-0.55,0.79,-1.35,-2.81,22.14,0.94
-6.81,-0.57,0.81,-1.38,-4.11,22.49,0.93
-6.77,-0.56,0.77,-1.34,-2.67,22.17,0.94
-6.81,-0.55,0.76,-1.33,-2.59,22.17,0.94
-6.72,-0.55,0.79,-1.36,-2.66,22.16,0.94
-6.95,-0.58,0.84,-1.43,-6.93,23.01,0.93
-6.85,-0.56,0.82,-1.37,-6.03,22.71,0.94
-6.59,-0.56,0.83,-1.39,-7.93,22.51,0.93
-6.74,-0.56,0.78,-1.35,-2.71,22.17,0.94
