,Constant,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,y_pred,y_act
888,1.0,7.6,3.5999999999999996,4.9,11.3,4.6,8.7,2.21,9.984,3.01,4.3,9.2,5.312750967249473,5
892,1.0,6.9,4.0,1.7000000000000002,12.9,3.3000000000000003,5.9,1.86,9.9754,3.08,4.9,9.4,5.304918046400189,5
898,1.0,6.7,4.1,3.4000000000000004,9.2,4.9,2.9,1.5,9.968,3.22,5.1,9.1,5.059299582443665,5
901,1.0,6.9,3.5999999999999996,2.8000000000000003,13.55,4.8,5.1,1.89,9.978200000000001,3.0,6.0,9.5,5.488293798448297,7
903,1.0,7.8,2.9,2.2,9.5,5.59999999999999,4.4,2.13,9.971499999999999,3.08,6.1,9.3,5.569552321696648,6
907,1.0,8.0,2.8000000000000003,3.2,7.6,4.5,6.1,2.04,9.9543,3.1,5.5,10.1,5.746975764097751,6
910,1.0,6.6,3.2,3.5999999999999996,8.0,4.7,5.7,1.68,9.949,3.15,4.6000000000000005,9.6,5.328311130762922,5
919,1.0,4.8,3.3000000000000003,0.0,6.5,2.79999999999999,3.4,1.63,9.937000000000001,3.35,6.1,9.9,5.466401016849116,5
925,1.0,6.7,3.7,4.1,6.3,6.1,2.2,1.49,9.953,3.16,4.699999999999999,9.6,5.2509054123242995,6
926,1.0,6.9,2.5,3.0,4.1,5.4,2.3,1.16,9.94,2.99,3.8,9.4,5.45593554300481,6
931,1.0,6.8,2.1,2.7,18.15,4.2,4.1,1.46,10.001,3.3,3.5999999999999996,8.7,5.609644491371496,5
934,1.0,6.3,3.4000000000000004,1.9,5.8,4.09999999999999,2.2,1.45,9.943,3.15,6.3,9.9,5.50273712932055,5
935,1.0,5.8,3.3000000000000003,2.0,16.05,4.7,2.6,1.66,9.976,3.09,4.6000000000000005,8.9,5.283102392463102,5
937,1.0,6.9,3.0,2.1,7.2,4.5,5.4,1.9,9.9595,3.22,4.8,9.4,5.430371366922091,5
942,1.0,7.5,3.8,5.0,12.8,4.2,5.7,1.84,9.984,3.09,4.6000000000000005,9.0,5.192727220065864,6
944,1.0,6.4,3.1,3.9000000000000004,7.5,4.0,5.7,2.13,9.9475,3.32,4.3,10.0,5.497469830487561,5
946,1.0,6.0,2.8000000000000003,2.9,19.3,5.1,3.6,1.74,9.991100000000001,3.14,5.0,9.0,5.521653863895009,5
950,1.0,5.6,3.0,1.0,6.4,4.3,3.4,1.42,9.9382,3.14,4.8,9.8,5.479875488632844,5
951,1.0,5.7,3.35,3.4000000000000004,1.0,4.0,1.3,1.74,9.92,3.27,6.6000000000000005,10.0,5.393619590766032,5
954,1.0,6.0,2.8000000000000003,4.9,6.8,4.8,6.1,2.22,9.953,3.19,4.699999999999999,9.3,5.363794684816484,5
956,1.0,7.1,1.7999999999999998,7.4,15.6,4.3999999999999995,4.4,1.76,9.996,3.38,6.7,9.0,5.7863985666294075,6
959,1.0,6.6,2.3000000000000003,2.0,11.4,4.3999999999999995,4.5,1.31,9.9604,2.96,5.1,9.7,5.79382291022465,6
960,1.0,7.0,2.7,3.5999999999999996,20.7,4.5,4.5,1.7,10.009999999999998,3.0,4.5,8.8,5.631517248924338,6
963,1.0,6.1,2.8000000000000003,3.5,12.8,4.8,6.3,2.29,9.975000000000001,3.08,4.0,8.9,5.372233592646139,5
967,1.0,7.2,4.699999999999999,1.6,5.9,4.8,1.4,1.25,9.9428,3.09,4.9,9.8,5.058358756803225,5
968,1.0,6.2,3.5999999999999996,1.4000000000000001,8.9,3.5999999999999996,3.8,1.55,9.9622,3.27,5.0,9.4,5.309996117660589,5
970,1.0,6.7,2.0,4.2,14.0,3.8,8.3,1.6,9.987,3.16,5.0,9.4,5.829973692960296,6
972,1.0,6.8,2.8000000000000003,2.9,11.9,5.2,5.1,1.49,9.9544,3.02,5.8,10.4,5.841567057910055,6
973,1.0,6.4,2.5,5.300000000000001,6.6,3.8,5.9,2.34,9.955,3.03,4.2,8.8,5.330921800967937,5
976,1.0,6.4,2.5,5.699999999999999,1.0,6.2,2.1,1.22,9.9238,3.0,4.0,9.5,5.336873743530133,5
977,1.0,6.7,3.4000000000000004,5.4,16.3,4.7,4.4,1.81,9.987,3.04,5.6000000000000005,8.8,5.266724105996346,5
978,1.0,7.6,3.2,3.4000000000000004,18.35,5.4,4.4,1.97,10.008,3.22,5.5,9.0,5.525122848965591,5
979,1.0,6.6,2.8000000000000003,2.8000000000000003,8.5,5.2,5.5,2.11,9.962,3.09,5.5,8.9,5.330956113442899,6
983,1.0,6.7,2.1,4.2,9.1,4.9,3.1,1.5,9.953,3.12,7.4,9.9,5.88991734667416,7
984,1.0,6.4,2.8000000000000003,4.4,7.1,4.8,4.9,1.79,9.9528,3.15,4.8,9.2,5.335329263626466,5
986,1.0,6.5,2.3000000000000003,2.5,17.3,4.6,1.5,1.1,9.9828,3.15,4.2,9.2,5.689290383760621,6
987,1.0,6.8,4.1,3.0,8.8,4.5,2.8,1.31,9.953,3.12,5.8999999999999995,9.9,5.313501767560443,5
992,1.0,6.5,4.1,2.2,4.8,5.2,4.9,1.42,9.946,3.14,6.2,9.2,4.96167667574175,5
993,1.0,7.1,2.7,2.4,12.6,4.3999999999999995,4.8,1.18,9.9726,3.04,5.6000000000000005,10.0,5.864729345986085,7
998,1.0,6.5,2.7,4.0,10.0,3.9,7.4,2.27,9.9582,3.18,5.0,9.4,5.468830270495052,5
1002,1.0,7.3,3.0,7.4,13.5,3.9,4.6,1.65,9.982,3.02,4.0,8.7,5.266979193581406,5
1003,1.0,6.3,2.5,4.4,11.6,4.09999999999999,4.8,1.95,9.968,3.18,5.2,9.5,5.6668200339594375,5
1004,1.0,6.2,3.3000000000000003,1.4000000000000001,4.8,5.2,2.7,1.28,9.9475,3.21,4.8,9.4,5.278549219148927,5
1017,1.0,7.5,2.3000000000000003,3.2,9.2,3.8,5.4,1.91,9.966000000000001,3.04,5.6000000000000005,9.7,5.863403201775489,6
1020,1.0,6.3,2.5,2.2,3.3,4.8,4.1,1.61,9.9256,3.16,5.0,10.5,5.785957557586666,6
1027,1.0,6.8,2.5,3.1,13.3,5.0,6.9,2.02,9.972,3.22,4.8,9.7,5.696212119627602,6
1029,1.0,6.3,3.5999999999999996,5.0,8.3,5.3,5.1,2.02,9.955,3.2,5.1,9.6,5.2608365616918995,6
1036,1.0,6.7,2.3000000000000003,3.3000000000000003,8.1,4.8,4.5,1.76,9.9472,3.11,5.2,10.1,5.826488982068858,6
1044,1.0,6.4,2.9,1.7999999999999998,15.0,4.0,2.1,1.16,9.973600000000001,3.14,5.0,9.2,5.500750273836993,5
1047,1.0,6.3,2.6,4.9,1.5,5.2,3.4,1.34,9.924,2.99,6.1,9.8,5.501572488771202,6
1053,1.0,6.1,3.8,4.699999999999999,1.4,5.1,5.9,2.1,9.930900000000001,3.24,5.0,9.6,5.042448940457553,5
1060,1.0,6.9,4.0,5.6000000000000005,11.2,4.3,4.0,1.42,9.975000000000001,3.14,4.6000000000000005,8.7,4.937188633569191,5
1061,1.0,6.7,4.1,0.1,2.8,4.8,3.9,1.37,9.942,3.24,3.5,9.5,5.0301672851374795,5
1069,1.0,6.4,2.4,2.6,8.2,5.4,4.7,1.82,9.953800000000001,3.12,5.0,9.5,5.596728297778785,5
1071,1.0,6.9,3.0,2.1,15.7,5.59999999999999,4.9,1.59,9.9827,3.11,4.8,9.0,5.384240989693117,5
1072,1.0,7.1,2.9,3.0,16.0,3.5999999999999996,5.8,2.01,9.9954,3.3,6.7,9.0,5.559176263823996,5
1073,1.0,7.3,3.1,6.8999999999999995,10.2,4.09999999999999,5.8,1.6,9.977,3.06,4.5,8.6,5.158761088633259,5
1074,1.0,7.1,2.6,3.2,14.45,7.3999999999999995,2.9,1.07,9.98,2.96,4.2,9.2,5.540795624540054,6
1077,1.0,6.8,2.2,3.5,17.5,3.9,3.8,1.53,9.994,3.24,4.2,9.0,5.688472616925179,6
1088,1.0,8.0,2.4,3.0,17.45,5.59999999999999,4.3,1.84,9.997,3.05,5.0,9.2,5.774896083720842,6
1089,1.0,7.7,2.4,2.9,15.3,4.3999999999999995,3.9,1.94,9.982,3.06,4.699999999999999,9.6,5.8679233718337676,7
1091,1.0,6.6,2.2,5.300000000000001,15.1,5.2,2.2,1.36,9.986,2.94,3.5,9.4,5.840885011196566,5
1092,1.0,6.4,3.4000000000000004,2.0,14.9,6.0,3.7,1.62,9.983,3.13,4.5,9.0,5.288403992834361,4
1108,1.0,6.7,1.4000000000000001,5.1,4.3,2.79999999999999,5.7,1.24,9.9176,2.91,5.4,10.7,6.142527653976283,7
1109,1.0,7.9,2.2,4.5,14.2,3.8,5.3,1.41,9.991999999999999,3.03,4.6000000000000005,9.2,5.800255653723793,6
1112,1.0,7.5,2.3000000000000003,6.800000000000001,11.0,4.7,3.7,1.33,9.978,2.99,3.8,8.8,5.482184869210921,5
1113,1.0,6.8,2.6,4.0,7.5,4.6,4.5,1.79,9.9583,3.2,4.9,9.3,5.481240561938335,5
1115,1.0,6.3,2.7,2.9,12.2,4.3999999999999995,5.9,1.96,9.978200000000001,3.14,4.0,8.8,5.3821745899753,6
1118,1.0,7.1,2.6,1.9,8.2,5.1,5.3,1.87,9.96,3.16,5.2,9.7,5.673138809582419,5
1120,1.0,6.7,3.4000000000000004,3.1,16.4,5.1,2.0,1.46,9.9834,3.06,5.4,9.1,5.394077479769974,5
1123,1.0,7.4,3.3000000000000003,2.6,15.6,4.9,6.7,2.1,9.9907,3.06,6.800000000000001,9.5,5.641020128733384,5
1124,1.0,8.3,2.5,4.9,16.8,4.8,5.0,2.28,10.001,3.03,5.2,9.2,5.805331928516616,6
1128,1.0,7.1,2.4,4.1,17.8,4.6,3.9,1.45,9.998000000000001,3.32,3.9000000000000004,8.7,5.473495834828263,5
1132,1.0,7.2,3.0,3.0,8.1,5.0,4.0,1.88,9.9652,3.15,4.9,9.1,5.371501429404339,6
1134,1.0,6.8,2.7,2.2,8.1,3.4000000000000004,5.5,2.03,9.961,3.19,5.2,8.9,5.369809371741454,5
1135,1.0,7.6,4.8,2.8000000000000003,10.4,4.9,5.7,2.05,9.9748,3.24,4.5,9.3,4.9487323156509655,5
1151,1.0,6.3,3.2,2.6,12.0,4.9,6.3,1.7,9.961,3.14,5.5,9.9,5.542447382147148,6
1154,1.0,6.7,2.4,3.7,11.3,4.3,6.4,1.73,9.9632,3.08,5.300000000000001,9.9,5.806910772961374,6
1156,1.0,7.4,4.4,2.0,11.5,4.9,4.4,1.57,9.98,3.27,4.4,9.0,4.973547352116428,5
1160,1.0,6.9,1.9,3.1,19.25,4.3,3.8,1.67,9.9954,2.93,5.2,9.1,5.928469093783353,7
1167,1.0,6.5,2.8000000000000003,3.3000000000000003,15.7,5.3,5.1,1.9,9.978,3.22,5.1,9.7,5.669120378488599,6
1173,1.0,6.6,1.9,4.1,8.9,4.6,5.1,1.69,9.953999999999999,3.14,5.699999999999999,9.8,5.851269741180071,6
1177,1.0,6.6,2.4,2.2,12.3,5.1,3.5,1.46,9.9676,3.1,6.7,9.4,5.700312151967588,5
1179,1.0,7.3,2.4,3.4000000000000004,7.5,4.8,2.9,1.52,9.962,3.1,5.4,9.0,5.505012356048053,5
1185,1.0,8.0,2.2,3.2,10.4,4.3,6.3,2.01,9.97,3.11,5.300000000000001,9.5,5.775270133386006,6
1188,1.0,6.8,2.6,4.3,11.75,4.5,5.3,1.98,9.969,3.26,5.5,9.5,5.606865839719113,5
1194,1.0,6.4,4.2,4.6000000000000005,8.4,5.0,5.8,1.8,9.9495,3.18,4.6000000000000005,9.7,5.062483817450172,6
1200,1.0,7.0,2.8000000000000003,3.3000000000000003,14.6,4.3,4.7,1.68,9.994,3.34,6.7,8.8,5.474314571428014,6
1203,1.0,7.0,2.3000000000000003,3.5999999999999996,13.0,5.1,7.2,1.77,9.972,3.16,4.9,9.8,5.784919496334915,5
1206,1.0,6.6,2.8000000000000003,4.2,8.2,4.3999999999999995,6.0,1.96,9.956199999999999,3.14,4.8,9.4,5.439956368689618,5
1208,1.0,6.5,2.6,2.8000000000000003,12.5,4.6,8.0,2.25,9.9685,3.18,4.1,10.0,5.771814768004817,6
1209,1.0,6.6,3.2,2.2,16.7,4.6,3.8,1.33,9.979,3.22,6.7,10.4,5.90625763991952,6
1226,1.0,7.0,2.9,4.9,3.8,4.7,3.7,1.36,9.938,2.95,4.0,9.4,5.321231273076022,6
1230,1.0,7.5,2.9,6.7,8.1,3.6999999999999997,5.3,1.66,9.966000000000001,2.9,4.1,8.9,5.325829003531509,6
1233,1.0,6.8,2.7,3.0,13.0,4.7,6.9,1.6,9.9705,3.16,5.0,9.6,5.59602474870939,6
1234,1.0,7.5,1.7999999999999998,7.199999999999999,9.6,3.9,5.3,1.51,9.9802,3.03,4.6000000000000005,8.9,5.699587035332858,5
1238,1.0,6.4,2.8000000000000003,4.4,7.1,4.8,4.9,1.79,9.9528,3.15,4.8,9.2,5.335329263626466,5
1246,1.0,6.1,2.7,4.3,7.5,4.9,6.5,2.43,9.957,3.12,4.699999999999999,9.0,5.327968962958245,5
1249,1.0,6.8,2.1,5.5,14.6,5.3,3.4,1.59,9.9805,2.93,4.4,9.2,5.749830755870052,5
1255,1.0,6.6,2.7,5.2,8.1,4.3999999999999995,5.3,2.02,9.9548,3.18,4.8,9.5,5.489862067325216,5
1259,1.0,6.4,3.1,4.0,6.4,3.9,3.9,1.91,9.9513,3.14,5.2,9.8,5.560348358299114,5
1264,1.0,7.0,3.0,5.1,13.6,5.0,4.0,1.68,9.976,3.07,5.2,9.6,5.611118853279414,7
1267,1.0,6.4,3.3000000000000003,3.1,5.5,4.8,4.2,1.73,9.951,3.19,6.6000000000000005,9.3,5.293232974676618,6
1273,1.0,6.8,3.0,3.3000000000000003,12.8,4.09999999999999,6.0,1.68,9.9659,3.1,5.6000000000000005,9.8,5.62239573466573,5
1275,1.0,7.6,4.8,3.1,9.4,4.6,0.6,1.94,9.971400000000001,3.07,6.1,9.4,5.159832661812651,5
1282,1.0,6.5,2.5,2.7,15.2,4.9,7.5,2.17,9.972,3.19,3.9000000000000004,9.9,5.754787139121548,5
1283,1.0,7.6,2.1,6.0,2.1,4.6,4.7,1.65,9.936,3.05,5.4,10.1,5.81576636457779,7
1290,1.0,6.5,3.1,1.4000000000000001,7.5,4.3999999999999995,3.4,1.33,9.955,3.22,5.0,9.5,5.427286325653078,5
1292,1.0,7.4,1.9,3.0,12.8,5.3,4.85,2.29,9.986,3.14,4.9,9.1,5.821680399512679,7
1294,1.0,6.8,5.2,3.2,13.2,4.3999999999999995,5.4,2.21,9.972,3.27,5.0,9.6,4.93977453730174,6
1299,1.0,7.6,2.0,3.0,14.2,5.59999999999999,5.3,2.125,9.99,3.14,4.6000000000000005,8.9,5.697483524087361,8
1300,1.0,6.9,4.1,3.3000000000000003,10.1,4.3,2.8,1.52,9.968,3.2,5.2,9.4,5.20185312975141,5
1301,1.0,7.3,2.6,3.3000000000000003,11.8,5.7,4.8,1.27,9.9693,3.1,5.5,10.0,5.805881890291213,6
1302,1.0,6.7,2.4,4.1,8.7,3.5999999999999996,2.9,1.48,9.952,3.22,6.2,9.9,5.782574666562679,6
1303,1.0,7.4,3.3000000000000003,2.6,15.6,4.9,6.7,2.1,9.9907,3.06,6.800000000000001,9.5,5.641020128733384,5
1311,1.0,7.0,2.1,3.4000000000000004,8.5,3.3000000000000003,3.1,2.53,9.953,3.22,5.6000000000000005,10.5,6.183588844540999,6
1312,1.0,6.5,3.4000000000000004,2.8000000000000003,1.8,4.09999999999999,4.3,1.88,9.928,3.13,3.7,9.6,5.199071778782613,6
1313,1.0,7.1,2.5,3.2,10.3,4.09999999999999,6.6,2.72,9.969,3.17,5.2,9.1,5.546836748088062,6
1315,1.0,6.1,2.2,2.3000000000000003,3.1,5.2,1.5,1.04,9.948,3.14,4.2,8.7,5.329429344741909,5
1317,1.0,7.7,3.4000000000000004,2.7,8.8,6.3,3.9,1.84,9.969,3.09,6.3,9.2,5.340660786665454,6
1320,1.0,7.3,3.2,2.5,7.2,5.59999999999999,4.7,1.8,9.961,3.08,4.699999999999999,8.8,5.150056161798543,5
1321,1.0,7.3,2.6,3.3000000000000003,17.85,4.9,4.15,1.95,10.0,3.06,4.4,9.1,5.713480371885905,7
1324,1.0,5.7,2.9,1.6,7.9,4.3999999999999995,4.8,1.97,9.9512,3.21,3.5999999999999996,9.4,5.388095899854443,5
1327,1.0,6.3,2.5,2.2,3.3,4.8,4.1,1.61,9.9256,3.16,5.0,10.5,5.785957557586666,6
1329,1.0,6.1,3.5999999999999996,1.6,6.4,3.6999999999999997,3.6,1.98,9.943999999999999,3.17,6.2,9.9,5.460727344390206,6
1331,1.0,5.6,2.0,6.6000000000000005,10.2,4.3,7.8,1.75,9.945,2.98,4.3,10.4,5.921937482872705,7
1332,1.0,6.6,3.7,4.699999999999999,6.5,6.1,2.3,1.5,9.953999999999999,3.14,4.5,9.6,5.250261881045958,6
1339,1.0,5.8,1.9,2.5,10.8,4.2,3.3,1.24,9.9646,3.22,4.1,9.2,5.668495748121115,6
1376,1.0,6.4,3.0,3.0,2.25,3.8,0.8,2.1,9.937000000000001,3.2,6.2,9.9,5.639214891111951,6
1383,1.0,6.3,2.3000000000000003,5.0,10.4,4.3,6.1,1.32,9.9542,2.86,4.6000000000000005,9.1,5.453403427144984,6
1391,1.0,5.0,3.1,0.0,6.4,4.6,4.3,1.66,9.94,3.3,6.3,9.9,5.5013750853497125,6
1395,1.0,7.6,3.5,4.699999999999999,13.3,3.6999999999999997,4.2,1.16,9.9822,3.04,5.0,9.2,5.370833472744621,5
1397,1.0,7.5,1.9,4.0,7.1,5.59999999999999,5.0,1.1,9.953999999999999,3.06,5.2,9.9,5.855129989254535,6
1398,1.0,7.0,4.4,2.4,12.1,5.59999999999999,6.8,2.1,9.9718,3.05,5.0,9.5,5.14057515745278,5
1399,1.0,6.2,2.5,4.8,10.0,4.3999999999999995,7.8,2.4,9.9655,3.25,4.699999999999999,9.5,5.579622360513093,6
1403,1.0,6.2,3.3000000000000003,1.4000000000000001,4.8,5.2,2.7,1.28,9.9475,3.21,4.8,9.4,5.278549219148927,5
1404,1.0,6.3,3.5999999999999996,2.0,2.0,4.8,4.8,1.91,9.929,3.17,5.1,9.6,5.154746446285637,5
1407,1.0,7.4,1.9,3.0,12.8,5.3,4.85,2.29,9.986,3.14,4.9,9.1,5.821680399512679,7
1408,1.0,6.6,3.2,3.4000000000000004,7.7,4.3999999999999995,6.3,2.12,9.9526,3.22,4.8,9.7,5.4127695518893715,6
1411,1.0,7.2,3.9000000000000004,6.3,11.0,4.3999999999999995,5.5,1.56,9.974,3.09,4.4,8.7,4.931993085920878,6
1418,1.0,6.5,3.0,3.9000000000000004,7.8,3.8,6.1,2.19,9.959,3.19,5.0,9.4,5.435130088483554,5
1420,1.0,7.1,2.6,1.9,8.2,5.1,5.3,1.87,9.96,3.16,5.2,9.7,5.673138809582419,5
1423,1.0,5.9,2.4,1.2,1.4,3.5000000000000004,6.0,2.47,9.9358,3.34,4.4,9.6,5.551832842392121,6
1436,1.0,6.4,2.4,2.6,8.2,5.4,4.7,1.82,9.953800000000001,3.12,5.0,9.5,5.596728297778785,5
1440,1.0,6.5,3.15,2.0,6.6,4.09999999999999,0.9,1.26,9.9494,2.94,5.1,8.8,5.219344975574491,5
1447,1.0,6.5,2.8000000000000003,3.5,15.4,4.2,5.5,1.95,9.978,3.23,5.0,9.6,5.64886967747136,6
1451,1.0,6.9,4.0,1.7000000000000002,12.9,3.3000000000000003,5.9,1.86,9.9754,3.08,4.9,9.4,5.304918046400189,5
1452,1.0,7.5,2.7,3.1,5.8,5.7,13.1,3.13,9.946,3.18,5.8999999999999995,10.5,5.7615473585866965,5
1453,1.0,6.6,2.5,4.2,11.3,4.9,7.7,2.31,9.966000000000001,3.24,5.2,9.5,5.574118726291567,6
1456,1.0,7.4,2.7,2.6,11.8,5.3,5.5,1.73,9.9699,3.11,6.0,9.8,5.742997123040963,5
1457,1.0,7.3,2.8000000000000003,5.4,12.9,4.9,6.2,1.625,9.984,3.06,4.5,9.1,5.475499530252405,6
1458,1.0,7.6,3.2,5.8,16.75,5.0,4.3,1.63,9.999,3.15,5.4,9.2,5.521788337786001,5
1468,1.0,7.9,2.6,3.3000000000000003,10.3,3.9,7.3,2.12,9.969,2.93,4.9,9.5,5.695837213124486,6
1476,1.0,6.7,4.0,2.2,8.8,5.2,2.4,1.13,9.9576,3.22,4.5,9.4,5.104027561457813,5
1477,1.0,7.7,3.0,4.2,14.3,4.5,4.5,2.13,9.991,3.18,6.3,9.2,5.604068802082868,5
1481,1.0,6.0,2.8000000000000003,2.2,12.15,4.8,4.2,1.63,9.957,3.2,4.6000000000000005,10.1,5.710357607108619,5
1482,1.0,6.2,2.0,2.5,15.0,5.5,0.8,1.2,9.9767,3.19,5.300000000000001,9.6,5.916920726731928,6
1483,1.0,6.9,2.9,2.3000000000000003,8.6,5.59999999999999,5.6,2.15,9.967,3.17,4.4,8.8,5.248587490273459,5
1484,1.0,6.6,2.6,2.2,18.15,5.0,2.3,1.39,9.990400000000001,3.06,5.0,9.2,5.702559082348062,5
1495,1.0,8.3,4.2,6.2,19.25,4.0,4.1,1.72,10.001999999999999,2.98,6.7,9.7,5.555018875066578,5
1504,1.0,6.2,4.5,2.6,4.4,6.3,6.3,2.06,9.94,3.27,5.2,9.8,4.957286103216714,4
1519,1.0,6.3,5.5,4.5,13.0,4.7,3.3,1.82,9.974,3.2,4.6000000000000005,9.2,4.719639615403473,6
1520,1.0,7.4,1.9,3.0,12.8,5.3,4.85,2.29,9.986,3.14,4.9,9.1,5.821680399512679,7
1526,1.0,6.2,2.6,3.2,15.3,3.1,6.4,1.85,9.9835,3.31,6.1,9.4,5.688340590453773,5
1532,1.0,7.2,2.6,4.0,6.3,4.7,5.2,1.72,9.9573,3.18,5.300000000000001,9.5,5.55701688221078,6
1539,1.0,6.6,2.5,4.1,7.4,4.3,2.9,1.51,9.946,3.15,6.0,10.2,5.835543120478549,7
1542,1.0,7.1,2.6,3.2,14.45,7.3999999999999995,2.9,1.07,9.98,2.96,4.2,9.2,5.540795624540054,6
1555,1.0,6.6,2.3000000000000003,3.0,14.9,5.1,3.3,1.18,9.9835,3.04,5.4,9.0,5.644586120346175,6
1557,1.0,6.6,2.1,3.0,9.9,4.09999999999999,6.4,1.74,9.95,3.07,5.0,10.1,5.882607160500879,6
1560,1.0,7.0,4.4,2.4,12.1,5.59999999999999,6.8,2.1,9.9718,3.05,5.0,9.5,5.14057515745278,5
1563,1.0,7.8,3.2,3.3000000000000003,10.4,3.1,4.7,1.94,9.9692,3.07,5.8,9.6,5.612643048797391,6
1569,1.0,7.3,2.5,3.5999999999999996,13.1,5.0,3.5,2.0,9.986,3.04,4.6000000000000005,8.9,5.601586034746408,7
1574,1.0,7.2,2.9,5.300000000000001,18.15,4.7,5.9,1.82,9.991999999999999,3.09,5.2,9.6,5.705225432230872,5
1580,1.0,6.8,2.4,3.8,8.3,4.5,5.0,1.85,9.9578,3.15,5.0,9.5,5.623888107027423,6
1581,1.0,7.2,4.0,6.2,10.8,4.09999999999999,7.0,1.89,9.976,3.08,4.9,8.6,4.896132257362446,4
1588,1.0,6.5,2.5,3.2,9.9,4.5,4.1,1.28,9.9636,3.18,5.2,9.6,5.663176752364547,6
1590,1.0,7.2,4.0,2.4,8.5,5.5,4.5,1.51,9.9626,3.2,5.2,9.2,5.056730834115236,5
1596,1.0,7.6,2.0,3.0,14.2,5.59999999999999,5.3,2.125,9.99,3.14,4.6000000000000005,8.9,5.697483524087361,8
1600,1.0,6.4,3.2,2.6,7.9,5.0,5.3,1.8,9.9514,3.14,5.0,9.6,5.384929707373544,5
1605,1.0,6.0,2.3000000000000003,1.5,9.7,4.8,10.1,2.07,9.9571,3.05,3.0,9.1,5.389746615902426,5
1612,1.0,7.2,2.7,4.6000000000000005,18.75,5.2,4.5,2.55,10.0,3.04,5.2,8.9,5.622639815002937,5
1617,1.0,7.9,3.5999999999999996,5.300000000000001,12.9,4.9,6.3,1.39,9.9792,2.94,4.5,9.1,5.223726877087809,5
1618,1.0,6.5,1.7999999999999998,4.8,18.0,5.4,5.6,1.83,10.003799999999998,2.98,6.1,8.5,5.725418755262455,6
1620,1.0,8.5,5.6000000000000005,7.4,17.85,5.1,5.1,2.43,10.004999999999999,2.99,7.0,9.2,4.97139029257878,5
1622,1.0,6.5,2.6,2.7,12.9,4.3999999999999995,6.9,2.15,9.967,3.17,4.3,10.0,5.785892457014442,6
1624,1.0,5.9,3.5999999999999996,0.4,5.7,4.6,2.1,0.87,9.934,3.22,5.1,10.2,5.4177448182910135,5
1629,1.0,6.6,3.1,4.9,7.7,5.0,5.2,2.2,9.963999999999999,3.12,4.5,8.8,5.186387188746216,5
1634,1.0,6.1,4.0,1.7999999999999998,9.0,5.1,2.85,2.59,9.963999999999999,3.19,5.0,8.8,5.024320127191323,5
1640,1.0,6.2,2.3000000000000003,3.5999999999999996,17.2,3.9,3.7,1.3,9.9946,3.23,4.3,8.8,5.583450718757932,6
1644,1.0,6.8,2.4,3.1,18.3,4.6,4.0,1.42,10.0,3.3,4.1,8.7,5.509233741641166,5
1649,1.0,6.5,2.7,1.9,6.6,4.5,9.8,1.75,9.936399999999999,3.16,3.4000000000000004,10.1,5.495112627736632,6
1660,1.0,6.1,2.2,5.0,6.6,4.5,3.0,1.22,9.9415,3.22,4.9,9.9,5.6849479545882255,6
1661,1.0,6.8,2.4,2.9,9.5,4.2,5.6,1.57,9.9586,3.11,5.1,10.1,5.8713509762241936,6
1667,1.0,6.5,3.2,1.2,11.5,3.3000000000000003,3.5,1.65,9.974,3.22,3.2,9.0,5.33239228340966,5
1671,1.0,6.8,2.3000000000000003,4.2,7.4,4.3999999999999995,5.6,1.89,9.958,3.22,4.8,9.3,5.542461390970893,6
1672,1.0,6.2,2.7,3.2,8.8,4.7,6.5,2.24,9.961,3.17,4.699999999999999,8.9,5.30354311833706,5
1674,1.0,5.9,3.1,3.0,7.7,4.7,6.0,2.06,9.95,3.2,3.9000000000000004,9.6,5.366633708356677,6
1683,1.0,6.4,2.2,4.9,7.5,5.4,4.2,1.51,9.948,3.27,5.2,10.1,5.77423382529506,6
1690,1.0,7.2,3.1,5.0,13.3,5.59999999999999,6.8,1.95,9.982,3.01,4.699999999999999,9.2,5.423310547433248,5
1691,1.0,7.2,1.9,4.6000000000000005,3.8,4.09999999999999,8.2,1.87,9.932,3.19,6.0,11.2,6.220874544695023,7
1693,1.0,6.8,1.7999999999999998,2.8000000000000003,8.5,4.7,5.2,2.42,9.952,3.22,5.300000000000001,10.5,6.173340037157365,6
1694,1.0,7.3,2.8000000000000003,5.4,12.9,4.9,6.2,1.52,9.984,3.06,4.5,9.1,5.469269631883362,6
1696,1.0,7.5,3.1,5.1,14.8,3.9,6.2,2.04,9.982,3.06,6.0,9.5,5.609317255583567,5
1731,1.0,8.1,3.4000000000000004,2.8000000000000003,7.5,4.0,7.0,2.3,9.9558,3.14,5.5,9.8,5.472643490034488,6
1735,1.0,6.5,3.9000000000000004,2.3000000000000003,5.4,5.1,2.5,1.49,9.934,3.24,3.5,10.0,5.1941728782853325,5
1739,1.0,5.6,3.5,1.4000000000000001,5.0,4.6,4.8,1.98,9.937000000000001,3.3,7.1,10.3,5.542978299925625,5
1742,1.0,6.5,3.0,2.9,2.25,3.6999999999999997,0.8,2.1,9.937000000000001,3.19,6.2,9.9,5.645659593756137,5
1743,1.0,6.4,3.1,4.0,6.2,4.0,4.6,1.69,9.953,3.15,4.6000000000000005,9.3,5.325349121118509,6
