,Constant,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,y_pred,y_act
625,1.0,7.5,2.9,2.4,9.9,5.79999999999999,2.5,1.15,9.956700000000001,3.15,4.6000000000000005,10.9,5.646097583538494,5
626,1.0,6.0,3.1,2.7,2.3,4.2,1.9,1.2,9.895199999999999,3.32,4.1,12.7,6.5632137021780625,7
627,1.0,5.5,1.4000000000000001,2.7,4.6,2.89999999999999,2.2,1.04,9.949,3.34,4.4,9.0,5.562259463218497,5
628,1.0,7.6,1.7999999999999998,2.8000000000000003,7.1,4.09999999999999,2.9,1.1,9.9652,3.2,4.2,9.2,5.439421787645605,6
629,1.0,7.2,2.3000000000000003,3.8,6.1,6.7,2.0,0.9,9.9496,3.17,7.9,9.7,5.592600772605702,5
631,1.0,5.7,2.2,2.9,3.5,4.0,2.7,1.46,9.8999,3.17,3.5999999999999996,12.1,6.433691717538094,6
634,1.0,7.6,1.9,3.8,10.6,6.0,4.8,1.74,9.962,3.13,3.8,10.5,5.8200082263929325,6
636,1.0,6.0,2.0,2.6,6.8,4.9,2.2,0.93,9.928,3.15,4.2,11.0,5.954327785508602,6
638,1.0,6.6,2.9,3.1,3.9,2.7,3.9,0.96,9.9035,3.24,6.0,12.6,6.937365146388494,8
642,1.0,7.4,1.7000000000000002,4.0,5.5,3.6999999999999997,3.4,1.61,9.935,3.05,6.2,11.5,6.188285621469722,4
643,1.0,8.0,3.4000000000000004,4.9,9.0,3.3000000000000003,3.9,1.8,9.936,3.13,3.8,12.3,6.505821066527087,8
645,1.0,8.3,2.7,3.4000000000000004,10.2,4.8,5.0,1.18,9.9716,3.18,5.1,10.3,5.858415450491473,5
647,1.0,5.5,3.15,3.8,2.6,3.3000000000000003,1.0,0.69,9.909,3.12,5.8999999999999995,10.8,6.06572497869604,6
648,1.0,8.0,1.7000000000000002,2.9,2.4,2.89999999999999,5.2,1.19,9.8944,3.03,3.3000000000000003,12.9,6.98749807466182,6
649,1.0,6.0,2.4,3.2,6.3,3.0,3.4,1.29,9.946,3.52,4.1,10.4,6.138357712488194,5
650,1.0,7.6,3.2,2.5,9.5,3.0,1.5,1.36,9.9367,3.1,4.4,12.1,6.135425113131401,6
651,1.0,9.1,2.7,4.5,10.6,3.5000000000000004,2.8,1.24,9.97,3.2,4.6000000000000005,10.4,5.9080981069480565,9
653,1.0,7.8,4.3,4.9,13.0,3.3000000000000003,3.7,1.58,9.955,3.14,3.5,11.3,6.223028813267856,6
670,1.0,7.6,2.1,4.9,2.5,4.7,2.0,1.3,9.9178,3.15,4.8,11.1,6.159071804166887,5
672,1.0,6.1,3.4000000000000004,2.7,2.6,2.4,2.0,1.05,9.906,3.4,6.7,12.2,6.68280904774493,7
673,1.0,7.0,3.5999999999999996,2.5,5.7,1.5,1.4,0.73,9.8963,2.82,5.8999999999999995,13.2,6.639748032156972,6
676,1.0,7.5,2.6,3.0,4.6,2.7,2.9,0.92,9.9085,3.15,3.8,12.0,6.617295680827733,7
678,1.0,6.8,2.2,3.1,6.9,3.6999999999999997,3.3,1.21,9.9176,3.02,3.9000000000000004,11.9,6.375266005886311,8
681,1.0,5.1,3.5,2.6,6.8,3.4000000000000004,3.6,1.2,9.9188,3.38,4.0,11.5,6.466602770063979,6
685,1.0,7.6,2.2,3.4000000000000004,9.7,3.5000000000000004,2.6,1.43,9.965,3.08,4.9,9.8,5.583059028452425,6
687,1.0,7.5,1.7999999999999998,3.1,6.5,2.89999999999999,5.3,1.6,9.9276,3.03,3.8,10.9,6.392580084602731,6
690,1.0,5.9,3.0,2.3000000000000003,4.2,3.8,4.2,1.19,9.924,3.15,5.0,11.0,6.109744226848882,5
692,1.0,6.4,1.9,4.2,2.9,3.2,3.2,0.83,9.908,3.3,4.1,11.7,6.667671235380892,6
693,1.0,7.4,3.8,2.7,7.5,4.09999999999999,2.4,1.6,9.9535,3.17,4.3,10.0,5.5209046626421925,5
700,1.0,6.1,2.4,3.2,9.0,3.1,4.1,1.34,9.9234,3.25,2.6,12.3,6.645465347072074,7
703,1.0,7.4,2.6,3.7,9.4,4.7,4.2,1.47,9.982,3.46,7.199999999999999,10.0,5.806678641942473,5
705,1.0,6.4,2.5,2.8000000000000003,4.9,3.0,2.9,0.98,9.9024,3.09,5.8,12.8,6.741997608162313,7
709,1.0,7.9,1.7999999999999998,3.7,3.0,6.1,2.5,1.78,9.95,3.22,5.1,10.0,5.457112612570859,6
711,1.0,6.5,4.6000000000000005,3.1,5.0,2.7,1.5,0.72,9.916500000000001,3.26,6.0,11.5,6.344075567256446,7
714,1.0,5.8,3.4499999999999997,1.5,10.8,3.3000000000000003,2.6,1.2,9.9494,3.25,4.9,10.0,5.812490669610035,6
716,1.0,6.9,2.5,2.7,9.05,3.9,3.7,1.28,9.936,3.27,3.4000000000000004,11.3,6.309983576109538,8
719,1.0,6.3,2.4,3.5,2.3,3.9,4.3,1.09,9.9056,3.34,4.4,11.8,6.70778234486976,6
724,1.0,6.9,3.0,4.9,7.6,5.7,2.5,1.56,9.962,3.43,6.3,11.0,5.844120924664167,7
727,1.0,6.4,3.5,2.8000000000000003,1.6,3.6999999999999997,3.1,1.13,9.8779,3.12,4.0,14.2,6.984963419006613,7
730,1.0,6.5,3.5999999999999996,3.8,10.2,2.79999999999999,2.0,0.82,9.927399999999999,3.1,4.3,12.1,6.412826254124196,7
738,1.0,7.0,3.4000000000000004,2.6,10.3,4.09999999999999,5.1,1.66,9.9382,3.08,3.5,11.6,6.263900002800299,6
743,1.0,5.0,3.3000000000000003,2.3000000000000003,11.8,3.0,2.3,1.58,9.9322,3.41,6.4,11.8,6.540489996961418,6
748,1.0,6.8,2.4,3.4000000000000004,5.1,3.8,3.1,0.99,9.921,3.24,4.6000000000000005,11.8,6.434454195502943,6
751,1.0,6.9,3.5999999999999996,3.4000000000000004,4.2,1.7999999999999998,5.7,1.19,9.898,3.28,3.5999999999999996,12.7,7.234071221187717,9
752,1.0,5.7,1.5,4.699999999999999,11.4,3.5000000000000004,4.9,1.28,9.9456,3.03,3.4000000000000004,10.5,6.1932957691112085,8
753,1.0,7.4,1.3,3.9000000000000004,4.7,4.2,3.6,1.37,9.95,3.36,5.6000000000000005,10.3,6.024939989109697,7
755,1.0,6.5,3.2,4.8,8.0,2.6,1.8,0.88,9.9144,3.22,7.9,12.7,6.935083514806132,4
761,1.0,5.9,2.8000000000000003,3.4000000000000004,3.6,4.0,5.0,1.94,9.911999999999999,3.31,5.2,11.6,6.6027629883812295,6
767,1.0,5.7,3.2,3.8,4.75,3.3000000000000003,2.3,0.94,9.91,3.42,4.2,11.8,6.609887093688666,7
768,1.0,5.9,2.9,2.8000000000000003,3.2,3.5000000000000004,1.6,1.17,9.8959,3.26,4.2,12.6,6.571286068002117,6
775,1.0,6.8,3.8,2.9,9.9,3.6999999999999997,4.0,1.46,9.9326,3.11,3.7,11.5,6.27817391848243,6
777,1.0,6.4,3.0,2.7,4.4,5.5,1.7,1.35,9.925,3.23,4.4,12.2,5.93892512481227,6
781,1.0,7.0,1.2,2.8000000000000003,6.3,5.7,1.7,1.03,9.957,3.5,4.4,9.6,5.612448134993741,5
783,1.0,5.7,3.1,2.9,7.3,5.0,3.3,1.43,9.9332,3.31,5.0,11.066666666700002,6.095743979293703,6
785,1.0,8.4,2.4,4.9,7.4,3.9,4.6,1.08,9.934,3.03,3.3000000000000003,11.9,6.454709216048242,7
789,1.0,6.7,3.1,3.4000000000000004,6.8,5.8999999999999995,5.1,2.15,9.953800000000001,3.33,5.6000000000000005,10.3,5.848365626379704,5
792,1.0,6.4,2.9,2.1,9.65,4.09999999999999,3.6,1.19,9.9334,2.99,3.4000000000000004,10.933333333299998,5.974627025075163,6
795,1.0,6.0,2.9,4.1,10.8,4.8,5.5,1.49,9.937000000000001,3.09,5.8999999999999995,11.0,6.412031851466846,7
802,1.0,6.7,2.6500000000000004,2.2,8.6,4.8,5.4,1.98,9.955,3.25,4.1,10.2,5.849950293047038,5
803,1.0,6.8,3.0,3.5,2.8,3.8,1.0,1.64,9.911999999999999,3.09,5.300000000000001,12.0,6.081995039095677,6
804,1.0,5.6,2.0,3.5999999999999996,2.5,4.8,1.6,1.25,9.9282,3.49,4.9,10.0,5.89530147523862,6
805,1.0,6.8,2.5,3.4000000000000004,4.7,3.1,3.4,1.34,9.927,3.21,3.8,10.6,6.164537357779374,6
806,1.0,7.2,4.0,3.8,2.2,3.0,4.0,1.09,9.9075,3.27,4.6000000000000005,12.6,6.743454996857769,6
811,1.0,6.8,1.9,3.2,7.05,1.9,5.4,1.88,9.935,3.25,3.7,11.1,6.520527998946162,8
814,1.0,6.7,3.1,3.2,14.5,3.8,0.6,0.79,9.9412,3.14,3.4000000000000004,12.5,6.237953109928454,5
824,1.0,7.0,2.5,4.5,2.3,4.5,4.0,1.18,9.9064,3.16,4.8,11.9,6.585390886831862,7
827,1.0,6.4,1.45,4.9,5.4,4.8,5.4,1.64,9.946,3.56,4.4,10.8,6.414749975917789,6
829,1.0,8.7,2.3000000000000003,3.2,13.4,4.3999999999999995,3.5,1.69,9.9975,3.12,4.699999999999999,8.8,5.223513234387625,7
831,1.0,6.8,2.4,3.4000000000000004,4.6,3.2,3.7,1.35,9.927,3.2,3.9000000000000004,10.6,6.1826394986999835,5
832,1.0,8.1,3.3000000000000003,3.5999999999999996,7.4,3.6999999999999997,3.6,1.56,9.959200000000001,3.19,5.4,10.6,5.843451488712124,6
834,1.0,7.1,1.3,2.9,15.5,6.4,5.6,1.155,9.9737,3.16,4.1,9.7,5.887470493308462,7
836,1.0,7.2,1.7999999999999998,4.5,4.4,4.6,5.7,1.66,9.943,3.13,6.2,11.2,6.205314377843804,6
837,1.0,5.7,4.0,3.5,5.1,2.6,1.7,1.13,9.905199999999999,3.18,6.7,12.4,6.590533091458643,6
841,1.0,6.9,1.6,3.0,9.6,5.7,5.0,1.85,9.978,3.39,3.8,9.6,5.5678440561963205,6
842,1.0,6.4,2.1,3.0,5.6,4.3999999999999995,4.3,1.6,9.949,3.6,4.1,10.6,6.144251960988184,6
843,1.0,5.5,1.7000000000000002,2.3000000000000003,2.9,3.9,1.0,1.08,9.9243,3.28,5.0,10.0,5.740467404254618,5
846,1.0,7.1,1.2,3.0,3.1,1.7999999999999998,1.5,0.37,9.900400000000001,3.02,5.2,11.9,6.605689289288394,7
852,1.0,6.4,2.2,3.2,7.2,2.79999999999999,1.5,0.83,9.93,3.13,5.5,10.9,6.1233771999340565,8
853,1.0,6.9,1.9,3.5,6.9,4.5,5.1,1.25,9.933,3.1,4.4,10.7,6.248313726618506,7
856,1.0,6.8,2.8000000000000003,4.3,7.6,3.0,3.0,1.1,9.9164,3.08,5.8999999999999995,12.5,6.7232416481097195,8
863,1.0,8.0,2.5,4.9,9.0,4.3999999999999995,3.1,1.85,9.98,3.34,4.9,10.0,5.601588712107532,6
864,1.0,5.7,1.35,3.0,4.6,4.2,1.9,1.01,9.946,3.31,4.2,9.3,5.521356281710513,6
867,1.0,8.1,4.3,4.2,6.6,3.3000000000000003,3.6,1.41,9.918,2.98,3.9000000000000004,13.3,6.575504470656238,7
869,1.0,6.4,2.1,2.8000000000000003,5.9,4.7,2.9,1.01,9.9278,3.15,4.0,11.0,6.018943950276866,6
871,1.0,5.7,3.1,2.8000000000000003,4.1,3.0,2.2,0.86,9.9062,3.31,3.8,11.7,6.469539737259116,7
876,1.0,6.7,3.7,2.5,2.5,2.79999999999999,2.4,0.84,9.909,3.14,3.5999999999999996,11.7,6.22962400508995,6
878,1.0,7.2,2.7,2.8000000000000003,15.2,4.6,0.6,0.41,9.9665,3.17,3.9000000000000004,10.9,5.716707285740906,6
880,1.0,5.7,2.6500000000000004,2.8000000000000003,6.9,3.5999999999999996,4.6,1.5,9.9299,3.36,4.4,10.8,6.373777075406407,7
893,1.0,6.8,3.1,3.0,8.0,2.79999999999999,3.3,1.22,9.9164,3.13,6.3,12.6,6.7673148301404975,7
895,1.0,6.7,4.4,2.2,4.3,3.2,1.9,0.99,9.9015,3.26,5.300000000000001,12.8,6.631721640419625,7
900,1.0,6.2,2.5,3.1,3.2,3.0,3.2,1.5,9.9014,3.18,3.1,12.0,6.526741063960134,6
905,1.0,6.3,1.7000000000000002,3.2,4.2,4.0,3.7,1.17,9.9182,3.24,4.3,11.3,6.382032688232105,6
906,1.0,8.1,3.3000000000000003,3.5999999999999996,7.4,3.6999999999999997,3.6,1.56,9.959200000000001,3.19,5.4,10.6,5.843451488712124,6
913,1.0,6.2,2.7,3.2,6.3,4.8,4.7,1.59,9.9282,3.21,6.0,11.0,6.3049042222316505,6
916,1.0,7.4,2.0,4.3,7.8,4.5,2.7,1.53,9.963999999999999,3.19,5.5,9.0,5.515631116373428,7
917,1.0,6.6,2.2,2.8000000000000003,4.9,4.2,5.1,1.8,9.952,3.3,7.5,9.5,5.901313052872901,6
918,1.0,6.6,1.5,3.4000000000000004,5.1,5.5,3.4,1.25,9.942,3.36,4.2,9.6,5.836761146774505,5
921,1.0,6.0,3.3000000000000003,3.8,9.7,4.0,2.9,1.24,9.953999999999999,3.47,4.8,11.0,6.111009145869516,6
923,1.0,6.4,4.2,1.9,9.3,4.3,2.8,1.45,9.9433,3.23,5.300000000000001,10.98,5.902428332550477,5
927,1.0,6.0,3.4000000000000004,2.9,6.1,4.6,2.9,1.34,9.9462,3.48,5.699999999999999,10.7,5.951159999506585,6
929,1.0,8.1,2.6,2.7,4.3,3.0,4.3,1.23,9.9212,3.16,3.3000000000000003,11.2,6.408518748389652,6
930,1.0,7.0,3.5,3.0,6.5,2.79999999999999,2.7,0.87,9.936,3.4,4.2,11.4,6.314457870798564,7
932,1.0,6.6,3.4000000000000004,2.4,3.3,3.4000000000000004,2.9,0.99,9.9031,3.1,4.0,12.3,6.424335056248972,7
933,1.0,6.3,2.2,2.8000000000000003,2.4,4.2,3.8,1.02,9.899799999999999,3.14,3.7,11.6,6.473754505017603,7
939,1.0,6.5,3.5999999999999996,2.8000000000000003,3.2,3.6999999999999997,2.9,1.19,9.908,3.25,6.5,12.4,6.570580538978687,8
947,1.0,6.7,2.1,3.7,2.5,3.4000000000000004,3.5,0.89,9.913,3.25,5.0,11.0,6.475450230054845,7
953,1.0,6.8,2.7,2.8000000000000003,7.8,3.8,2.6,0.89,9.915000000000001,3.24,3.4000000000000004,12.5,6.618549010396594,6
955,1.0,7.6,1.7000000000000002,2.7,4.6,5.0,2.3,0.98,9.9422,3.08,4.699999999999999,9.5,5.527051974569193,6
957,1.0,6.5,4.1,2.4,14.0,4.8,2.4,1.13,9.982,3.44,5.300000000000001,9.8,5.544217428923697,6
958,1.0,7.9,2.8000000000000003,4.9,7.7,4.5,4.8,1.95,9.953999999999999,3.04,5.5,11.0,5.985529144632988,6
961,1.0,7.8,2.9,3.5999999999999996,7.0,4.2,3.8,1.61,9.940999999999999,3.26,3.7,11.2,6.1685634191510275,8
965,1.0,6.2,4.1,2.2,1.9,2.3,0.5,0.56,9.892800000000001,3.04,7.9,13.0,6.510917660512391,7
966,1.0,8.6,1.6,3.8,3.4,4.0,4.1,1.43,9.932,2.95,3.9000000000000004,10.2,5.9379828678090645,6
969,1.0,7.2,3.2,4.699999999999999,5.1,4.3999999999999995,1.9,0.65,9.91,3.03,4.1,12.6,6.420431829195341,4
971,1.0,7.2,2.4,4.0,17.85,4.9,5.0,1.85,10.0,3.34,4.2,9.6,5.731849638649387,5
974,1.0,6.1,3.0,3.2,2.2,4.2,4.1,1.42,9.895199999999999,3.31,4.4,12.7,6.8218923242604355,7
980,1.0,5.0,3.5,2.5,7.8,3.1,2.4,1.16,9.9241,3.39,4.0,11.3,6.30249800432304,6
982,1.0,8.3,2.8000000000000003,4.0,7.8,4.09999999999999,3.8,1.94,9.976,3.34,5.1,9.6,5.616513211914613,6
985,1.0,8.5,2.1,4.1,4.3,3.5999999999999996,2.4,0.99,9.947000000000001,3.18,5.300000000000001,9.7,5.819626933491282,6
988,1.0,6.7,2.4,3.5999999999999996,8.4,4.2,4.2,1.23,9.9473,3.34,5.2,10.9,6.256548667180133,6
991,1.0,6.8,2.6,3.4000000000000004,13.9,3.4000000000000004,3.9,1.34,9.949,3.33,5.300000000000001,12.0,6.66281440812224,6
995,1.0,6.8,2.8000000000000003,3.4000000000000004,7.5,3.5000000000000004,3.4,1.77,9.9692,3.33,4.3,9.1,5.4746524985806415,5
996,1.0,7.1,2.1,2.8000000000000003,2.7,3.4000000000000004,2.3,1.11,9.9405,3.35,6.4,10.2,5.907258355134118,4
997,1.0,10.7,2.2,5.6000000000000005,8.2,4.3999999999999995,3.7,1.81,9.98,2.87,6.800000000000001,9.5,5.502121325031803,6
999,1.0,6.0,3.4000000000000004,3.2,3.8,4.3999999999999995,1.3,1.16,9.9108,3.39,4.4,11.8,6.29727050016682,7
1001,1.0,7.0,2.7,3.2,6.8,4.7,4.7,1.93,9.938,3.23,3.9000000000000004,11.4,6.166554413907871,6
1006,1.0,5.6,1.2,2.6,4.3,3.8,1.8,0.97,9.947700000000001,3.36,4.6000000000000005,9.2,5.525928702365134,5
1007,1.0,6.2,3.0,3.0,2.5,4.09999999999999,2.9,0.82,9.906500000000001,3.31,6.1,11.8,6.545910878768642,7
1008,1.0,6.6,3.2,2.6,4.6,3.1,2.6,1.2,9.9198,3.4,7.3,12.5,6.658025686966902,7
1009,1.0,8.0,3.7,3.1,4.7,3.8,0.3,1.27,9.9186,2.9,7.199999999999999,12.1,5.992629035887978,5
1011,1.0,6.1,2.5,1.7999999999999998,10.5,4.9,4.1,1.24,9.963,3.14,3.5,10.5,5.559887729579228,5
1012,1.0,5.9,2.6,2.5,12.5,3.4000000000000004,3.8,1.52,9.977,3.33,4.3,9.4,5.6065757695286145,5
1014,1.0,6.9,1.3,2.8000000000000003,13.3,5.0,4.7,1.32,9.9655,3.34,4.2,10.1,6.094858605286403,6
1015,1.0,7.8,1.5,2.4,7.7,4.7,2.1,0.98,9.951,2.94,3.1,9.6,5.361979368842082,6
1016,1.0,6.8,1.7999999999999998,3.2,7.2,4.7,1.7,1.09,9.9498,3.42,4.4,10.4,5.849608867337999,6
1021,1.0,6.4,2.1,3.4000000000000004,16.05,4.0,5.6,1.42,9.9678,3.11,3.8,10.6,6.147645033279137,5
1023,1.0,9.2,2.8000000000000003,4.6000000000000005,3.2,5.79999999999999,3.9,1.33,9.96,3.14,5.8,9.5,5.512089402281023,5
1024,1.0,5.1,3.0,3.0,2.3,4.8,4.0,1.5,9.8944,3.29,4.6000000000000005,12.2,6.624709414264874,6
1025,1.0,8.3,2.8000000000000003,4.5,7.8,5.8999999999999995,3.2,1.39,9.972,3.33,7.7,11.2,5.844786088188947,6
1030,1.0,6.1,2.7,3.2,6.2,4.8,4.7,1.61,9.9281,3.22,6.0,11.0,6.300416548327972,6
1031,1.0,6.8,3.0,2.9,6.2,2.5,2.9,0.95,9.9071,3.03,3.2,12.9,6.616458938661959,7
1032,1.0,7.6,2.7,5.2,3.2,4.3,2.8,1.52,9.9129,3.02,5.300000000000001,11.4,6.307342487041025,6
1033,1.0,6.5,3.3000000000000003,3.0,3.8,3.5999999999999996,3.4,0.88,9.902800000000001,3.25,6.3,12.5,6.80985636570955,7
1034,1.0,6.3,2.8000000000000003,3.4000000000000004,8.1,3.8,4.4,1.29,9.924800000000001,3.26,2.9,12.1,6.563245648957774,6
1035,1.0,5.8,1.3,2.6,5.1,3.9,1.9,1.03,9.9478,3.36,4.699999999999999,9.3,5.596516575984065,6
1039,1.0,7.2,1.9,3.1,6.3,3.4000000000000004,1.7,1.03,9.9305,3.15,5.2,11.4,6.155739578666869,7
1041,1.0,5.7,2.8000000000000003,2.8000000000000003,2.2,1.9,1.5,0.65,9.902,3.06,5.2,11.2,6.252663843928223,6
1045,1.0,6.4,2.9,2.1,9.65,4.09999999999999,3.6,1.19,9.9334,2.99,3.4000000000000004,10.933333333299998,5.974627025075163,6
1049,1.0,8.0,2.0,4.0,5.2,5.5,4.1,1.67,9.953,3.18,4.0,10.6,5.741687297732652,7
1054,1.0,6.5,2.6,3.2,6.65,5.8999999999999995,3.4,1.04,9.9254,3.18,4.2,11.1,6.123520564209217,5
1055,1.0,7.3,2.6,3.0,9.3,5.0,3.5,1.54,9.9581,3.21,5.0,10.4,5.77968229068626,6
1056,1.0,8.3,2.3000000000000003,4.3,3.2,3.5000000000000004,1.4,1.01,9.928,3.15,3.5999999999999996,11.5,6.059714013257632,5
1059,1.0,6.4,1.4000000000000001,2.8000000000000003,7.9,5.7,2.1,0.82,9.942499999999999,3.26,3.5999999999999996,10.0,5.742226310583797,6
1075,1.0,7.4,3.0,3.0,5.2,5.3,4.5,1.63,9.940999999999999,3.12,4.5,10.3,5.793608754482023,6
1076,1.0,6.5,2.1,4.0,7.3,4.09999999999999,4.9,1.15,9.9268,3.21,4.3,11.0,6.515240394662485,6
1079,1.0,7.5,2.3000000000000003,3.5999999999999996,7.0,3.5999999999999996,4.3,1.61,9.938,3.04,3.2,11.0,6.073286578533975,5
1080,1.0,6.0,2.0,2.6,6.8,4.9,2.2,0.93,9.928,3.15,4.2,11.0,5.954327785508602,6
1083,1.0,6.9,2.2,3.2,5.8,4.09999999999999,2.0,1.19,9.929599999999999,3.17,5.5,11.2,6.089291249292,6
1086,1.0,8.4,3.5999999999999996,3.5999999999999996,11.1,3.2,2.1,1.32,9.9313,2.95,3.9000000000000004,13.0,6.419547134373867,6
1095,1.0,6.7,1.1,3.4000000000000004,8.8,4.3,4.1,1.13,9.962,3.42,4.0,9.3,5.908885917230993,7
1099,1.0,6.9,3.3000000000000003,3.1,7.7,4.0,2.9,1.35,9.922600000000001,3.11,5.699999999999999,12.3,6.423614613983647,5
1101,1.0,7.7,4.3,2.8000000000000003,4.5,4.6,3.3,1.02,9.918,3.16,5.6000000000000005,12.2,6.372099374033516,7
1103,1.0,8.0,3.3000000000000003,3.2,4.6,4.09999999999999,3.1,1.8,9.9184,2.92,7.4,12.2,6.2893206218464295,6
1106,1.0,6.4,3.1,2.8000000000000003,2.5,3.9,3.4,1.37,9.8946,3.22,3.8,12.7,6.6848525202508,6
1107,1.0,5.6,2.8000000000000003,2.7,3.9,4.3,5.2,1.58,9.9202,3.35,4.4,10.7,6.336790242378686,7
1110,1.0,5.4,1.5,3.2,2.5,3.6999999999999997,1.0,0.51,9.8878,3.04,5.8,12.6,6.5691672630908435,6
1111,1.0,6.6,3.5,3.4000000000000004,4.9,3.2,0.9,1.25,9.9253,3.32,8.100000000000001,12.0,6.331058992873771,5
1116,1.0,6.7,2.8000000000000003,3.4000000000000004,8.9,4.8,3.2,1.11,9.945500000000001,3.25,5.4,11.0,6.0807326360255125,7
1121,1.0,5.8,2.7,2.0,14.95,4.3999999999999995,2.2,1.79,9.962,3.37,3.7,10.2,5.804690932574671,5
1125,1.0,6.0,3.1,2.7,2.3,4.2,1.9,1.2,9.895199999999999,3.32,4.1,12.7,6.5632137021780625,7
1126,1.0,6.2,3.9000000000000004,2.4,4.8,3.6999999999999997,4.5,1.38,9.917399999999999,3.23,4.3,11.2,6.336801292979942,7
1127,1.0,6.7,4.6000000000000005,2.7,5.2,3.9,3.5,0.96,9.9129,3.16,4.4,12.4,6.440646504045374,7
1137,1.0,6.0,2.4,2.8000000000000003,3.95,3.8,6.1,1.34,9.9146,3.3,5.4,11.3,6.712804459062073,7
1138,1.0,7.9,3.0,2.7,8.5,3.5999999999999996,2.0,1.12,9.939,2.96,4.6000000000000005,11.7,5.945679737949959,6
1139,1.0,6.6,2.4,3.3000000000000003,10.1,3.2,0.8,0.81,9.9626,3.19,5.1,9.8,5.540852420115412,6
1141,1.0,6.9,1.7000000000000002,2.2,4.6,6.4,5.5,1.52,9.952,3.29,3.7,9.3,5.585032883583175,6
1147,1.0,7.6,1.3,3.4000000000000004,9.3,6.2,4.0,1.26,9.966000000000001,3.21,3.9000000000000004,9.6,5.6003544991861975,5
1148,1.0,6.1,1.5,2.9,6.2,4.6,3.9,1.51,9.947099999999999,3.6,4.4,10.6,6.176258901429759,6
1149,1.0,5.0,4.55,1.7999999999999998,1.9,3.5999999999999996,3.3,1.06,9.874600000000001,3.21,8.299999999999999,14.0,7.1363418599212665,7
1150,1.0,7.1,1.45,3.3000000000000003,4.6,5.0,3.3,1.31,9.942,3.28,4.0,9.6,5.783034318376857,6
1158,1.0,6.6,4.0,3.0,5.3,3.8,2.0,1.25,9.9204,3.36,7.3,12.6,6.526668824269946,6
1159,1.0,6.4,4.6000000000000005,2.2,14.7,4.7,5.1,1.83,9.98275,3.39,6.0,10.5,5.826648543558816,5
1162,1.0,7.4,1.05,3.4000000000000004,12.2,5.0,5.7,1.46,9.972999999999999,3.16,3.7,9.0,5.774301662561924,6
1164,1.0,7.4,2.4,2.9,10.1,5.0,2.1,1.05,9.962,3.13,3.5,9.5,5.41636590678886,5
1165,1.0,6.5,3.5,3.5999999999999996,0.8,3.4000000000000004,3.2,1.11,9.8942,3.11,5.0,12.1,6.556635507770795,8
1166,1.0,7.4,2.3000000000000003,3.8,8.6,5.2,4.1,1.5,9.9534,3.06,4.6000000000000005,10.3,5.775990369076326,5
1168,1.0,7.0,2.0,3.8,8.1,5.0,4.2,1.73,9.9585,3.3,5.4,9.8,5.856537770745456,6
1172,1.0,6.3,3.4000000000000004,2.7,2.5,2.4,4.0,1.52,9.9095,3.35,6.0,11.9,6.695493124155031,7
1174,1.0,7.9,4.4,2.6,4.45,3.3000000000000003,2.3,1.0,9.9117,3.17,5.2,12.7,6.516051810325431,6
1175,1.0,6.6,1.6,2.5,9.8,4.9,5.95,1.37,9.95,3.16,3.8,10.0,6.047955804336566,6
1178,1.0,7.2,2.1,3.3000000000000003,3.0,3.5999999999999996,3.5,1.32,9.928,3.25,4.0,11.0,6.158265785426484,6
1183,1.0,6.4,2.2,3.8,9.1,4.3999999999999995,3.5,1.27,9.9326,2.97,3.0,11.0,6.024585101647418,7
1184,1.0,5.9,2.4,2.6,12.3,5.3,3.4,1.34,9.972,3.34,4.5,9.5,5.560724863995012,6
1186,1.0,6.6,2.5,3.3000000000000003,8.5,4.2,2.9,1.41,9.9546,3.28,6.0,10.4,5.879551068066049,5
1191,1.0,6.9,2.2,2.8000000000000003,7.8,5.0,4.3,1.16,9.9326,3.22,6.0,11.5,6.408753127494893,8
1193,1.0,8.4,1.7000000000000002,3.1,6.7,3.8,2.9,1.32,9.945,3.1,3.2,10.6,5.878260219092846,7
1195,1.0,6.3,2.0,3.7,11.8,4.5,5.8,1.3,9.9519,3.2,3.5,10.8,6.283386362135527,5
1199,1.0,5.0,3.5,2.5,7.8,3.1,2.4,1.16,9.9241,3.39,4.0,11.3,6.30249800432304,6
1201,1.0,6.7,1.9,3.2,3.7,4.09999999999999,2.6,0.76,9.917300000000001,2.9,5.699999999999999,10.5,5.964505558528544,7
1204,1.0,6.2,2.6,2.0,8.0,4.7,3.5,1.11,9.9445,3.11,4.2,10.4,5.717613004422422,6
1205,1.0,7.7,3.1,2.6,7.8,3.1,2.3,0.9,9.943999999999999,3.13,5.0,10.4,5.915578802356355,5
1210,1.0,7.1,2.3000000000000003,2.3000000000000003,3.5,3.8,2.3,1.12,9.9157,3.05,3.7,11.3666666667,6.039246840439106,6
1213,1.0,5.8,4.2,3.0,2.2,3.5000000000000004,2.6,1.29,9.89,3.32,4.699999999999999,12.9,6.766094447166323,6
1221,1.0,6.5,2.4,3.2,7.6,3.8,4.8,2.03,9.958,3.45,5.4,9.7,5.9985768869823035,7
1231,1.0,6.8,3.9000000000000004,3.4000000000000004,7.4,2.0,3.8,1.33,9.9212,3.18,4.4,12.0,6.627382837616137,7
