,Constant,len,dia,hei,w_wei,s_wei,v_wei,sh_wei,y_pred,y_act
660,1.0,0.675,0.525,0.16,1.2835,0.5720000000000001,0.2755,0.3545,10.629942420815665,13
664,1.0,0.535,0.415,0.185,0.8415,0.314,0.1585,0.3,13.536029906451882,15
667,1.0,0.53,0.415,0.13,0.8425,0.275,0.1945,0.265,12.982010498840312,20
668,1.0,0.565,0.44,0.115,0.9185,0.4039999999999999,0.1785,0.29,10.877220772760886,11
671,1.0,0.58,0.46,0.15,1.1155,0.5575,0.2255,0.29,9.658237237270603,7
672,1.0,0.6,0.475,0.155,1.1385,0.502,0.2295,0.31,11.320872948366954,9
673,1.0,0.66,0.505,0.185,1.528,0.69,0.3025,0.441,12.181552389904587,11
676,1.0,0.595,0.46,0.17,1.1295,0.57,0.2555,0.265,9.04572213546814,10
677,1.0,0.55,0.42,0.155,0.912,0.495,0.1805,0.205,8.757147229476926,9
679,1.0,0.585,0.45,0.175,1.1275,0.4925,0.262,0.335,11.359211647208264,11
681,1.0,0.575,0.42,0.135,0.857,0.461,0.147,0.2125,8.955388850428221,10
682,1.0,0.53,0.395,0.145,0.775,0.308,0.1689999999999999,0.255,11.767602455339384,7
685,1.0,0.56,0.45,0.145,0.894,0.3885,0.2095,0.264,10.50321566349756,9
693,1.0,0.545,0.445,0.15,0.8,0.3535,0.163,0.207,10.624447657326797,9
695,1.0,0.59,0.44,0.15,0.9555,0.366,0.2425,0.295,11.543917739714912,11
697,1.0,0.64,0.5,0.18,1.4995,0.593,0.314,0.431,13.968602396800085,11
698,1.0,0.55,0.435,0.145,0.843,0.3279999999999999,0.1915,0.255,11.624471884244205,15
699,1.0,0.595,0.475,0.16,1.1405,0.547,0.231,0.271,10.101086437849613,6
703,1.0,0.645,0.515,0.16,1.1845,0.506,0.311,0.335,10.095403352758103,9
704,1.0,0.605,0.435,0.13,0.9025,0.432,0.174,0.26,9.817893343313106,11
706,1.0,0.58,0.475,0.155,0.974,0.4305,0.23,0.285,10.358587674871012,10
707,1.0,0.64,0.52,0.175,1.248,0.4245,0.2595,0.48,15.109453405804613,12
710,1.0,0.515,0.4,0.14,0.7365,0.2955,0.184,0.185,10.813830095865614,16
712,1.0,0.675,0.515,0.15,1.3119999999999998,0.556,0.2845,0.4115,11.533051651112281,11
717,1.0,0.59,0.47,0.18,1.1235,0.4205,0.2805,0.36,12.794687949361721,13
718,1.0,0.5,0.385,0.12,0.6335,0.2305,0.125,0.235,12.018878966017185,14
721,1.0,0.55,0.45,0.175,1.0985,0.3765,0.215,0.4,15.2411587063656,14
722,1.0,0.615,0.47,0.175,1.242,0.5675,0.287,0.317,10.521410814620106,11
725,1.0,0.56,0.44,0.16,1.1115,0.5035,0.2785,0.26,10.151308935007844,10
726,1.0,0.51,0.395,0.145,0.6185,0.216,0.1385,0.24,12.105619821131592,12
729,1.0,0.61,0.495,0.175,1.2635,0.53,0.315,0.3455,11.317181911233023,10
736,1.0,0.6,0.485,0.165,1.1405,0.5870000000000001,0.2175,0.288,9.413304547382888,9
737,1.0,0.55,0.47,0.15,0.9205,0.381,0.2435,0.2675,10.51505950422931,10
738,1.0,0.6,0.47,0.13,1.0105,0.423,0.2189999999999999,0.298,11.009075682190018,9
744,1.0,0.585,0.46,0.185,0.922,0.3635,0.213,0.285,11.950068462401777,10
747,1.0,0.615,0.48,0.18,1.1595,0.4845,0.2165,0.325,12.645344246387996,13
748,1.0,0.58,0.425,0.15,0.8440000000000001,0.3645,0.185,0.2705,10.85070229342619,9
753,1.0,0.615,0.495,0.2,1.219,0.564,0.2269999999999999,0.3885,11.917958856541336,10
754,1.0,0.505,0.4,0.125,0.77,0.2735,0.159,0.255,12.61591196159571,13
757,1.0,0.66,0.535,0.19,1.5905,0.6425,0.297,0.5175,14.803292764359744,9
758,1.0,0.57,0.47,0.155,1.186,0.6355,0.2315,0.2769999999999999,8.770075865065309,10
759,1.0,0.675,0.52,0.175,1.494,0.7365,0.3055,0.37,9.73208739212835,9
760,1.0,0.615,0.505,0.19,1.403,0.6715,0.2925,0.365,10.729457108450273,8
765,1.0,0.65,0.52,0.175,1.2655,0.615,0.2775,0.336,9.497362915127079,9
775,1.0,0.59,0.475,0.145,1.053,0.4415,0.262,0.325,10.784402314240598,15
778,1.0,0.57,0.435,0.14,0.8085,0.3235,0.183,0.22,10.9644420318578,16
779,1.0,0.555,0.455,0.17,0.8435,0.309,0.1905,0.3,12.533543484473922,15
780,1.0,0.55,0.45,0.15,0.875,0.362,0.1755,0.2765,11.700037517851474,10
782,1.0,0.635,0.49,0.175,1.2435,0.5805,0.313,0.305,9.42181447156091,10
783,1.0,0.565,0.445,0.145,0.9255,0.4345,0.212,0.2475,9.740253699618801,9
786,1.0,0.645,0.51,0.19,1.4745,0.605,0.345,0.48,12.923086086263016,9
787,1.0,0.61,0.47,0.175,1.214,0.5315,0.2835,0.325,11.097043193762202,10
792,1.0,0.615,0.455,0.15,0.9335,0.382,0.247,0.2615,10.283752916509147,10
795,1.0,0.595,0.435,0.15,0.9,0.4175,0.17,0.265,10.569111162100494,8
802,1.0,0.56,0.445,0.165,0.8320000000000001,0.3455,0.179,0.2789999999999999,11.499253893346784,9
805,1.0,0.49,0.38,0.145,0.6725,0.249,0.181,0.21,11.422050879373918,10
811,1.0,0.57,0.415,0.13,0.88,0.4275,0.1955,0.238,9.362298010540652,13
812,1.0,0.64,0.475,0.19,1.151,0.4365,0.281,0.3805,12.729324710902297,13
820,1.0,0.69,0.55,0.18,1.659,0.8715,0.2655,0.4395,10.010208242295658,9
821,1.0,0.645,0.53,0.195,1.39,0.6465,0.2945,0.3735,10.883310099225536,10
824,1.0,0.6,0.475,0.19,1.0875,0.4029999999999999,0.2655,0.325,12.796415347853737,14
828,1.0,0.545,0.42,0.13,0.879,0.374,0.1695,0.23,11.292227884442362,13
829,1.0,0.55,0.415,0.135,0.775,0.302,0.179,0.26,11.382017736230983,23
830,1.0,0.61,0.47,0.165,1.1785,0.5660000000000001,0.2785,0.294,9.44745815384653,11
831,1.0,0.53,0.405,0.15,0.889,0.4055,0.2275,0.215,9.909253036666776,8
832,1.0,0.635,0.505,0.17,1.2635,0.512,0.322,0.355,11.40292874993033,9
833,1.0,0.635,0.5,0.18,1.2915,0.594,0.2695,0.37,11.051118208944352,9
835,1.0,0.53,0.415,0.12,0.706,0.3355,0.1635,0.1345,9.008872416006401,9
836,1.0,0.535,0.45,0.135,0.8075,0.322,0.181,0.25,11.240180074193777,13
838,1.0,0.635,0.485,0.165,1.2695,0.5635,0.3065,0.3395,10.474078497673508,11
840,1.0,0.56,0.435,0.185,1.106,0.422,0.2435,0.33,13.48349366488738,15
848,1.0,0.53,0.425,0.13,0.7675,0.419,0.1205,0.21,9.20400979240406,9
850,1.0,0.545,0.42,0.125,0.7170000000000001,0.358,0.1119999999999999,0.22,9.974424775052483,8
851,1.0,0.61,0.49,0.16,1.112,0.465,0.228,0.341,11.90661997384657,10
852,1.0,0.52,0.395,0.145,0.77,0.424,0.142,0.1895,9.029926984656836,7
854,1.0,0.63,0.485,0.165,1.233,0.6565,0.2315,0.3035,8.826646792254788,10
855,1.0,0.64,0.49,0.18,1.36,0.653,0.347,0.305,8.924909667193251,9
857,1.0,0.485,0.415,0.14,0.5705,0.25,0.134,0.185,10.248693403158013,8
858,1.0,0.6,0.475,0.17,1.1315,0.508,0.272,0.309,10.420462977007587,10
860,1.0,0.565,0.45,0.175,1.0095,0.447,0.2375,0.2645,10.790036999165139,9
862,1.0,0.485,0.395,0.16,0.66,0.2475,0.128,0.235,12.542490508256614,14
864,1.0,0.71,0.56,0.18,1.652,0.735,0.381,0.4525,10.980903485897944,11
868,1.0,0.545,0.43,0.14,0.772,0.289,0.19,0.2615,11.46890364944849,8
869,1.0,0.515,0.4,0.135,0.6965,0.32,0.1255,0.175,10.543490983657108,9
870,1.0,0.595,0.485,0.145,1.2515,0.5035,0.2925,0.33,11.901936067956173,14
871,1.0,0.61,0.475,0.155,1.168,0.5539999999999999,0.239,0.3295,10.349613967072532,10
872,1.0,0.665,0.5,0.17,1.2975,0.6035,0.291,0.3595,10.124783835047756,9
873,1.0,0.56,0.42,0.14,0.8370000000000001,0.414,0.214,0.2,8.60814430868523,8
874,1.0,0.54,0.415,0.17,0.879,0.3389999999999999,0.208,0.255,12.133100997151404,10
878,1.0,0.62,0.475,0.16,1.1295,0.4629999999999999,0.2685,0.33,11.432968711851363,10
880,1.0,0.59,0.46,0.14,1.004,0.496,0.2165,0.26,9.173859240880212,9
882,1.0,0.635,0.51,0.185,1.308,0.544,0.318,0.377,11.694999891792422,8
883,1.0,0.585,0.45,0.15,0.997,0.4055,0.283,0.251,10.22683919298954,11
893,1.0,0.66,0.53,0.175,1.5830000000000002,0.7395,0.3505,0.405,10.486644878308134,10
896,1.0,0.6,0.47,0.175,1.105,0.4865,0.247,0.315,11.123907877462948,15
897,1.0,0.555,0.425,0.13,0.7665,0.264,0.168,0.275,12.331009714550305,13
900,1.0,0.605,0.475,0.14,1.1175,0.555,0.257,0.2739999999999999,8.697106207519772,9
901,1.0,0.51,0.4,0.15,0.745,0.2865,0.1675,0.235,11.904568043025666,13
903,1.0,0.625,0.48,0.16,1.2415,0.6575,0.2625,0.2785,8.217731888710484,9
907,1.0,0.575,0.425,0.135,0.7965,0.364,0.196,0.239,9.536368313611643,10
908,1.0,0.605,0.49,0.18,1.167,0.457,0.29,0.3745,12.285209452652932,9
911,1.0,0.515,0.39,0.13,0.5755,0.1975,0.13,0.1845,11.54920811954003,9
912,1.0,0.575,0.465,0.175,1.099,0.4735,0.2019999999999999,0.35,12.57503516236519,9
913,1.0,0.61,0.475,0.15,1.1135,0.5195,0.2575,0.3005,9.742292883087686,11
915,1.0,0.61,0.495,0.165,1.0835,0.4525,0.273,0.317,10.795197671924669,9
916,1.0,0.615,0.46,0.17,1.0565,0.4815,0.272,0.27,9.630671813671833,10
917,1.0,0.635,0.5,0.175,1.477,0.684,0.3005,0.39,11.325631771732603,12
919,1.0,0.595,0.465,0.125,0.799,0.3245,0.2,0.23,9.978662517722231,10
920,1.0,0.655,0.5,0.18,1.4155,0.508,0.314,0.445,14.674477627212035,18
924,1.0,0.645,0.52,0.18,1.285,0.5775,0.352,0.317,9.334781548091224,9
927,1.0,0.585,0.465,0.145,0.9855,0.4325,0.2145,0.2845,10.69115282401973,10
931,1.0,0.63,0.5,0.17,1.3135,0.5595,0.267,0.4,12.383177323867208,20
938,1.0,0.625,0.49,0.175,1.233,0.5565,0.247,0.365,11.47891705600274,11
939,1.0,0.555,0.425,0.18,0.875,0.3695,0.2005,0.255,11.42329286430374,11
940,1.0,0.67,0.51,0.155,1.278,0.5605,0.3045,0.358,10.330400330917454,11
943,1.0,0.555,0.445,0.135,0.836,0.336,0.1625,0.275,11.744409215491606,13
945,1.0,0.65,0.515,0.18,1.463,0.6579999999999999,0.3135,0.4115,11.486012669695686,11
947,1.0,0.585,0.45,0.15,1.047,0.4315,0.276,0.315,10.851130857791416,14
948,1.0,0.615,0.515,0.17,1.14,0.4305,0.2245,0.42,13.654992732941855,16
949,1.0,0.52,0.415,0.145,0.8045,0.3325,0.1725,0.285,11.673585256628787,10
951,1.0,0.515,0.405,0.145,0.695,0.215,0.1635,0.2339999999999999,12.817276193665412,15
953,1.0,0.635,0.495,0.195,1.172,0.445,0.3115,0.3475,12.107377732919801,11
956,1.0,0.55,0.44,0.165,0.8605,0.312,0.1689999999999999,0.3,13.208125795928215,17
960,1.0,0.605,0.475,0.19,1.1255,0.59,0.247,0.26,8.732137235147288,10
961,1.0,0.72,0.57,0.2,1.8275,0.919,0.366,0.485,9.876049005627994,10
962,1.0,0.595,0.48,0.16,1.2095,0.5225,0.296,0.32,10.825435622284548,8
964,1.0,0.625,0.465,0.14,1.195,0.4825,0.205,0.4,13.365726352621516,13
965,1.0,0.695,0.55,0.185,1.679,0.805,0.4015,0.3965,9.218912909369061,10
966,1.0,0.6,0.47,0.19,1.1345,0.492,0.2595,0.3375,11.54280530185245,10
967,1.0,0.595,0.455,0.155,1.041,0.416,0.2105,0.365,12.624115595641962,14
968,1.0,0.525,0.425,0.16,0.8355,0.3545,0.2135,0.245,10.765110382763709,9
970,1.0,0.6,0.46,0.15,1.235,0.6025,0.2739999999999999,0.29,9.464581802638987,8
971,1.0,0.64,0.48,0.195,1.1435,0.4915,0.2345,0.353,12.023467939371592,9
973,1.0,0.575,0.435,0.135,0.992,0.432,0.2225,0.239,10.537296850269806,10
974,1.0,0.57,0.48,0.18,0.9395,0.3989999999999999,0.2,0.295,11.567119539522404,14
977,1.0,0.6,0.465,0.155,1.04,0.4755,0.25,0.28,9.848992482917144,11
978,1.0,0.625,0.49,0.165,1.1165,0.4895,0.2615,0.3325,10.645143566787787,11
981,1.0,0.63,0.485,0.175,1.3,0.4335,0.2945,0.46,15.237374874365951,23
982,1.0,0.615,0.455,0.135,1.0590000000000002,0.4735,0.263,0.2739999999999999,9.635591478874886,9
985,1.0,0.525,0.405,0.16,0.792,0.316,0.1455,0.28,12.599700977797136,13
988,1.0,0.565,0.425,0.1,0.7145,0.3055,0.166,0.18,9.53875929691434,12
989,1.0,0.56,0.42,0.15,0.8755,0.44,0.1965,0.2315,9.219337581366972,8
993,1.0,0.685,0.52,0.15,1.3735,0.7185,0.293,0.32,7.773910395430966,11
997,1.0,0.67,0.5,0.2,1.269,0.5760000000000001,0.2985,0.351,10.51678436597333,11
999,1.0,0.535,0.42,0.165,0.9195,0.3355,0.1985,0.26,13.048540261101193,16
1000,1.0,0.615,0.475,0.17,1.129,0.4795,0.302,0.3,10.378994371284987,10
1001,1.0,0.605,0.475,0.15,1.15,0.575,0.2319999999999999,0.297,9.463806467788658,10
1003,1.0,0.605,0.49,0.15,1.1345,0.4305,0.2525,0.35,12.623886591935586,10
1005,1.0,0.645,0.49,0.16,1.144,0.5015,0.289,0.319,10.015302185059753,8
1006,1.0,0.605,0.48,0.155,0.9995,0.425,0.1985,0.3,11.42270371179045,10
1008,1.0,0.515,0.42,0.14,0.769,0.2505,0.154,0.29,13.46772280505192,13
1010,1.0,0.555,0.45,0.175,0.8740000000000001,0.3275,0.2019999999999999,0.305,12.47313899228718,10
1011,1.0,0.64,0.525,0.2,1.3765,0.44,0.3075,0.47,16.201173433666057,16
1012,1.0,0.645,0.485,0.15,1.2215,0.5695,0.2735,0.33,9.849992014342801,9
1014,1.0,0.545,0.44,0.14,0.8395,0.356,0.1905,0.2385,10.738180891281496,11
1019,1.0,0.625,0.495,0.175,1.2935,0.5805,0.317,0.355,10.45838275273743,9
1021,1.0,0.55,0.43,0.16,0.9295,0.317,0.1735,0.355,14.405184517195462,13
1022,1.0,0.56,0.435,0.135,0.72,0.3289999999999999,0.103,0.251,11.033510177360004,11
1024,1.0,0.65,0.52,0.195,1.281,0.5985,0.246,0.3825,11.268936955984229,10
1025,1.0,0.645,0.52,0.175,1.561,0.7090000000000001,0.3555,0.4,10.915510753016681,8
1026,1.0,0.515,0.39,0.155,0.7125,0.3695,0.1369999999999999,0.155,9.562287522480801,7
1029,1.0,0.6,0.475,0.18,1.1805,0.4345,0.2475,0.425,14.257699422289548,19
1033,1.0,0.63,0.5,0.185,1.362,0.5785,0.3125,0.384,11.957853235483501,10
1034,1.0,0.61,0.45,0.16,1.136,0.414,0.311,0.3,12.012635745542253,9
1035,1.0,0.625,0.455,0.17,1.082,0.4955,0.2345,0.315,10.610995898856785,9
1036,1.0,0.615,0.475,0.19,1.4335,0.7315,0.305,0.3285,9.475642611661414,9
1037,1.0,0.625,0.485,0.16,1.15,0.5255,0.257,0.3315,10.343523710318708,11
1038,1.0,0.635,0.525,0.185,1.4065,0.684,0.3,0.3745,10.071253789001414,10
1039,1.0,0.565,0.455,0.175,1.013,0.342,0.207,0.35,14.47008669740993,19
1041,1.0,0.565,0.48,0.175,0.957,0.3885,0.215,0.275,11.706275997257677,18
1042,1.0,0.625,0.47,0.17,1.255,0.525,0.2415,0.405,12.98455147048178,10
1043,1.0,0.515,0.425,0.135,0.7120000000000001,0.2665,0.1605,0.25,11.696428168778056,11
1048,1.0,0.58,0.45,0.145,1.137,0.5585,0.22,0.29,10.089952194584237,8
1052,1.0,0.565,0.435,0.155,0.782,0.2715,0.168,0.285,12.660425651233615,14
1056,1.0,0.565,0.43,0.15,0.8215,0.332,0.1685,0.29,11.772844426489279,11
1057,1.0,0.515,0.4,0.16,0.8175,0.2515,0.156,0.3,14.638662158622504,23
1059,1.0,0.56,0.45,0.16,0.922,0.432,0.178,0.26,10.664212235865683,15
1060,1.0,0.55,0.45,0.145,0.741,0.295,0.1435,0.2665,11.646069713948323,10
1062,1.0,0.625,0.48,0.18,1.223,0.565,0.2975,0.3375,10.107140743049797,10
1064,1.0,0.55,0.43,0.125,0.923,0.4035,0.175,0.283,11.280759605885079,8
1065,1.0,0.49,0.38,0.14,0.6385,0.2305,0.142,0.195,11.936325149875943,13
1067,1.0,0.52,0.435,0.195,0.973,0.2985,0.2135,0.355,15.44995555527042,18
1068,1.0,0.525,0.425,0.14,0.8735,0.4205,0.182,0.2225,9.97828811813436,10
1070,1.0,0.58,0.465,0.16,1.0345,0.315,0.26,0.3635,14.203688183203578,12
1072,1.0,0.495,0.38,0.145,0.5,0.205,0.148,0.1505,9.95832949526049,8
1073,1.0,0.62,0.5,0.165,1.307,0.6355,0.2545,0.315,10.19052064422846,9
1074,1.0,0.615,0.49,0.17,1.145,0.4915,0.208,0.3429999999999999,12.28923410686945,13
1077,1.0,0.525,0.4,0.13,0.6445,0.345,0.1285,0.2,8.970491364566717,8
1078,1.0,0.665,0.5,0.175,1.4355,0.643,0.345,0.37,10.516207795405975,9
1081,1.0,0.67,0.525,0.19,1.527,0.5755,0.353,0.44,13.964847183607,12
1082,1.0,0.655,0.515,0.16,1.31,0.5529999999999999,0.369,0.345,9.878709756627458,11
1083,1.0,0.58,0.435,0.14,0.953,0.475,0.2165,0.2095,8.80636152671825,9
1084,1.0,0.59,0.45,0.16,0.893,0.2745,0.2185,0.345,13.583019100434512,14
1085,1.0,0.54,0.415,0.145,0.74,0.2635,0.168,0.245,12.101927488119456,12
1086,1.0,0.6,0.445,0.175,1.057,0.3829999999999999,0.216,0.355,13.857811428106897,16
1099,1.0,0.655,0.52,0.175,1.472,0.6275,0.27,0.45,13.308840049323695,13
1100,1.0,0.63,0.505,0.18,1.272,0.6025,0.295,0.315,9.757056627326406,11
1102,1.0,0.635,0.475,0.15,1.1845,0.5329999999999999,0.307,0.291,9.432516760341887,10
1106,1.0,0.585,0.485,0.15,1.079,0.4145,0.2115,0.356,13.071696468232078,11
1108,1.0,0.6,0.47,0.16,1.194,0.5625,0.3045,0.2635,9.14470427602047,10
1109,1.0,0.535,0.41,0.135,0.862,0.2855,0.1525,0.32,14.181899971410585,14
1110,1.0,0.57,0.435,0.125,0.8965,0.3829999999999999,0.1835,0.275,10.996477714260124,9
1111,1.0,0.65,0.51,0.175,1.35,0.575,0.3155,0.3885,11.49546960951423,10
1112,1.0,0.58,0.46,0.15,0.9955,0.429,0.212,0.26,11.004019623931063,19
1113,1.0,0.6,0.465,0.15,1.1025,0.5455,0.262,0.25,8.691347691055299,8
1118,1.0,0.53,0.41,0.145,0.8255,0.375,0.204,0.245,10.11709168705841,9
1119,1.0,0.625,0.445,0.16,1.09,0.46,0.2965,0.304,10.311046043009902,11
1123,1.0,0.54,0.42,0.12,0.8115,0.392,0.1455,0.2235,10.037715343101159,9
1124,1.0,0.57,0.48,0.175,1.185,0.474,0.261,0.38,12.956698303699683,11
1126,1.0,0.615,0.515,0.135,1.1215,0.545,0.2305,0.29,9.258799924230836,9
1127,1.0,0.54,0.415,0.175,0.8975,0.275,0.241,0.275,13.580977539101408,14
1129,1.0,0.59,0.46,0.13,1.102,0.455,0.2055,0.33,12.270881030578881,12
1131,1.0,0.615,0.48,0.175,1.118,0.446,0.3195,0.3,10.738969941532481,9
1133,1.0,0.64,0.505,0.19,1.2765,0.4835,0.3279999999999999,0.4,12.669984210303667,12
1134,1.0,0.605,0.49,0.145,1.3,0.517,0.3285,0.31,11.492961862994358,14
1135,1.0,0.595,0.475,0.165,1.148,0.444,0.214,0.37,13.693563642837491,10
1137,1.0,0.64,0.525,0.18,1.3135,0.4865,0.2995,0.4075,13.56329743954134,10
1138,1.0,0.47,0.365,0.135,0.522,0.2395,0.1525,0.145,9.452271385292931,10
1139,1.0,0.555,0.455,0.16,1.0575,0.3925,0.228,0.293,13.130965456076346,13
1140,1.0,0.705,0.56,0.17,1.4575,0.607,0.318,0.44,12.004691014033469,11
1142,1.0,0.635,0.52,0.175,1.2919999999999998,0.6,0.2689999999999999,0.367,10.7283438339062,11
1143,1.0,0.63,0.48,0.15,1.271,0.6605,0.2425,0.31,9.01237801677665,11
1144,1.0,0.605,0.455,0.145,0.862,0.3339999999999999,0.1985,0.3,11.414310359064517,9
1145,1.0,0.575,0.47,0.14,0.8375,0.3485,0.1735,0.24,10.87698751654743,11
1146,1.0,0.56,0.445,0.165,1.0285,0.4535,0.253,0.275,10.622410780275334,11
1147,1.0,0.65,0.525,0.19,1.6125,0.777,0.3685,0.3965,9.934088516306453,11
1148,1.0,0.68,0.505,0.17,1.3435,0.657,0.297,0.355,9.287653535562479,12
1153,1.0,0.575,0.46,0.155,0.892,0.4415,0.176,0.22,9.553481283872738,10
1156,1.0,0.47,0.355,0.145,0.4485,0.156,0.102,0.123,11.384839025864256,7
1157,1.0,0.52,0.405,0.145,0.8290000000000001,0.3535,0.1685,0.205,11.306702395911824,15
1158,1.0,0.57,0.445,0.14,1.0635,0.5265,0.2195,0.24,9.458918329134116,8
1160,1.0,0.64,0.5,0.17,1.4545,0.642,0.3575,0.354,10.634477649469174,9
1161,1.0,0.55,0.465,0.15,0.936,0.481,0.174,0.2435,9.511214507574424,9
1163,1.0,0.58,0.5,0.165,0.925,0.37,0.185,0.3005,12.002717784939005,10
1166,1.0,0.51,0.4,0.14,0.8145,0.4589999999999999,0.1965,0.195,7.834379803548377,10
1174,1.0,0.715,0.55,0.175,1.825,0.938,0.3805,0.44,8.671742262543471,11
1175,1.0,0.56,0.43,0.15,0.8745,0.4529999999999999,0.161,0.22,9.452879770066414,8
1176,1.0,0.65,0.495,0.155,1.337,0.615,0.3195,0.335,9.754382174884013,9
1177,1.0,0.57,0.455,0.15,1.107,0.54,0.255,0.27,9.380726698273653,8
1180,1.0,0.695,0.53,0.21,1.51,0.664,0.4095,0.385,10.166000338250955,10
1182,1.0,0.515,0.435,0.145,0.8815,0.292,0.206,0.255,13.120201140354352,10
1183,1.0,0.63,0.51,0.17,1.1885,0.4915,0.3065,0.348,10.931161326085775,7
1186,1.0,0.515,0.37,0.115,0.6145,0.3415,0.155,0.146,7.814244062684545,9
1189,1.0,0.605,0.455,0.145,0.9775,0.4679999999999999,0.1775,0.275,10.260863200182163,9
1192,1.0,0.6,0.445,0.135,0.9205,0.445,0.2035,0.253,9.229778285148345,9
1194,1.0,0.59,0.445,0.14,0.931,0.356,0.2339999999999999,0.28,11.319165834772333,12
1195,1.0,0.45,0.355,0.12,0.412,0.1145,0.0665,0.16,12.480824143449377,19
1196,1.0,0.64,0.475,0.14,1.0725,0.4895,0.2295,0.31,10.077620949035733,8
1197,1.0,0.66,0.525,0.18,1.5965,0.7765,0.397,0.3605,8.759637483195913,10
1198,1.0,0.61,0.485,0.165,1.087,0.4255,0.2319999999999999,0.38,12.684725289012501,11
1199,1.0,0.595,0.465,0.15,1.1005,0.5415,0.166,0.265,10.722078182053675,8
1201,1.0,0.615,0.475,0.145,0.9525,0.3915,0.195,0.32,11.474311798550753,9
1204,1.0,0.525,0.405,0.135,0.7575,0.3305,0.216,0.195,9.554545926752088,10
1212,1.0,0.605,0.49,0.165,1.071,0.482,0.1935,0.352,11.606593223411908,10
1214,1.0,0.665,0.515,0.18,1.389,0.5945,0.324,0.395,11.468569630248728,10
1215,1.0,0.52,0.42,0.16,0.745,0.255,0.157,0.2885,13.116701801469574,11
1217,1.0,0.59,0.455,0.175,0.966,0.391,0.2455,0.31,11.348955067453995,10
1222,1.0,0.59,0.49,0.135,1.008,0.422,0.2245,0.285,10.843213506386524,11
1223,1.0,0.565,0.47,0.195,1.142,0.387,0.258,0.35,14.69457675896466,17
1227,1.0,0.64,0.505,0.155,1.4025,0.705,0.2655,0.335,9.638208446967136,10
1229,1.0,0.68,0.54,0.21,1.7885,0.8345,0.408,0.437,10.859247627822123,13
1230,1.0,0.585,0.46,0.17,1.0835,0.3745,0.326,0.325,12.190146317345048,14
1232,1.0,0.62,0.5,0.175,1.186,0.4985,0.3015,0.35,11.00238122269401,12
1233,1.0,0.63,0.5,0.155,1.005,0.367,0.1989999999999999,0.36,12.987932584147588,16
1234,1.0,0.67,0.535,0.19,1.669,0.7465,0.2935,0.508,13.456814852296537,11
1236,1.0,0.65,0.515,0.16,1.1625,0.495,0.203,0.33,12.040943920540268,17
1243,1.0,0.655,0.53,0.175,1.2635,0.486,0.2635,0.415,13.281204071206124,15
1244,1.0,0.625,0.485,0.175,1.362,0.6765,0.2615,0.3705,10.390333055207225,10
1245,1.0,0.55,0.44,0.125,0.765,0.33,0.2125,0.245,9.518348534861415,9
1246,1.0,0.56,0.42,0.195,0.8085,0.3025,0.1795,0.285,12.739582857018158,14
1248,1.0,0.67,0.52,0.19,1.32,0.5235,0.3095,0.4275,12.609338644998406,13
1250,1.0,0.58,0.46,0.18,1.145,0.48,0.2769999999999999,0.325,11.673122365995306,11
1251,1.0,0.645,0.49,0.16,1.1665,0.4935,0.3155,0.299,9.986658696556251,9
1253,1.0,0.515,0.455,0.135,0.7225,0.295,0.1625,0.235,10.879157834903534,9
1254,1.0,0.68,0.52,0.175,1.543,0.7525,0.351,0.374,9.25745220196121,11
1258,1.0,0.615,0.47,0.155,1.2,0.5085,0.32,0.292,10.28359704534311,8
1260,1.0,0.505,0.395,0.135,0.5915,0.288,0.1315,0.185,9.608348188012949,12
1262,1.0,0.59,0.475,0.145,0.9745,0.4675,0.207,0.259,9.560455589763187,10
1264,1.0,0.525,0.395,0.13,0.7635,0.3375,0.1425,0.225,11.034879771768326,8
1265,1.0,0.68,0.52,0.165,1.4775,0.7240000000000001,0.2789999999999999,0.406,10.292273012228518,11
1266,1.0,0.55,0.43,0.18,0.8265,0.4405,0.159,0.225,9.481524899376247,10
1267,1.0,0.705,0.54,0.205,1.757,0.8265,0.417,0.461,10.248115953342248,9
1268,1.0,0.645,0.52,0.175,1.3345,0.667,0.2665,0.355,9.67954549973936,10
1271,1.0,0.59,0.465,0.15,0.997,0.392,0.246,0.34,11.594640838302428,12
1274,1.0,0.655,0.52,0.19,1.4545,0.6,0.3865,0.3829999999999999,11.329401141463054,10
1276,1.0,0.575,0.44,0.15,0.983,0.486,0.215,0.239,9.33795710556528,8
1277,1.0,0.57,0.44,0.175,0.9415,0.3805,0.2285,0.283,11.611483402530622,9
1278,1.0,0.62,0.485,0.165,1.166,0.483,0.238,0.355,12.262591641121727,13
1279,1.0,0.525,0.405,0.16,0.6579999999999999,0.2655,0.1125,0.225,12.000103914608347,12
1281,1.0,0.58,0.45,0.185,0.9955,0.3945,0.272,0.285,11.345722441047116,11
1282,1.0,0.57,0.445,0.155,0.867,0.3705,0.1705,0.28,11.431392418125522,9
1283,1.0,0.55,0.435,0.16,0.906,0.342,0.2189999999999999,0.295,12.184435902410268,13
1284,1.0,0.57,0.465,0.125,0.8490000000000001,0.3785,0.1765,0.24,10.116660171897582,15
1285,1.0,0.48,0.39,0.145,0.5825,0.2315,0.121,0.255,11.736532875674955,15
1287,1.0,0.63,0.485,0.155,1.278,0.637,0.275,0.31,9.1317533775896,8
