,sex,len,dia,hei,w_wei,s_wei,v_wei,sh_wei,rings
3532,M,0.67,0.525,0.2,1.7405,0.6205,0.297,0.657,11
3540,M,0.625,0.505,0.215,1.4455,0.496,0.287,0.435,22
3556,M,0.715,0.525,0.2,1.89,0.95,0.436,0.4305,10
3570,M,0.695,0.57,0.2,2.033,0.7509999999999999,0.4255,0.685,15
3573,F,0.61,0.5,0.18,1.4380000000000002,0.5185,0.3735,0.3345,9
3589,M,0.705,0.56,0.22,1.981,0.8175,0.3085,0.76,14
3599,M,0.7,0.555,0.2,1.858,0.73,0.3665,0.595,11
3619,F,0.67,0.53,0.225,1.5615,0.63,0.487,0.3725,11
3620,M,0.48,0.375,0.145,0.777,0.216,0.13,0.17,9
3624,M,0.65,0.485,0.16,1.7395,0.5715,0.2785,0.3075,10
3630,M,0.595,0.455,0.195,1.3305,0.4595,0.3235,0.345,19
3646,F,0.655,0.515,0.18,1.412,0.6195,0.2485,0.497,11
3647,F,0.56,0.455,0.125,0.943,0.344,0.129,0.375,21
3650,M,0.71,0.555,0.175,2.14,1.2455,0.3725,0.434,11
3653,F,0.705,0.535,0.18,1.685,0.693,0.42,0.4045,12
3655,M,0.735,0.59,0.225,1.756,0.637,0.3405,0.58,21
3656,M,0.63,0.465,0.15,1.027,0.537,0.188,0.176,8
3658,I,0.465,0.325,0.14,0.7615,0.362,0.1535,0.209,10
3662,I,0.61,0.46,0.17,1.278,0.41,0.257,0.37,17
3665,I,0.455,0.33,0.1,0.372,0.358,0.0775,0.11,8
3666,M,0.72,0.575,0.23,2.2695,0.8835,0.3985,0.665,16
3670,F,0.64,0.5,0.175,1.394,0.4935,0.291,0.4,10
3681,M,0.485,0.365,0.155,1.029,0.4235,0.2285,0.313,8
3683,F,0.635,0.495,0.015,1.1565,0.5115,0.308,0.2885,9
3695,M,0.7,0.545,0.215,1.9125,0.8825,0.4385,0.506,10
3721,M,0.56,0.46,0.235,0.8395,0.3325,0.157,0.305,12
3731,M,0.69,0.515,0.18,1.8445,0.9815,0.4655,0.341,13
3744,F,0.72,0.575,0.17,1.9335,0.913,0.389,0.51,13
3756,M,0.655,0.485,0.195,1.62,0.6275,0.358,0.485,17
