,sex,len,dia,hei,w_wei,s_wei,v_wei,sh_wei,rings
1300,I,0.48,0.35,0.135,0.5465,0.2735,0.0995,0.158,8
1304,I,0.51,0.375,0.1,0.5785,0.238,0.1225,0.175,7
1318,M,0.54,0.42,0.155,0.7385,0.3515,0.152,0.215,12
1319,M,0.45,0.35,0.13,0.46,0.174,0.111,0.135,8
1320,M,0.5,0.42,0.135,0.6765,0.302,0.1415,0.2065,9
1321,F,0.505,0.39,0.115,0.66,0.3045,0.1555,0.175,8
1324,M,0.475,0.37,0.125,0.649,0.347,0.136,0.142,8
1326,I,0.47,0.375,0.105,0.441,0.1669999999999999,0.0865,0.145,10
1328,I,0.395,0.29,0.095,0.319,0.138,0.08,0.0819999999999999,7
1330,F,0.525,0.415,0.15,0.7055,0.3289999999999999,0.147,0.1989999999999999,10
1333,F,0.525,0.41,0.135,0.7085,0.293,0.1525,0.235,11
1335,I,0.37,0.27,0.095,0.2319999999999999,0.1325,0.0409999999999999,0.0615,6
1338,M,0.555,0.455,0.135,0.8370000000000001,0.382,0.171,0.235,9
1342,I,0.59,0.445,0.135,0.7715,0.3279999999999999,0.1745,0.23,9
1346,F,0.465,0.375,0.135,0.6,0.2225,0.129,0.23,16
1350,M,0.49,0.395,0.135,0.5545,0.213,0.0925,0.215,14
1357,F,0.455,0.35,0.125,0.4485,0.1585,0.102,0.1335,16
1363,M,0.485,0.37,0.13,0.526,0.2485,0.105,0.1555,6
1365,M,0.43,0.345,0.115,0.3045,0.0925,0.055,0.12,11
1368,I,0.495,0.38,0.13,0.5125,0.2185,0.1159999999999999,0.16,7
1369,F,0.45,0.365,0.115,0.5885,0.318,0.121,0.1325,8
1370,M,0.465,0.36,0.125,0.4365,0.1689999999999999,0.1075,0.145,11
1374,I,0.58,0.47,0.15,0.907,0.444,0.1855,0.2445,11
1376,I,0.5,0.39,0.13,0.5075,0.2115,0.104,0.1755,9
1381,I,0.45,0.355,0.11,0.4585,0.1939999999999999,0.067,0.14,8
1387,M,0.41,0.335,0.115,0.4405,0.19,0.085,0.135,8
1390,M,0.59,0.47,0.15,0.861,0.413,0.1639999999999999,0.249,8
1403,I,0.36,0.275,0.095,0.217,0.084,0.0435,0.09,7
1405,I,0.49,0.385,0.115,0.6829999999999999,0.3265,0.1615,0.165,13
1407,M,0.385,0.3,0.115,0.3435,0.1645,0.085,0.1025,6
1409,I,0.515,0.415,0.135,0.7125,0.285,0.152,0.245,10
1412,I,0.555,0.395,0.13,0.5585,0.222,0.1245,0.17,9
1426,I,0.55,0.425,0.135,0.6559999999999999,0.257,0.17,0.203,10
1434,I,0.48,0.37,0.12,0.514,0.2075,0.131,0.155,13
1435,I,0.45,0.34,0.105,0.4385,0.21,0.0925,0.12,8
1437,I,0.45,0.35,0.14,0.474,0.21,0.109,0.1275,16
1438,M,0.53,0.415,0.14,0.7240000000000001,0.3105,0.1675,0.205,10
1441,I,0.44,0.325,0.11,0.4965,0.258,0.1195,0.1075,8
1444,I,0.375,0.28,0.09,0.215,0.084,0.06,0.055,6
1449,M,0.475,0.37,0.125,0.5095,0.2165,0.1125,0.165,9
1450,F,0.495,0.385,0.135,0.6625,0.3005,0.1635,0.185,11
1453,I,0.455,0.35,0.135,0.5365,0.2855,0.0855,0.1325,7
1456,I,0.41,0.31,0.09,0.3335,0.1635,0.061,0.091,6
1457,F,0.385,0.305,0.105,0.3315,0.1365,0.0745,0.1,7
1459,F,0.545,0.41,0.115,0.6765,0.29,0.158,0.22,9
1462,I,0.42,0.325,0.1,0.368,0.1675,0.0625,0.1135,11
1467,I,0.54,0.43,0.17,0.836,0.3725,0.1815,0.24,9
1469,I,0.485,0.365,0.125,0.426,0.163,0.0965,0.151,8
1478,M,0.56,0.455,0.155,0.797,0.34,0.19,0.2425,11
1482,F,0.5,0.385,0.105,0.498,0.1795,0.1095,0.17,17
1483,F,0.43,0.325,0.12,0.445,0.165,0.0995,0.155,8
1484,F,0.34,0.255,0.085,0.204,0.0969999999999999,0.021,0.05,6
1489,I,0.5,0.375,0.145,0.5795,0.239,0.1375,0.185,9
1493,I,0.6,0.48,0.17,0.9175,0.38,0.2225,0.29,8
1501,M,0.495,0.395,0.12,0.5529999999999999,0.2239999999999999,0.1375,0.1669999999999999,8
1502,M,0.455,0.35,0.12,0.4835,0.1815,0.144,0.16,11
1506,I,0.53,0.42,0.13,0.6579999999999999,0.296,0.1245,0.198,8
1510,M,0.51,0.38,0.135,0.6809999999999999,0.3435,0.142,0.17,9
1516,I,0.5,0.36,0.12,0.439,0.1875,0.1055,0.1305,8
1517,M,0.47,0.385,0.135,0.5895,0.2765,0.12,0.17,8
1518,I,0.41,0.325,0.1,0.3939999999999999,0.208,0.0655,0.106,6
1525,I,0.46,0.35,0.1,0.471,0.252,0.077,0.123,8
1529,I,0.445,0.34,0.145,0.434,0.1945,0.0905,0.13,7
1532,F,0.565,0.4,0.13,0.6975,0.3075,0.1665,0.18,8
1538,M,0.455,0.355,0.13,0.515,0.2,0.1275,0.175,11
1545,F,0.475,0.35,0.115,0.452,0.1715,0.092,0.155,11
1546,F,0.52,0.405,0.12,0.627,0.2645,0.1415,0.181,11
1548,M,0.545,0.42,0.145,0.778,0.3745,0.1545,0.205,7
1551,I,0.5,0.385,0.12,0.516,0.1969999999999999,0.1305,0.165,8
1556,F,0.47,0.365,0.12,0.5429999999999999,0.2295,0.1495,0.15,9
1558,I,0.545,0.405,0.135,0.5945,0.27,0.1185,0.185,8
1560,F,0.44,0.33,0.115,0.4005,0.143,0.113,0.12,8
1561,M,0.415,0.315,0.12,0.4015,0.1989999999999999,0.087,0.0969999999999999,8
1562,F,0.485,0.365,0.14,0.6195,0.2595,0.1445,0.177,14
1564,I,0.485,0.37,0.13,0.4579999999999999,0.181,0.113,0.136,10
1566,M,0.42,0.34,0.125,0.4495,0.165,0.1125,0.144,11
1570,F,0.46,0.35,0.115,0.46,0.2025,0.1115,0.1165,6
1571,I,0.435,0.345,0.12,0.3215,0.13,0.0559999999999999,0.1185,7
1573,I,0.485,0.37,0.1,0.513,0.2189999999999999,0.1075,0.13,7
1578,I,0.4,0.3,0.11,0.2985,0.1375,0.071,0.075,6
1579,I,0.58,0.46,0.14,0.8295,0.3915,0.165,0.238,10
1589,M,0.53,0.41,0.14,0.7545,0.3495,0.1715,0.2105,8
1590,I,0.45,0.34,0.12,0.4925,0.241,0.1075,0.12,6
1591,I,0.55,0.425,0.15,0.8059999999999999,0.376,0.171,0.245,14
1592,I,0.44,0.345,0.12,0.487,0.1965,0.108,0.16,14
1595,F,0.505,0.41,0.135,0.657,0.291,0.133,0.195,15
1596,M,0.505,0.39,0.12,0.653,0.3315,0.1385,0.1669999999999999,9
1598,M,0.575,0.455,0.165,0.867,0.3765,0.1805,0.268,8
1600,F,0.52,0.41,0.16,0.7120000000000001,0.2845,0.153,0.225,10
1609,F,0.56,0.44,0.135,0.8025,0.35,0.1615,0.259,9
1610,I,0.52,0.41,0.145,0.6459999999999999,0.2965,0.1595,0.165,9
1614,I,0.43,0.35,0.105,0.366,0.1705,0.0855,0.11,6
1616,I,0.505,0.405,0.13,0.599,0.2245,0.1175,0.225,11
1619,I,0.39,0.315,0.09,0.3095,0.147,0.05,0.09,7
1620,I,0.465,0.37,0.115,0.534,0.261,0.098,0.143,7
1623,F,0.47,0.36,0.11,0.4965,0.237,0.127,0.13,6
1624,I,0.415,0.31,0.105,0.3595,0.1669999999999999,0.083,0.0915,6
1629,I,0.445,0.355,0.095,0.3615,0.1415,0.0785,0.12,8
1630,I,0.475,0.36,0.145,0.6325,0.2825,0.1369999999999999,0.19,8
1635,I,0.4,0.29,0.11,0.3289999999999999,0.188,0.0455,0.0825,6
1639,I,0.52,0.395,0.125,0.5805,0.2445,0.146,0.165,9
1640,F,0.46,0.365,0.125,0.4785,0.206,0.1045,0.141,8
1642,I,0.52,0.41,0.14,0.5995,0.242,0.1375,0.182,11
1653,I,0.41,0.315,0.095,0.2805,0.114,0.0345,0.11,7
1654,F,0.455,0.375,0.125,0.4579999999999999,0.1985,0.111,0.12,10
1659,F,0.375,0.29,0.08,0.282,0.1405,0.0725,0.08,7
1662,I,0.525,0.405,0.125,0.657,0.2985,0.1505,0.168,10
1664,I,0.435,0.34,0.11,0.407,0.1685,0.073,0.13,10
1667,I,0.42,0.315,0.115,0.355,0.1895,0.065,0.087,6
1668,I,0.42,0.305,0.11,0.28,0.094,0.0785,0.0955,9
1671,I,0.555,0.435,0.14,0.765,0.3945,0.15,0.206,8
1672,I,0.475,0.365,0.105,0.4175,0.1645,0.099,0.127,7
1675,I,0.405,0.31,0.09,0.312,0.138,0.06,0.087,8
1686,I,0.44,0.34,0.12,0.4379999999999999,0.2115,0.083,0.12,9
1688,I,0.405,0.31,0.095,0.3425,0.1785,0.064,0.0855,8
1693,I,0.55,0.42,0.13,0.636,0.294,0.144,0.1755,8
1695,I,0.46,0.35,0.12,0.4885,0.193,0.105,0.155,11
1700,I,0.56,0.445,0.15,0.8225,0.3685,0.187,0.236,10
1701,I,0.31,0.24,0.105,0.2885,0.118,0.065,0.083,6
1704,I,0.38,0.29,0.1,0.237,0.108,0.0395,0.0819999999999999,6
1705,M,0.48,0.365,0.13,0.5305,0.2405,0.127,0.139,8
1708,I,0.525,0.4,0.14,0.654,0.305,0.16,0.1689999999999999,7
1709,I,0.48,0.355,0.115,0.4725,0.2065,0.1119999999999999,0.132,8
1712,I,0.51,0.4,0.125,0.5575,0.2615,0.1195,0.1525,9
1713,I,0.45,0.34,0.125,0.4045,0.171,0.07,0.1345,8
1714,F,0.505,0.41,0.15,0.6345,0.243,0.1335,0.215,17
1718,I,0.42,0.32,0.11,0.309,0.115,0.0645,0.0945,6
1719,F,0.525,0.4,0.115,0.6295,0.2555,0.144,0.18,11
1722,F,0.415,0.305,0.13,0.32,0.1305,0.0755,0.105,8
1725,F,0.51,0.395,0.12,0.6175,0.262,0.122,0.193,12
1726,M,0.415,0.345,0.135,0.3865,0.128,0.07,0.148,13
1729,I,0.415,0.33,0.1,0.3905,0.1925,0.0755,0.1025,7
1730,F,0.57,0.435,0.14,0.8585,0.3905,0.196,0.2295,8
1732,M,0.59,0.45,0.155,0.8740000000000001,0.369,0.2135,0.24,8
1738,M,0.54,0.42,0.135,0.8075,0.3485,0.1795,0.235,11
1743,F,0.57,0.435,0.15,0.8295,0.3875,0.156,0.245,10
1749,M,0.525,0.38,0.125,0.65,0.303,0.155,0.159,7
1750,M,0.51,0.4,0.13,0.6435,0.27,0.1665,0.205,12
1751,M,0.56,0.455,0.165,0.86,0.4015,0.1695,0.245,11
1753,I,0.48,0.39,0.15,0.6275,0.276,0.134,0.185,13
1754,F,0.55,0.405,0.125,0.6509999999999999,0.2965,0.1369999999999999,0.2,9
1756,M,0.315,0.25,0.09,0.203,0.0615,0.037,0.0795,11
1757,M,0.46,0.375,0.135,0.4935,0.186,0.0845,0.17,12
1758,I,0.465,0.37,0.115,0.4075,0.1515,0.0935,0.1455,9
1759,F,0.625,0.47,0.145,0.984,0.475,0.2,0.265,11
1766,I,0.55,0.425,0.155,0.8725,0.412,0.187,0.2425,10
1768,F,0.395,0.3,0.105,0.3375,0.1435,0.0755,0.098,12
1769,M,0.48,0.37,0.1,0.5135,0.243,0.1015,0.135,8
1770,I,0.395,0.295,0.1,0.2715,0.134,0.0325,0.085,10
1773,I,0.41,0.305,0.09,0.3535,0.157,0.0745,0.1,7
1778,M,0.55,0.42,0.145,0.7385,0.321,0.1485,0.252,11
1785,M,0.445,0.35,0.14,0.5905,0.2025,0.158,0.19,14
1787,F,0.46,0.38,0.13,0.639,0.3,0.1525,0.16,11
1793,I,0.52,0.41,0.14,0.6625,0.2775,0.1555,0.196,11
1795,I,0.68,0.53,0.185,1.1095,0.439,0.245,0.34,10
1796,I,0.51,0.405,0.13,0.599,0.3065,0.1155,0.1485,8
1799,I,0.55,0.43,0.145,0.7895,0.3745,0.171,0.223,11
1800,I,0.52,0.41,0.12,0.595,0.2385,0.111,0.19,8
1801,M,0.475,0.385,0.12,0.562,0.289,0.0905,0.153,8
1804,I,0.5,0.38,0.155,0.6675,0.2745,0.156,0.18,12
1810,M,0.5,0.42,0.125,0.62,0.255,0.15,0.205,11
1812,I,0.525,0.385,0.13,0.607,0.2355,0.125,0.195,8
1815,M,0.575,0.45,0.13,0.785,0.318,0.193,0.2265,9
1819,I,0.415,0.305,0.12,0.336,0.165,0.076,0.0805,7
1823,I,0.445,0.33,0.11,0.358,0.1525,0.067,0.1185,8
1827,F,0.45,0.345,0.12,0.4165,0.1655,0.095,0.135,9
1830,F,0.595,0.465,0.145,0.7955,0.3425,0.1795,0.2425,10
1832,M,0.51,0.41,0.145,0.7959999999999999,0.3865,0.1815,0.1955,8
1837,I,0.57,0.425,0.14,0.7655,0.331,0.14,0.24,10
1838,F,0.57,0.44,0.12,0.8029999999999999,0.382,0.1525,0.2339999999999999,9
1840,F,0.415,0.325,0.105,0.38,0.1595,0.0785,0.12,12
1843,M,0.515,0.385,0.11,0.5785,0.253,0.16,0.14,8
1846,F,0.615,0.465,0.15,0.923,0.4615,0.1825,0.2415,9
1847,F,0.51,0.39,0.135,0.6335,0.231,0.179,0.2,9
1848,I,0.545,0.4,0.13,0.6859999999999999,0.3285,0.1455,0.18,9
1849,M,0.5,0.375,0.145,0.6215,0.2739999999999999,0.166,0.1485,7
1852,F,0.41,0.305,0.1,0.363,0.1735,0.065,0.11,11
1858,F,0.51,0.4,0.125,0.545,0.261,0.115,0.1385,6
1859,M,0.385,0.305,0.09,0.2775,0.109,0.0515,0.1,9
1862,M,0.42,0.34,0.115,0.4215,0.175,0.093,0.135,8
1864,F,0.4,0.31,0.115,0.3465,0.1475,0.0695,0.115,10
1869,I,0.455,0.34,0.115,0.486,0.261,0.0655,0.1315,8
1877,M,0.465,0.35,0.14,0.5755,0.2015,0.1505,0.19,15
1880,M,0.5,0.39,0.125,0.5215,0.2485,0.1169999999999999,0.131,6
1881,I,0.52,0.38,0.115,0.6645,0.3285,0.17,0.1425,7
1882,M,0.415,0.315,0.115,0.3895,0.2015,0.065,0.103,9
1886,I,0.445,0.335,0.11,0.411,0.1985,0.0935,0.109,8
1888,I,0.545,0.43,0.15,0.7285,0.302,0.1315,0.2545,10
1890,F,0.37,0.275,0.1,0.2225,0.093,0.026,0.08,8
1892,F,0.46,0.375,0.12,0.4605,0.1775,0.11,0.15,7
1893,I,0.36,0.26,0.09,0.1785,0.0645,0.037,0.075,7
1894,F,0.515,0.4,0.125,0.615,0.2865,0.123,0.1765,8
1895,M,0.395,0.28,0.08,0.266,0.0995,0.066,0.09,12
1898,M,0.445,0.345,0.09,0.3795,0.143,0.074,0.125,10
1903,M,0.48,0.375,0.12,0.5895,0.2535,0.128,0.172,11
1905,F,0.415,0.325,0.115,0.3455,0.1405,0.0765,0.11,9
1906,F,0.435,0.32,0.12,0.3785,0.152,0.0915,0.125,11
1908,M,0.58,0.44,0.16,0.8295,0.3365,0.2005,0.2485,9
1909,F,0.425,0.325,0.135,0.382,0.1465,0.079,0.14,12
1911,M,0.385,0.31,0.1,0.2845,0.1065,0.075,0.1,11
1918,F,0.485,0.365,0.12,0.5885,0.27,0.131,0.175,9
1921,I,0.435,0.345,0.12,0.4475,0.221,0.1119999999999999,0.125,7
1926,F,0.475,0.375,0.15,0.5589999999999999,0.1955,0.1215,0.1945,12
1928,M,0.465,0.36,0.13,0.5265,0.2105,0.1185,0.165,10
1930,I,0.55,0.42,0.115,0.6679999999999999,0.2925,0.1369999999999999,0.209,11
1931,I,0.48,0.36,0.125,0.542,0.2795,0.1025,0.147,7
1933,M,0.42,0.345,0.105,0.43,0.175,0.096,0.13,7
1937,F,0.47,0.36,0.13,0.472,0.182,0.114,0.15,10
1940,I,0.495,0.38,0.12,0.512,0.233,0.1205,0.136,7
1942,I,0.585,0.45,0.15,0.8915,0.3975,0.2035,0.253,8
1945,I,0.51,0.395,0.105,0.5525,0.2339999999999999,0.127,0.165,8
1948,I,0.495,0.385,0.125,0.585,0.2755,0.1235,0.165,8
1952,I,0.435,0.325,0.105,0.335,0.136,0.065,0.115,8
1955,F,0.52,0.4,0.125,0.6865,0.295,0.1715,0.185,9
1957,M,0.535,0.42,0.15,0.6995,0.2575,0.153,0.24,12
1958,F,0.475,0.36,0.12,0.5915,0.3245,0.11,0.127,6
1960,F,0.535,0.42,0.13,0.6990000000000001,0.3125,0.1565,0.2035,8
1963,F,0.54,0.42,0.14,0.8035,0.38,0.1805,0.21,9
1966,I,0.375,0.305,0.115,0.2715,0.092,0.074,0.09,8
1967,I,0.43,0.325,0.09,0.425,0.217,0.087,0.095,7
1969,M,0.48,0.37,0.13,0.643,0.349,0.1155,0.135,8
1981,M,0.505,0.395,0.125,0.635,0.29,0.1555,0.175,9
1982,I,0.495,0.38,0.135,0.5095,0.2065,0.1165,0.165,8
1988,M,0.43,0.335,0.12,0.397,0.1985,0.0865,0.1035,7
1993,M,0.44,0.35,0.11,0.4585,0.2,0.0885,0.13,9
2000,M,0.46,0.35,0.12,0.515,0.2239999999999999,0.108,0.1565,10
2001,F,0.41,0.325,0.105,0.3635,0.159,0.077,0.12,10
2002,I,0.41,0.32,0.095,0.2905,0.141,0.063,0.073,5
2003,I,0.4,0.315,0.09,0.33,0.151,0.068,0.08,6
2004,I,0.55,0.405,0.15,0.6755,0.3015,0.1465,0.21,10
2006,M,0.5,0.375,0.15,0.636,0.2535,0.145,0.19,10
2008,F,0.44,0.34,0.1,0.451,0.188,0.087,0.13,10
2011,I,0.475,0.355,0.115,0.5195,0.2789999999999999,0.088,0.1325,7
2015,M,0.49,0.38,0.135,0.5415,0.2175,0.095,0.19,11
2019,I,0.495,0.4,0.105,0.602,0.2505,0.1265,0.19,8
2023,I,0.45,0.355,0.115,0.4385,0.184,0.108,0.1125,11
2027,F,0.5,0.4,0.145,0.63,0.2339999999999999,0.1465,0.23,12
2029,F,0.465,0.35,0.13,0.494,0.1945,0.103,0.155,18
2039,F,0.47,0.355,0.1,0.4755,0.1675,0.0805,0.185,10
2040,I,0.395,0.29,0.095,0.3,0.158,0.068,0.078,7
2041,F,0.455,0.35,0.12,0.4555,0.1945,0.1045,0.1375,7
2044,F,0.445,0.335,0.11,0.4355,0.2025,0.1095,0.1195,6
2045,I,0.41,0.31,0.09,0.3389999999999999,0.155,0.0695,0.09,7
2048,M,0.46,0.375,0.13,0.5735,0.2505,0.119,0.195,9
2050,I,0.475,0.35,0.125,0.4225,0.1905,0.079,0.1355,9
2056,M,0.45,0.335,0.125,0.349,0.119,0.1055,0.115,10
2057,M,0.515,0.385,0.13,0.623,0.2855,0.1285,0.175,10
2059,I,0.565,0.42,0.155,0.743,0.31,0.186,0.231,9
2060,M,0.5,0.38,0.125,0.5770000000000001,0.2689999999999999,0.1265,0.1535,9
2063,I,0.435,0.335,0.11,0.411,0.2025,0.0945,0.1,7
2064,F,0.465,0.35,0.135,0.6265,0.259,0.1445,0.175,8
2065,F,0.48,0.405,0.13,0.6375,0.2769999999999999,0.1445,0.21,10
2067,M,0.445,0.37,0.125,0.515,0.2495,0.087,0.159,9
2070,M,0.535,0.42,0.125,0.738,0.355,0.1895,0.1795,8
2073,I,0.56,0.44,0.165,0.8,0.335,0.1735,0.25,12
2076,I,0.555,0.425,0.13,0.648,0.2835,0.133,0.2105,8
2078,I,0.475,0.36,0.125,0.4905,0.205,0.1305,0.125,8
2079,I,0.445,0.32,0.12,0.3779999999999999,0.152,0.0825,0.12,8
2080,I,0.525,0.4,0.145,0.6095,0.248,0.159,0.175,9
2082,F,0.545,0.41,0.125,0.6935,0.2975,0.146,0.21,11
2092,I,0.465,0.37,0.11,0.445,0.1635,0.096,0.166,7
2094,M,0.425,0.335,0.1,0.4085,0.1755,0.092,0.135,9
2099,M,0.44,0.335,0.11,0.3939999999999999,0.157,0.096,0.122,9
2101,M,0.565,0.44,0.125,0.802,0.3595,0.1825,0.215,9
2103,I,0.46,0.36,0.14,0.447,0.161,0.087,0.16,9
2109,M,0.51,0.415,0.145,0.7509999999999999,0.3295,0.1835,0.203,8
2110,F,0.45,0.36,0.11,0.447,0.203,0.0819999999999999,0.13,12
2111,I,0.575,0.45,0.135,0.807,0.3615,0.176,0.254,10
2115,I,0.445,0.345,0.13,0.4075,0.1365,0.0645,0.18,11
2116,I,0.415,0.325,0.115,0.3285,0.1405,0.051,0.106,12
2117,M,0.495,0.38,0.135,0.6295,0.263,0.1425,0.215,12
2118,M,0.535,0.42,0.16,0.7465,0.348,0.1515,0.2185,10
2120,I,0.47,0.37,0.14,0.4985,0.2095,0.1225,0.145,10
2121,I,0.385,0.265,0.08,0.251,0.124,0.037,0.07,6
2123,I,0.46,0.355,0.11,0.436,0.1975,0.096,0.125,8
2124,I,0.47,0.355,0.115,0.4155,0.1669999999999999,0.084,0.139,7
2128,M,0.475,0.355,0.12,0.48,0.2339999999999999,0.1015,0.135,8
2140,F,0.58,0.44,0.125,0.7855,0.363,0.1955,0.195,11
2141,M,0.395,0.295,0.115,0.316,0.1205,0.0595,0.1105,12
2144,I,0.435,0.32,0.08,0.3325,0.1485,0.0635,0.105,9
2157,I,0.455,0.36,0.115,0.457,0.2085,0.0855,0.147,10
2158,M,0.575,0.445,0.14,0.737,0.325,0.1405,0.237,10
2163,M,0.475,0.37,0.11,0.4895,0.2185,0.107,0.146,8
2166,M,0.46,0.345,0.11,0.4595,0.235,0.0885,0.1159999999999999,7
2169,F,0.585,0.435,0.14,0.6955,0.3085,0.129,0.2245,8
2170,I,0.47,0.35,0.125,0.4315,0.19,0.1165,0.1175,6
2172,I,0.54,0.415,0.11,0.619,0.2755,0.15,0.1765,10
2174,I,0.46,0.37,0.12,0.5335,0.2645,0.108,0.1345,6
2176,I,0.595,0.46,0.15,0.8335,0.377,0.1925,0.235,8
2181,I,0.52,0.395,0.135,0.633,0.2985,0.1295,0.175,9
2188,F,0.405,0.305,0.095,0.3485,0.1455,0.0895,0.1,9
2196,I,0.475,0.36,0.11,0.4555,0.177,0.0965,0.145,9
2198,I,0.365,0.255,0.08,0.1985,0.0785,0.0345,0.053,5
2205,M,0.56,0.415,0.13,0.7615,0.3695,0.17,0.1955,8
2217,M,0.5,0.375,0.13,0.721,0.3055,0.1725,0.22,14
2220,I,0.515,0.39,0.12,0.565,0.235,0.135,0.179,9
2222,F,0.465,0.35,0.125,0.482,0.23,0.106,0.1095,6
2225,I,0.56,0.44,0.13,0.7235,0.349,0.149,0.2,8
2227,M,0.455,0.35,0.11,0.4579999999999999,0.2,0.111,0.1305,8
2228,I,0.435,0.345,0.115,0.418,0.222,0.0735,0.106,7
2234,I,0.43,0.325,0.1,0.3645,0.1575,0.0825,0.105,7
2243,I,0.455,0.345,0.105,0.4005,0.1639999999999999,0.0755,0.126,8
2247,M,0.37,0.285,0.1,0.228,0.0675,0.0675,0.081,10
2249,I,0.5,0.395,0.12,0.537,0.2165,0.1085,0.1785,9
2254,I,0.52,0.4,0.11,0.597,0.2935,0.1155,0.16,8
2257,I,0.47,0.36,0.13,0.5225,0.198,0.1065,0.165,9
2258,I,0.495,0.375,0.12,0.614,0.2855,0.1365,0.161,8
2260,M,0.465,0.36,0.11,0.4955,0.2665,0.085,0.121,7
2262,I,0.425,0.34,0.1,0.3515,0.1625,0.0819999999999999,0.094,7
2266,I,0.48,0.35,0.105,0.635,0.352,0.127,0.135,6
2274,I,0.525,0.38,0.135,0.615,0.261,0.159,0.175,8
2275,I,0.505,0.385,0.12,0.6005,0.239,0.142,0.185,7
2276,M,0.53,0.42,0.135,0.675,0.294,0.156,0.1825,10
2279,I,0.44,0.34,0.105,0.344,0.123,0.081,0.125,8
2282,M,0.58,0.445,0.135,0.8140000000000001,0.3775,0.1915,0.22,9
2285,F,0.47,0.375,0.125,0.5615,0.252,0.1369999999999999,0.18,10
2287,I,0.395,0.27,0.1,0.2985,0.1445,0.061,0.0819999999999999,5
2294,F,0.505,0.41,0.15,0.644,0.285,0.145,0.21,11
2295,I,0.465,0.355,0.12,0.4975,0.2375,0.099,0.14,8
2310,M,0.475,0.36,0.1,0.4285,0.1965,0.099,0.1119999999999999,7
2312,F,0.47,0.36,0.12,0.4775,0.2105,0.1055,0.15,10
2314,M,0.485,0.39,0.12,0.599,0.251,0.1345,0.1689999999999999,8
2316,I,0.47,0.375,0.105,0.4679999999999999,0.1665,0.108,0.17,10
2318,I,0.45,0.33,0.105,0.3715,0.1865,0.0785,0.0975,7
2334,I,0.385,0.3,0.095,0.302,0.152,0.0615,0.0735,7
2335,I,0.525,0.4,0.125,0.6965,0.369,0.1385,0.1639999999999999,9
2340,M,0.61,0.45,0.15,0.871,0.407,0.1835,0.25,10
2341,M,0.425,0.33,0.13,0.4405,0.152,0.0935,0.155,9
2346,I,0.47,0.37,0.12,0.4705,0.1845,0.1055,0.155,12
2348,I,0.415,0.325,0.1,0.385,0.1669999999999999,0.08,0.125,7
2349,M,0.53,0.435,0.155,0.6990000000000001,0.288,0.1595,0.205,10
2355,I,0.45,0.335,0.11,0.4195,0.181,0.085,0.1345,7
2360,F,0.54,0.42,0.13,0.7505,0.368,0.1675,0.1845,9
2363,F,0.465,0.35,0.11,0.4085,0.165,0.102,0.131,8
2365,M,0.475,0.375,0.12,0.563,0.2525,0.1205,0.185,10
2366,I,0.415,0.325,0.11,0.316,0.1385,0.0795,0.0925,8
2371,M,0.36,0.295,0.13,0.2765,0.0895,0.057,0.1005,10
2374,M,0.55,0.425,0.15,0.8315,0.411,0.1765,0.2165,10
2375,I,0.42,0.325,0.11,0.325,0.1245,0.0755,0.1025,7
2376,M,0.465,0.375,0.11,0.5,0.21,0.113,0.1505,8
2377,I,0.465,0.345,0.11,0.3929999999999999,0.1825,0.0735,0.12,8
2382,I,0.39,0.31,0.085,0.344,0.181,0.0695,0.079,7
2384,I,0.475,0.365,0.12,0.53,0.2505,0.0975,0.1625,10
2389,I,0.425,0.345,0.125,0.425,0.16,0.0795,0.154,13
2391,I,0.44,0.345,0.115,0.545,0.2689999999999999,0.111,0.1305,6
2392,M,0.5,0.4,0.125,0.6725,0.336,0.12,0.1825,7
2394,M,0.455,0.35,0.105,0.401,0.1575,0.083,0.135,9
2395,I,0.55,0.42,0.135,0.816,0.3995,0.1485,0.23,12
2397,F,0.53,0.43,0.17,0.775,0.35,0.152,0.235,17
2398,M,0.59,0.44,0.15,0.8725,0.387,0.215,0.245,8
2400,I,0.56,0.43,0.13,0.728,0.3355,0.1435,0.2175,8
2404,M,0.5,0.38,0.12,0.5765,0.273,0.135,0.145,9
2405,F,0.655,0.51,0.15,1.043,0.4795,0.223,0.305,9
2410,F,0.495,0.375,0.15,0.597,0.2615,0.135,0.178,11
2414,I,0.53,0.42,0.14,0.6765,0.256,0.1855,0.208,9
2415,I,0.535,0.41,0.155,0.6315,0.2745,0.1415,0.1815,12
2417,M,0.45,0.33,0.105,0.4955,0.2575,0.0819999999999999,0.129,8
2418,F,0.43,0.34,0.12,0.391,0.1555,0.095,0.1405,7
2421,M,0.47,0.37,0.135,0.547,0.222,0.1325,0.17,12
2425,I,0.54,0.39,0.125,0.6255,0.2525,0.158,0.19,8
2435,I,0.44,0.325,0.09,0.35,0.148,0.067,0.105,7
2436,I,0.515,0.385,0.125,0.5720000000000001,0.237,0.1435,0.165,7
2439,I,0.585,0.45,0.135,0.855,0.3795,0.187,0.26,9
2448,I,0.395,0.295,0.09,0.3025,0.143,0.0665,0.0765,5
2451,I,0.44,0.365,0.115,0.501,0.2435,0.084,0.1465,9
2452,I,0.36,0.28,0.08,0.1755,0.081,0.0505,0.07,6
2453,I,0.535,0.42,0.145,0.6885,0.273,0.1515,0.237,9
2454,I,0.475,0.36,0.135,0.4355,0.196,0.0925,0.125,8
