,sex,len,dia,hei,w_wei,s_wei,v_wei,sh_wei,rings
868,I,0.545,0.43,0.14,0.772,0.289,0.19,0.2615,8
869,I,0.515,0.4,0.135,0.6965,0.32,0.1255,0.175,9
870,F,0.595,0.485,0.145,1.2515,0.5035,0.2925,0.33,14
871,M,0.61,0.475,0.155,1.168,0.5539999999999999,0.239,0.3295,10
872,I,0.665,0.5,0.17,1.2975,0.6035,0.291,0.3595,9
873,I,0.56,0.42,0.14,0.8370000000000001,0.414,0.214,0.2,8
874,M,0.54,0.415,0.17,0.879,0.3389999999999999,0.208,0.255,10
878,F,0.62,0.475,0.16,1.1295,0.4629999999999999,0.2685,0.33,10
880,M,0.59,0.46,0.14,1.004,0.496,0.2165,0.26,9
882,M,0.635,0.51,0.185,1.308,0.544,0.318,0.377,8
883,M,0.585,0.45,0.15,0.997,0.4055,0.283,0.251,11
893,M,0.66,0.53,0.175,1.5830000000000002,0.7395,0.3505,0.405,10
896,M,0.6,0.47,0.175,1.105,0.4865,0.247,0.315,15
897,M,0.555,0.425,0.13,0.7665,0.264,0.168,0.275,13
900,M,0.605,0.475,0.14,1.1175,0.555,0.257,0.2739999999999999,9
901,I,0.51,0.4,0.15,0.745,0.2865,0.1675,0.235,13
903,M,0.625,0.48,0.16,1.2415,0.6575,0.2625,0.2785,9
907,I,0.575,0.425,0.135,0.7965,0.364,0.196,0.239,10
908,M,0.605,0.49,0.18,1.167,0.457,0.29,0.3745,9
911,F,0.515,0.39,0.13,0.5755,0.1975,0.13,0.1845,9
912,F,0.575,0.465,0.175,1.099,0.4735,0.2019999999999999,0.35,9
913,F,0.61,0.475,0.15,1.1135,0.5195,0.2575,0.3005,11
915,F,0.61,0.495,0.165,1.0835,0.4525,0.273,0.317,9
916,M,0.615,0.46,0.17,1.0565,0.4815,0.272,0.27,10
917,F,0.635,0.5,0.175,1.477,0.684,0.3005,0.39,12
919,M,0.595,0.465,0.125,0.799,0.3245,0.2,0.23,10
920,F,0.655,0.5,0.18,1.4155,0.508,0.314,0.445,18
924,F,0.645,0.52,0.18,1.285,0.5775,0.352,0.317,9
927,F,0.585,0.465,0.145,0.9855,0.4325,0.2145,0.2845,10
931,F,0.63,0.5,0.17,1.3135,0.5595,0.267,0.4,20
938,F,0.625,0.49,0.175,1.233,0.5565,0.247,0.365,11
939,I,0.555,0.425,0.18,0.875,0.3695,0.2005,0.255,11
940,F,0.67,0.51,0.155,1.278,0.5605,0.3045,0.358,11
943,M,0.555,0.445,0.135,0.836,0.336,0.1625,0.275,13
945,M,0.65,0.515,0.18,1.463,0.6579999999999999,0.3135,0.4115,11
947,M,0.585,0.45,0.15,1.047,0.4315,0.276,0.315,14
948,F,0.615,0.515,0.17,1.14,0.4305,0.2245,0.42,16
949,F,0.52,0.415,0.145,0.8045,0.3325,0.1725,0.285,10
951,M,0.515,0.405,0.145,0.695,0.215,0.1635,0.2339999999999999,15
953,M,0.635,0.495,0.195,1.172,0.445,0.3115,0.3475,11
956,I,0.55,0.44,0.165,0.8605,0.312,0.1689999999999999,0.3,17
960,M,0.605,0.475,0.19,1.1255,0.59,0.247,0.26,10
961,M,0.72,0.57,0.2,1.8275,0.919,0.366,0.485,10
962,F,0.595,0.48,0.16,1.2095,0.5225,0.296,0.32,8
964,M,0.625,0.465,0.14,1.195,0.4825,0.205,0.4,13
965,F,0.695,0.55,0.185,1.679,0.805,0.4015,0.3965,10
966,F,0.6,0.47,0.19,1.1345,0.492,0.2595,0.3375,10
967,M,0.595,0.455,0.155,1.041,0.416,0.2105,0.365,14
968,F,0.525,0.425,0.16,0.8355,0.3545,0.2135,0.245,9
970,F,0.6,0.46,0.15,1.235,0.6025,0.2739999999999999,0.29,8
971,F,0.64,0.48,0.195,1.1435,0.4915,0.2345,0.353,9
973,M,0.575,0.435,0.135,0.992,0.432,0.2225,0.239,10
974,M,0.57,0.48,0.18,0.9395,0.3989999999999999,0.2,0.295,14
977,F,0.6,0.465,0.155,1.04,0.4755,0.25,0.28,11
978,M,0.625,0.49,0.165,1.1165,0.4895,0.2615,0.3325,11
981,M,0.63,0.485,0.175,1.3,0.4335,0.2945,0.46,23
982,F,0.615,0.455,0.135,1.0590000000000002,0.4735,0.263,0.2739999999999999,9
985,M,0.525,0.405,0.16,0.792,0.316,0.1455,0.28,13
988,M,0.565,0.425,0.1,0.7145,0.3055,0.166,0.18,12
989,M,0.56,0.42,0.15,0.8755,0.44,0.1965,0.2315,8
993,M,0.685,0.52,0.15,1.3735,0.7185,0.293,0.32,11
997,M,0.67,0.5,0.2,1.269,0.5760000000000001,0.2985,0.351,11
999,M,0.535,0.42,0.165,0.9195,0.3355,0.1985,0.26,16
1000,M,0.615,0.475,0.17,1.129,0.4795,0.302,0.3,10
1001,M,0.605,0.475,0.15,1.15,0.575,0.2319999999999999,0.297,10
1003,F,0.605,0.49,0.15,1.1345,0.4305,0.2525,0.35,10
1005,F,0.645,0.49,0.16,1.144,0.5015,0.289,0.319,8
1006,I,0.605,0.48,0.155,0.9995,0.425,0.1985,0.3,10
1008,M,0.515,0.42,0.14,0.769,0.2505,0.154,0.29,13
1010,M,0.555,0.45,0.175,0.8740000000000001,0.3275,0.2019999999999999,0.305,10
1011,M,0.64,0.525,0.2,1.3765,0.44,0.3075,0.47,16
1012,M,0.645,0.485,0.15,1.2215,0.5695,0.2735,0.33,9
1014,M,0.545,0.44,0.14,0.8395,0.356,0.1905,0.2385,11
1019,M,0.625,0.495,0.175,1.2935,0.5805,0.317,0.355,9
1021,M,0.55,0.43,0.16,0.9295,0.317,0.1735,0.355,13
1022,I,0.56,0.435,0.135,0.72,0.3289999999999999,0.103,0.251,11
1024,F,0.65,0.52,0.195,1.281,0.5985,0.246,0.3825,10
1025,M,0.645,0.52,0.175,1.561,0.7090000000000001,0.3555,0.4,8
1026,M,0.515,0.39,0.155,0.7125,0.3695,0.1369999999999999,0.155,7
1029,F,0.6,0.475,0.18,1.1805,0.4345,0.2475,0.425,19
1033,M,0.63,0.5,0.185,1.362,0.5785,0.3125,0.384,10
1034,F,0.61,0.45,0.16,1.136,0.414,0.311,0.3,9
1035,M,0.625,0.455,0.17,1.082,0.4955,0.2345,0.315,9
1036,M,0.615,0.475,0.19,1.4335,0.7315,0.305,0.3285,9
1037,I,0.625,0.485,0.16,1.15,0.5255,0.257,0.3315,11
1038,M,0.635,0.525,0.185,1.4065,0.684,0.3,0.3745,10
1039,F,0.565,0.455,0.175,1.013,0.342,0.207,0.35,19
1041,F,0.565,0.48,0.175,0.957,0.3885,0.215,0.275,18
1042,F,0.625,0.47,0.17,1.255,0.525,0.2415,0.405,10
1043,F,0.515,0.425,0.135,0.7120000000000001,0.2665,0.1605,0.25,11
1048,F,0.58,0.45,0.145,1.137,0.5585,0.22,0.29,8
1052,I,0.565,0.435,0.155,0.782,0.2715,0.168,0.285,14
1056,I,0.565,0.43,0.15,0.8215,0.332,0.1685,0.29,11
1057,M,0.515,0.4,0.16,0.8175,0.2515,0.156,0.3,23
1059,M,0.56,0.45,0.16,0.922,0.432,0.178,0.26,15
1060,F,0.55,0.45,0.145,0.741,0.295,0.1435,0.2665,10
1062,M,0.625,0.48,0.18,1.223,0.565,0.2975,0.3375,10
1064,F,0.55,0.43,0.125,0.923,0.4035,0.175,0.283,8
1065,M,0.49,0.38,0.14,0.6385,0.2305,0.142,0.195,13
1067,M,0.52,0.435,0.195,0.973,0.2985,0.2135,0.355,18
1068,F,0.525,0.425,0.14,0.8735,0.4205,0.182,0.2225,10
1070,M,0.58,0.465,0.16,1.0345,0.315,0.26,0.3635,12
1072,I,0.495,0.38,0.145,0.5,0.205,0.148,0.1505,8
1073,M,0.62,0.5,0.165,1.307,0.6355,0.2545,0.315,9
1074,M,0.615,0.49,0.17,1.145,0.4915,0.208,0.3429999999999999,13
1077,I,0.525,0.4,0.13,0.6445,0.345,0.1285,0.2,8
1078,F,0.665,0.5,0.175,1.4355,0.643,0.345,0.37,9
1081,F,0.67,0.525,0.19,1.527,0.5755,0.353,0.44,12
1082,M,0.655,0.515,0.16,1.31,0.5529999999999999,0.369,0.345,11
1083,F,0.58,0.435,0.14,0.953,0.475,0.2165,0.2095,9
1084,I,0.59,0.45,0.16,0.893,0.2745,0.2185,0.345,14
1085,M,0.54,0.415,0.145,0.74,0.2635,0.168,0.245,12
1086,I,0.6,0.445,0.175,1.057,0.3829999999999999,0.216,0.355,16
1099,F,0.655,0.52,0.175,1.472,0.6275,0.27,0.45,13
1100,I,0.63,0.505,0.18,1.272,0.6025,0.295,0.315,11
1102,F,0.635,0.475,0.15,1.1845,0.5329999999999999,0.307,0.291,10
1106,F,0.585,0.485,0.15,1.079,0.4145,0.2115,0.356,11
1108,M,0.6,0.47,0.16,1.194,0.5625,0.3045,0.2635,10
1109,M,0.535,0.41,0.135,0.862,0.2855,0.1525,0.32,14
1110,M,0.57,0.435,0.125,0.8965,0.3829999999999999,0.1835,0.275,9
1111,F,0.65,0.51,0.175,1.35,0.575,0.3155,0.3885,10
1112,F,0.58,0.46,0.15,0.9955,0.429,0.212,0.26,19
1113,F,0.6,0.465,0.15,1.1025,0.5455,0.262,0.25,8
1118,F,0.53,0.41,0.145,0.8255,0.375,0.204,0.245,9
1119,F,0.625,0.445,0.16,1.09,0.46,0.2965,0.304,11
1123,M,0.54,0.42,0.12,0.8115,0.392,0.1455,0.2235,9
1124,M,0.57,0.48,0.175,1.185,0.474,0.261,0.38,11
1126,F,0.615,0.515,0.135,1.1215,0.545,0.2305,0.29,9
1127,F,0.54,0.415,0.175,0.8975,0.275,0.241,0.275,14
1129,M,0.59,0.46,0.13,1.102,0.455,0.2055,0.33,12
1131,M,0.615,0.48,0.175,1.118,0.446,0.3195,0.3,9
1133,F,0.64,0.505,0.19,1.2765,0.4835,0.3279999999999999,0.4,12
1134,M,0.605,0.49,0.145,1.3,0.517,0.3285,0.31,14
1135,F,0.595,0.475,0.165,1.148,0.444,0.214,0.37,10
1137,M,0.64,0.525,0.18,1.3135,0.4865,0.2995,0.4075,10
1138,M,0.47,0.365,0.135,0.522,0.2395,0.1525,0.145,10
1139,M,0.555,0.455,0.16,1.0575,0.3925,0.228,0.293,13
1140,F,0.705,0.56,0.17,1.4575,0.607,0.318,0.44,11
1142,M,0.635,0.52,0.175,1.2919999999999998,0.6,0.2689999999999999,0.367,11
1143,M,0.63,0.48,0.15,1.271,0.6605,0.2425,0.31,11
1144,F,0.605,0.455,0.145,0.862,0.3339999999999999,0.1985,0.3,9
1145,M,0.575,0.47,0.14,0.8375,0.3485,0.1735,0.24,11
1146,I,0.56,0.445,0.165,1.0285,0.4535,0.253,0.275,11
1147,M,0.65,0.525,0.19,1.6125,0.777,0.3685,0.3965,11
1148,F,0.68,0.505,0.17,1.3435,0.657,0.297,0.355,12
1153,M,0.575,0.46,0.155,0.892,0.4415,0.176,0.22,10
1156,I,0.47,0.355,0.145,0.4485,0.156,0.102,0.123,7
1157,F,0.52,0.405,0.145,0.8290000000000001,0.3535,0.1685,0.205,15
1158,M,0.57,0.445,0.14,1.0635,0.5265,0.2195,0.24,8
1160,M,0.64,0.5,0.17,1.4545,0.642,0.3575,0.354,9
1161,I,0.55,0.465,0.15,0.936,0.481,0.174,0.2435,9
1163,F,0.58,0.5,0.165,0.925,0.37,0.185,0.3005,10
1166,F,0.51,0.4,0.14,0.8145,0.4589999999999999,0.1965,0.195,10
1174,M,0.715,0.55,0.175,1.825,0.938,0.3805,0.44,11
1175,F,0.56,0.43,0.15,0.8745,0.4529999999999999,0.161,0.22,8
1176,F,0.65,0.495,0.155,1.337,0.615,0.3195,0.335,9
1177,F,0.57,0.455,0.15,1.107,0.54,0.255,0.27,8
1180,M,0.695,0.53,0.21,1.51,0.664,0.4095,0.385,10
1182,M,0.515,0.435,0.145,0.8815,0.292,0.206,0.255,10
1183,M,0.63,0.51,0.17,1.1885,0.4915,0.3065,0.348,7
1186,M,0.515,0.37,0.115,0.6145,0.3415,0.155,0.146,9
1189,F,0.605,0.455,0.145,0.9775,0.4679999999999999,0.1775,0.275,9
1192,I,0.6,0.445,0.135,0.9205,0.445,0.2035,0.253,9
1194,M,0.59,0.445,0.14,0.931,0.356,0.2339999999999999,0.28,12
1195,I,0.45,0.355,0.12,0.412,0.1145,0.0665,0.16,19
1196,F,0.64,0.475,0.14,1.0725,0.4895,0.2295,0.31,8
1197,F,0.66,0.525,0.18,1.5965,0.7765,0.397,0.3605,10
1198,F,0.61,0.485,0.165,1.087,0.4255,0.2319999999999999,0.38,11
1199,F,0.595,0.465,0.15,1.1005,0.5415,0.166,0.265,8
1201,F,0.615,0.475,0.145,0.9525,0.3915,0.195,0.32,9
1204,M,0.525,0.405,0.135,0.7575,0.3305,0.216,0.195,10
1212,I,0.605,0.49,0.165,1.071,0.482,0.1935,0.352,10
1214,F,0.665,0.515,0.18,1.389,0.5945,0.324,0.395,10
1215,M,0.52,0.42,0.16,0.745,0.255,0.157,0.2885,11
1217,F,0.59,0.455,0.175,0.966,0.391,0.2455,0.31,10
1222,M,0.59,0.49,0.135,1.008,0.422,0.2245,0.285,11
1223,M,0.565,0.47,0.195,1.142,0.387,0.258,0.35,17
1227,M,0.64,0.505,0.155,1.4025,0.705,0.2655,0.335,10
1229,M,0.68,0.54,0.21,1.7885,0.8345,0.408,0.437,13
1230,F,0.585,0.46,0.17,1.0835,0.3745,0.326,0.325,14
1232,F,0.62,0.5,0.175,1.186,0.4985,0.3015,0.35,12
1233,F,0.63,0.5,0.155,1.005,0.367,0.1989999999999999,0.36,16
1234,M,0.67,0.535,0.19,1.669,0.7465,0.2935,0.508,11
1236,I,0.65,0.515,0.16,1.1625,0.495,0.203,0.33,17
1243,M,0.655,0.53,0.175,1.2635,0.486,0.2635,0.415,15
1244,F,0.625,0.485,0.175,1.362,0.6765,0.2615,0.3705,10
1245,F,0.55,0.44,0.125,0.765,0.33,0.2125,0.245,9
1246,M,0.56,0.42,0.195,0.8085,0.3025,0.1795,0.285,14
1248,F,0.67,0.52,0.19,1.32,0.5235,0.3095,0.4275,13
1250,M,0.58,0.46,0.18,1.145,0.48,0.2769999999999999,0.325,11
1251,F,0.645,0.49,0.16,1.1665,0.4935,0.3155,0.299,9
1253,M,0.515,0.455,0.135,0.7225,0.295,0.1625,0.235,9
1254,M,0.68,0.52,0.175,1.543,0.7525,0.351,0.374,11
1258,M,0.615,0.47,0.155,1.2,0.5085,0.32,0.292,8
1260,M,0.505,0.395,0.135,0.5915,0.288,0.1315,0.185,12
1262,I,0.59,0.475,0.145,0.9745,0.4675,0.207,0.259,10
1264,M,0.525,0.395,0.13,0.7635,0.3375,0.1425,0.225,8
1265,M,0.68,0.52,0.165,1.4775,0.7240000000000001,0.2789999999999999,0.406,11
1266,M,0.55,0.43,0.18,0.8265,0.4405,0.159,0.225,10
1267,F,0.705,0.54,0.205,1.757,0.8265,0.417,0.461,9
1268,F,0.645,0.52,0.175,1.3345,0.667,0.2665,0.355,10
1271,F,0.59,0.465,0.15,0.997,0.392,0.246,0.34,12
1274,F,0.655,0.52,0.19,1.4545,0.6,0.3865,0.3829999999999999,10
1276,I,0.575,0.44,0.15,0.983,0.486,0.215,0.239,8
1277,M,0.57,0.44,0.175,0.9415,0.3805,0.2285,0.283,9
1278,F,0.62,0.485,0.165,1.166,0.483,0.238,0.355,13
1279,F,0.525,0.405,0.16,0.6579999999999999,0.2655,0.1125,0.225,12
1281,F,0.58,0.45,0.185,0.9955,0.3945,0.272,0.285,11
1282,I,0.57,0.445,0.155,0.867,0.3705,0.1705,0.28,9
1283,M,0.55,0.435,0.16,0.906,0.342,0.2189999999999999,0.295,13
1284,M,0.57,0.465,0.125,0.8490000000000001,0.3785,0.1765,0.24,15
1285,I,0.48,0.39,0.145,0.5825,0.2315,0.121,0.255,15
1287,M,0.63,0.485,0.155,1.278,0.637,0.275,0.31,8
1288,M,0.505,0.39,0.105,0.6555,0.2595,0.18,0.19,11
1290,M,0.62,0.505,0.185,1.5275,0.69,0.368,0.35,13
1294,M,0.605,0.48,0.17,1.1835,0.5820000000000001,0.2365,0.317,10
1295,M,0.56,0.45,0.14,0.9,0.472,0.182,0.218,7
1298,M,0.615,0.47,0.145,1.0285,0.4435,0.2825,0.285,11
1302,I,0.61,0.465,0.15,0.9605,0.4495,0.1725,0.286,9
1303,F,0.62,0.485,0.175,1.271,0.531,0.3075,0.37,11
1306,F,0.605,0.5,0.185,1.1185,0.469,0.2585,0.335,9
1310,F,0.61,0.485,0.17,1.1005,0.5125,0.2289999999999999,0.305,11
1311,M,0.59,0.47,0.18,1.187,0.5985,0.2269999999999999,0.31,9
1315,F,0.57,0.44,0.125,0.865,0.3675,0.1725,0.27,12
1316,I,0.61,0.475,0.17,1.0385,0.4435,0.241,0.32,14
1317,I,0.62,0.485,0.17,1.208,0.4805,0.3045,0.33,15
1322,F,0.615,0.475,0.165,1.023,0.4905,0.1955,0.3035,12
1323,F,0.565,0.45,0.165,0.9765,0.322,0.244,0.37,12
1325,F,0.595,0.44,0.135,0.964,0.5005,0.1715,0.2575,10
1327,M,0.535,0.405,0.185,0.8345,0.3175,0.1725,0.29,16
1331,M,0.525,0.415,0.135,0.7945,0.3939999999999999,0.1889999999999999,0.2019999999999999,7
1332,M,0.66,0.53,0.17,1.3905,0.5905,0.212,0.4529999999999999,15
1334,M,0.645,0.49,0.16,1.251,0.5355,0.3345,0.3165,9
1336,M,0.52,0.4,0.145,0.7765,0.3525,0.1845,0.185,9
1339,F,0.675,0.54,0.21,1.5930000000000002,0.6859999999999999,0.318,0.45,11
1340,F,0.565,0.455,0.13,1.058,0.439,0.2645,0.3,10
1343,F,0.635,0.52,0.165,1.3405,0.5065,0.296,0.412,11
1344,M,0.59,0.45,0.185,1.283,0.473,0.276,0.425,16
1345,M,0.65,0.515,0.175,1.466,0.677,0.3045,0.4,10
1348,M,0.545,0.435,0.165,0.9955,0.3245,0.2665,0.325,19
1349,F,0.615,0.495,0.16,1.255,0.5815,0.3195,0.3225,12
1351,M,0.6,0.46,0.17,1.1805,0.456,0.337,0.3289999999999999,11
1352,M,0.505,0.44,0.14,0.8275,0.3415,0.1855,0.239,8
1353,M,0.58,0.45,0.155,0.8275,0.321,0.1975,0.2445,8
1354,F,0.57,0.42,0.16,0.8875,0.4315,0.1915,0.223,8
1356,F,0.535,0.425,0.155,0.7765,0.302,0.1565,0.25,16
1358,F,0.575,0.45,0.17,1.0475,0.3775,0.1705,0.385,18
1359,I,0.625,0.47,0.155,1.1955,0.643,0.2055,0.3145,12
1360,F,0.6,0.475,0.15,1.13,0.575,0.196,0.305,9
1362,M,0.595,0.46,0.14,0.852,0.4215,0.2255,0.2269999999999999,9
1364,M,0.615,0.475,0.205,1.337,0.5995,0.2815,0.37,11
1367,M,0.575,0.44,0.145,0.87,0.3945,0.2195,0.225,8
1371,F,0.645,0.525,0.19,1.4635,0.6615,0.3435,0.435,19
1372,F,0.555,0.44,0.14,0.846,0.346,0.1715,0.2735,10
1377,M,0.57,0.44,0.145,0.8815,0.3605,0.1955,0.2735,10
1380,M,0.575,0.455,0.135,0.907,0.4245,0.1969999999999999,0.26,9
1382,M,0.69,0.55,0.18,1.6915,0.6655,0.402,0.5,11
1383,M,0.695,0.545,0.185,1.5715,0.6645,0.3835,0.4505,13
1384,F,0.605,0.485,0.16,1.222,0.53,0.2575,0.28,13
1385,M,0.56,0.44,0.16,0.8645,0.3305,0.2075,0.26,10
1386,M,0.625,0.48,0.175,1.065,0.4865,0.259,0.285,10
1388,F,0.53,0.41,0.13,0.6965,0.302,0.1935,0.2,10
1389,M,0.56,0.425,0.135,0.9415,0.509,0.2015,0.1975,9
1391,M,0.57,0.46,0.14,0.9535,0.4465,0.2065,0.245,12
1393,F,0.625,0.485,0.15,1.0945,0.531,0.261,0.296,10
1396,F,0.645,0.51,0.19,1.3630000000000002,0.573,0.362,0.36,10
1397,F,0.615,0.5,0.165,1.1765,0.488,0.244,0.345,17
1398,F,0.61,0.48,0.16,1.234,0.598,0.238,0.315,12
1400,F,0.64,0.5,0.17,1.5175,0.693,0.326,0.409,11
1401,F,0.625,0.515,0.18,1.3485,0.5255,0.252,0.3925,14
1402,F,0.645,0.51,0.155,1.129,0.5015,0.24,0.342,10
1413,M,0.585,0.51,0.16,1.218,0.639,0.241,0.3,11
1414,M,0.68,0.53,0.18,1.529,0.7635,0.3115,0.4025,11
1415,M,0.625,0.48,0.17,1.3555,0.6709999999999999,0.268,0.3385,10
1416,I,0.51,0.375,0.15,0.8415,0.3845,0.156,0.255,10
1417,M,0.61,0.48,0.15,1.1495,0.564,0.2739999999999999,0.264,8
1418,M,0.575,0.45,0.155,0.948,0.429,0.206,0.259,7
1420,F,0.54,0.425,0.16,0.9455,0.3675,0.2005,0.295,9
1423,F,0.63,0.48,0.15,1.0525,0.392,0.336,0.285,12
1427,F,0.545,0.425,0.125,0.768,0.294,0.1495,0.26,16
1428,M,0.63,0.49,0.18,1.13,0.4579999999999999,0.2765,0.315,12
1430,F,0.575,0.45,0.1,0.9315,0.431,0.222,0.235,12
1436,M,0.62,0.475,0.195,1.3585,0.5935,0.3365,0.3745,10
1443,F,0.55,0.43,0.14,0.8105,0.368,0.161,0.275,9
1445,I,0.55,0.415,0.135,0.8095,0.2985,0.2015,0.28,12
1448,F,0.585,0.46,0.165,1.058,0.486,0.25,0.294,9
1452,F,0.605,0.48,0.15,1.079,0.4505,0.2835,0.293,10
1463,F,0.72,0.55,0.18,1.52,0.637,0.325,0.435,10
1464,M,0.65,0.525,0.19,1.3685,0.5975,0.296,0.4,11
1465,F,0.53,0.42,0.135,0.677,0.2565,0.1415,0.21,9
1468,M,0.52,0.415,0.175,0.753,0.258,0.171,0.255,8
1470,F,0.575,0.435,0.155,0.8975,0.4115,0.2325,0.23,9
1471,F,0.675,0.51,0.15,1.1965,0.475,0.304,0.386,11
1472,F,0.585,0.45,0.15,0.938,0.467,0.203,0.225,7
1473,F,0.57,0.45,0.16,0.9715,0.3965,0.255,0.26,12
1474,F,0.57,0.46,0.135,0.9795,0.397,0.2525,0.2655,9
1475,F,0.545,0.44,0.175,0.7745,0.2985,0.1875,0.265,11
1477,M,0.635,0.515,0.165,1.229,0.5055,0.2975,0.3535,10
1481,M,0.545,0.42,0.14,0.7505,0.2475,0.13,0.255,22
1485,F,0.55,0.425,0.125,0.964,0.5475,0.159,0.215,8
1486,M,0.555,0.42,0.145,0.8695,0.3075,0.2575,0.25,14
1487,M,0.6,0.495,0.175,1.29,0.606,0.276,0.3445,11
1488,M,0.595,0.435,0.16,1.057,0.4255,0.2239999999999999,0.31,9
1491,M,0.58,0.455,0.17,0.93,0.408,0.259,0.22,9
1492,F,0.635,0.49,0.17,1.2615,0.5385,0.2665,0.38,9
1495,M,0.6,0.475,0.205,1.176,0.5255,0.2875,0.308,9
1496,F,0.61,0.485,0.165,1.0915,0.3935,0.2435,0.33,18
1497,F,0.55,0.44,0.155,0.946,0.313,0.1825,0.335,16
1498,M,0.59,0.475,0.165,1.077,0.4545,0.244,0.3095,9
1500,M,0.495,0.4,0.135,0.61,0.272,0.1435,0.144,7
1503,M,0.68,0.54,0.155,1.534,0.6709999999999999,0.379,0.384,10
1505,M,0.7,0.55,0.2,1.523,0.693,0.306,0.4405,13
1507,M,0.61,0.48,0.185,1.3065,0.6895,0.2915,0.29,10
1509,M,0.615,0.505,0.165,1.167,0.4895,0.2955,0.345,10
1513,F,0.575,0.45,0.12,0.9585,0.447,0.1689999999999999,0.275,12
1514,M,0.525,0.41,0.13,0.99,0.3865,0.243,0.295,15
1520,F,0.475,0.38,0.145,0.57,0.1669999999999999,0.118,0.187,11
1522,I,0.585,0.475,0.16,1.0505,0.48,0.2339999999999999,0.285,10
1523,F,0.635,0.5,0.15,1.376,0.6495,0.361,0.31,10
1524,M,0.645,0.51,0.165,1.403,0.5755,0.2515,0.4545,11
1528,M,0.555,0.435,0.145,0.9685,0.4985,0.168,0.2385,9
1531,F,0.655,0.52,0.2,1.5475,0.713,0.314,0.466,9
1533,M,0.625,0.48,0.145,1.085,0.4645,0.2445,0.327,10
1534,F,0.61,0.46,0.145,1.1185,0.478,0.2945,0.2985,10
1535,I,0.61,0.425,0.155,1.0485,0.507,0.1955,0.2739999999999999,11
1536,M,0.6,0.475,0.15,0.99,0.386,0.2195,0.3105,10
1539,F,0.655,0.525,0.175,1.348,0.5855,0.2605,0.3939999999999999,10
1540,M,0.63,0.49,0.17,1.1745,0.5255,0.273,0.3389999999999999,11
1541,M,0.7,0.54,0.205,1.74,0.7885,0.373,0.4865,13
1543,F,0.49,0.39,0.135,0.59,0.215,0.125,0.1845,12
1547,M,0.67,0.51,0.175,1.5265,0.6509999999999999,0.4475,0.345,10
1549,M,0.505,0.405,0.14,0.875,0.2665,0.174,0.285,12
1550,I,0.585,0.47,0.17,0.985,0.3695,0.2395,0.315,10
1552,M,0.6,0.46,0.155,0.9595,0.4455,0.1889999999999999,0.295,11
1554,F,0.51,0.39,0.105,0.612,0.187,0.15,0.195,13
1555,M,0.675,0.52,0.145,1.3645,0.557,0.3405,0.385,11
1557,M,0.575,0.435,0.13,1.0105,0.368,0.222,0.32,10
1559,F,0.625,0.48,0.17,1.3525,0.6235,0.278,0.365,10
1563,M,0.6,0.465,0.165,1.038,0.4975,0.2205,0.251,9
1565,F,0.725,0.53,0.19,1.7315,0.83,0.3979999999999999,0.405,11
1568,M,0.62,0.495,0.18,1.2555,0.5765,0.254,0.355,12
1574,M,0.645,0.49,0.175,1.32,0.6525,0.2375,0.3385,11
1576,M,0.58,0.49,0.13,1.1335,0.586,0.2565,0.237,9
1577,M,0.675,0.545,0.185,1.7375,0.8759999999999999,0.3135,0.469,13
1581,I,0.495,0.38,0.145,0.515,0.175,0.098,0.212,13
1582,I,0.63,0.49,0.17,1.217,0.5515,0.212,0.31,11
1583,M,0.54,0.405,0.125,0.8909999999999999,0.4815,0.1915,0.2019999999999999,9
1584,F,0.585,0.45,0.125,0.8740000000000001,0.3545,0.2075,0.225,6
1586,F,0.53,0.425,0.13,0.7170000000000001,0.2115,0.166,0.255,13
1587,F,0.555,0.435,0.165,0.97,0.336,0.2315,0.295,17
1599,F,0.64,0.5,0.17,1.2645,0.565,0.3375,0.315,9
1602,M,0.63,0.48,0.165,1.286,0.604,0.271,0.35,8
1604,M,0.65,0.525,0.185,1.622,0.6645,0.3225,0.477,10
1605,F,0.565,0.445,0.125,0.8305,0.3135,0.1785,0.23,11
1606,M,0.59,0.48,0.16,1.262,0.5685,0.2725,0.335,9
1607,M,0.53,0.43,0.135,0.879,0.28,0.2165,0.25,10
1608,F,0.52,0.425,0.165,0.9885,0.396,0.225,0.32,16
1611,F,0.63,0.5,0.185,1.383,0.54,0.3315,0.38,10
1612,F,0.725,0.56,0.185,1.7919999999999998,0.873,0.367,0.435,11
1613,F,0.5,0.4,0.165,0.7105,0.27,0.1455,0.225,20
1617,F,0.62,0.49,0.16,1.056,0.493,0.244,0.2725,9
1618,F,0.65,0.495,0.175,1.227,0.528,0.258,0.37,11
1622,M,0.57,0.42,0.155,1.008,0.377,0.193,0.34,13
1626,F,0.55,0.43,0.14,0.84,0.375,0.218,0.1945,8
1632,M,0.56,0.425,0.135,0.8490000000000001,0.3265,0.221,0.2645,10
1633,M,0.63,0.49,0.15,1.1955,0.5845,0.257,0.3,9
1637,M,0.595,0.47,0.155,1.2015,0.492,0.3865,0.265,10
1641,M,0.58,0.46,0.15,1.0165,0.491,0.221,0.265,9
1644,M,0.625,0.5,0.185,1.2425,0.5995,0.248,0.335,10
1645,M,0.6,0.495,0.195,1.0575,0.384,0.19,0.375,26
1646,F,0.63,0.495,0.145,1.147,0.5455,0.266,0.2885,9
1648,F,0.7,0.575,0.17,1.31,0.5095,0.314,0.42,14
